,time,pblh(m)
950,2013-08-08,1579.1584
951,2013-08-09,1757.8695
952,2013-08-10,1157.0061
953,2013-08-11,1425.1521
954,2013-08-12,2090.2158
955,2013-08-13,1473.7131
956,2013-08-14,1983.5511
957,2013-08-15,2156.4836
958,2013-08-16,1987.8452
959,2013-08-17,1679.0374
960,2013-08-18,592.66943
961,2013-08-19,895.6459
962,2013-08-20,1699.872
963,2013-08-21,1516.2306
964,2013-08-22,1821.8047
965,2013-08-23,913.77673
966,2013-08-24,2268.5027
967,2013-08-25,1870.7368
968,2013-08-26,1816.6093
969,2013-08-27,1880.1204
970,2013-08-28,431.02905
971,2013-08-29,1360.3157
972,2013-08-30,1553.6586
973,2013-08-31,1649.8795
974,2013-09-01,1752.7802
975,2013-09-02,1856.3169
976,2013-09-03,1918.8207
977,2013-09-04,1770.8579
978,2013-09-05,2124.622
979,2013-09-06,2054.166
980,2013-09-07,1933.0815
981,2013-09-08,1813.2694
982,2013-09-09,1191.9424
983,2013-09-10,1656.2942
984,2013-09-11,1844.0176
985,2013-09-12,1832.1425
986,2013-09-13,2302.6438
987,2013-09-14,1789.2539
988,2013-09-15,1599.3569
989,2013-09-16,1764.3372
990,2013-09-17,1374.9476
991,2013-09-18,1438.7238
992,2013-09-19,1582.9225
993,2013-09-20,1474.1903
994,2013-09-21,1342.5029
995,2013-09-22,1797.5242
996,2013-09-23,1474.5083
997,2013-09-24,1080.5596
998,2013-09-25,1203.9767
999,2013-09-26,1622.5771
1000,2013-09-27,1221.3654
1001,2013-09-28,1357.93
1002,2013-09-29,1763.754
1003,2013-09-30,1877.3105
1004,2013-10-01,2212.0425
1005,2013-10-02,1805.1582
1006,2013-10-03,1507.1652
1007,2013-10-04,1875.4551
1008,2013-10-05,1916.7532
1009,2013-10-06,1879.2721
1010,2013-10-07,1054.2644
1011,2013-10-08,1383.801
1012,2013-10-09,926.3411
1013,2013-10-10,623.36475
1014,2013-10-11,569.34326
1015,2013-10-12,710.89124
1016,2013-10-13,673.8342
1017,2013-10-14,1012.9664
1018,2013-10-15,911.60315
1019,2013-10-16,879.2114
1020,2013-10-17,1232.3923
1021,2013-10-18,1459.6113
1022,2013-10-19,954.8628
1023,2013-10-20,1709.6796
1024,2013-10-21,1290.549
1025,2013-10-22,1359.4674
1026,2013-10-23,1587.1636
1027,2013-10-24,2153.8328
1028,2013-10-25,1668.5935
1029,2013-10-26,1337.9436
1030,2013-10-27,1863.5798
1031,2013-10-28,1318.6995
1032,2013-10-29,1252.9088
1033,2013-10-30,1008.30115
1034,2013-10-31,1075.7883
1035,2013-11-01,1544.2751
1036,2013-11-02,1823.9252
1037,2013-11-03,2078.6587
1038,2013-11-04,1091.9045
1039,2013-11-05,984.3917
1040,2013-11-06,990.3823
1041,2013-11-07,1462.9513
1042,2013-11-08,2232.612
1043,2013-11-09,1110.0354
1044,2013-11-10,2209.9219
1045,2013-11-11,1546.7667
1046,2013-11-12,2188.7693
1047,2013-11-13,1675.6974
1048,2013-11-14,528.84033
1049,2013-11-15,481.39258
1050,2013-11-16,561.6561
1051,2013-11-17,858.2178
1052,2013-11-18,2313.4058
1053,2013-11-19,1647.971
1054,2013-11-20,846.02454
1055,2013-11-21,440.4126
1056,2013-11-22,467.927
1057,2013-11-23,1766.4578
1058,2013-11-24,2443.5557
1059,2013-11-25,1688.845
1060,2013-11-26,527.9391
1061,2013-11-27,1481.7183
1062,2013-11-28,1781.4608
1063,2013-11-29,1372.403
1064,2013-11-30,797.7286
1065,2013-12-01,411.4668
1066,2013-12-02,471.16077
1067,2013-12-03,743.9721
1068,2013-12-04,514.26135
1069,2013-12-05,764.0645
1070,2013-12-06,706.59705
1071,2013-12-07,1133.3617
1072,2013-12-08,667.3135
1073,2013-12-09,355.53674
1074,2013-12-10,1278.4617
1075,2013-12-11,961.2245
1076,2013-12-12,1361.588
1077,2013-12-13,930.5822
1078,2013-12-14,464.53406
1079,2013-12-15,1359.4674
1080,2013-12-16,1173.2815
1081,2013-12-17,382.57397
1082,2013-12-18,1540.246
1083,2013-12-19,359.72485
1084,2013-12-20,526.1896
1085,2013-12-21,986.4592
1086,2013-12-22,1341.1245
1087,2013-12-23,1001.62134
1088,2013-12-24,2102.78
1089,2013-12-25,1631.9607
1090,2013-12-26,1360.8988
1091,2013-12-27,710.46716
1092,2013-12-28,381.0896
1093,2013-12-29,645.4186
1094,2013-12-30,1120.5852
1095,2013-12-31,2146.2517
1096,2014-01-01,573.96045
1097,2014-01-02,546.26965
1098,2014-01-03,1202.5731
1099,2014-01-04,798.5247
1100,2014-01-05,357.84875
1101,2014-01-06,1563.4344
1102,2014-01-07,1573.0316
1103,2014-01-08,911.049
1104,2014-01-09,753.4006
1105,2014-01-10,188.22583
1106,2014-01-11,842.63635
1107,2014-01-12,1424.7162
1108,2014-01-13,730.81647
1109,2014-01-14,707.8362
1110,2014-01-15,434.75787
1111,2014-01-16,1093.0425
1112,2014-01-17,734.0302
1113,2014-01-18,1511.2665
1114,2014-01-19,1804.5957
1115,2014-01-20,1874.7693
1116,2014-01-21,827.6243
1117,2014-01-22,1045.541
1118,2014-01-23,2156.3882
1119,2014-01-24,1458.3502
1120,2014-01-25,1296.4755
1121,2014-01-26,1621.4575
1122,2014-01-27,1107.5262
1123,2014-01-28,1220.887
1124,2014-01-29,1174.9705
1125,2014-01-30,952.12305
1126,2014-01-31,776.7331
1127,2014-02-01,602.4437
1128,2014-02-02,301.23438
1129,2014-02-03,643.0775
1130,2014-02-04,823.0459
1131,2014-02-05,375.23804
1132,2014-02-06,1330.6378
1133,2014-02-07,1435.3699
1134,2014-02-08,794.3425
1135,2014-02-09,806.1849
1136,2014-02-10,1467.5071
1137,2014-02-11,1439.8602
1138,2014-02-12,1004.29095
1139,2014-02-13,885.07513
1140,2014-02-14,1496.3866
1141,2014-02-15,1301.8904
1142,2014-02-16,1614.2377
1143,2014-02-17,991.4801
1144,2014-02-18,1738.8245
1145,2014-02-19,2144.6777
1146,2014-02-20,1198.4349
1147,2014-02-21,1701.5364
1148,2014-02-22,2386.6313
1149,2014-02-23,924.69635
1150,2014-02-24,2450.7737
1151,2014-02-25,1554.4097
1152,2014-02-26,2063.9827
1153,2014-02-27,2352.7334
1154,2014-02-28,1299.337
1155,2014-03-01,804.3359
1156,2014-03-02,591.3498
1157,2014-03-03,859.58545
1158,2014-03-04,743.80347
1159,2014-03-05,1166.9581
1160,2014-03-06,1082.6089
1161,2014-03-07,802.1787
1162,2014-03-08,1691.323
1163,2014-03-09,1416.6158
1164,2014-03-10,866.7173
1165,2014-03-11,1246.949
1166,2014-03-12,1553.353
1167,2014-03-13,1920.2896
1168,2014-03-14,1320.3802
1169,2014-03-15,2634.8804
1170,2014-03-16,1158.8578
1171,2014-03-17,776.9972
1172,2014-03-18,781.04736
1173,2014-03-19,501.3656
1174,2014-03-20,2573.7314
1175,2014-03-21,1589.4083
1176,2014-03-22,2359.2046
1177,2014-03-23,1500.0845
1178,2014-03-24,2327.9038
1179,2014-03-25,790.3804
1180,2014-03-26,2067.9006
1181,2014-03-27,1148.7764
1182,2014-03-28,1479.1293
1183,2014-03-29,554.67816
1184,2014-03-30,1116.4191
1185,2014-03-31,1296.0353
1186,2014-04-01,797.99646
1187,2014-04-02,890.1378
1188,2014-04-03,1001.8257
1189,2014-04-04,636.51794
1190,2014-04-05,1761.2324
1191,2014-04-06,1214.2834
1192,2014-04-07,662.1837
1193,2014-04-08,2031.8013
1194,2014-04-09,2606.045
1195,2014-04-10,2054.5615
1196,2014-04-11,1984.388
1197,2014-04-12,1666.7137
1198,2014-04-13,1531.6935
1199,2014-04-14,1732.2649
1200,2014-04-15,1103.2119
1201,2014-04-16,1563.6545
1202,2014-04-17,1356.1714
1203,2014-04-18,911.1811
1204,2014-04-19,1652.4941
1205,2014-04-20,1248.4017
1206,2014-04-21,904.18134
1207,2014-04-22,1806.7087
1208,2014-04-23,1756.2137
1209,2014-04-24,1417.7164
1210,2014-04-25,986.6815
1211,2014-04-26,2895.676
1212,2014-04-27,1619.1243
1213,2014-04-28,1214.6797
1214,2014-04-29,815.826
1215,2014-04-30,684.63574
1216,2014-05-01,1759.6917
1217,2014-05-02,2287.1382
1218,2014-05-03,2284.4526
1219,2014-05-04,2734.99
1220,2014-05-05,1491.3679
1221,2014-05-06,2079.7432
1222,2014-05-07,814.24115
1223,2014-05-08,1644.79
1224,2014-05-09,570.7908
1225,2014-05-10,1305.7644
1226,2014-05-11,1720.1144
1227,2014-05-12,1625.1115
1228,2014-05-13,1780.955
1229,2014-05-14,616.8394
1230,2014-05-15,1383.5101
1231,2014-05-16,1422.7351
1232,2014-05-17,2317.0303
1233,2014-05-18,2357.0916
1234,2014-05-19,2713.9028
1235,2014-05-20,1970.8727
1236,2014-05-21,968.3237
1237,2014-05-22,2105.2327
1238,2014-05-23,2473.9302
1239,2014-05-24,2042.7632
1240,2014-05-25,2603.8877
1241,2014-05-26,2166.3813
1242,2014-05-27,1952.5149
1243,2014-05-28,1693.7883
1244,2014-05-29,601.38715
1245,2014-05-30,1484.0159
1246,2014-05-31,2510.2937
1247,2014-06-01,1927.3774
1248,2014-06-02,1344.3732
1249,2014-06-03,1951.5903
1250,2014-06-04,2327.1116
1251,2014-06-05,2027.2668
1252,2014-06-06,2023.2607
1253,2014-06-07,2212.21
1254,2014-06-08,1609.8353
1255,2014-06-09,1232.9054
1256,2014-06-10,922.3631
1257,2014-06-11,1267.2438
1258,2014-06-12,667.0263
1259,2014-06-13,702.4653
1260,2014-06-14,1731.8687
1261,2014-06-15,1422.1188
1262,2014-06-16,2485.9487
1263,2014-06-17,2393.9395
1264,2014-06-18,2192.8396
1265,2014-06-19,1877.0144
1266,2014-06-20,1723.7244
1267,2014-06-21,708.01227
1268,2014-06-22,1969.4199
1269,2014-06-23,1895.8566
1270,2014-06-24,1429.7789
1271,2014-06-25,1620.577
1272,2014-06-26,1971.2249
1273,2014-06-27,1478.4249
1274,2014-06-28,1584.742
1275,2014-06-29,1769.4648
1276,2014-06-30,1762.8173
1277,2014-07-01,2055.1777
1278,2014-07-02,2038.669
1279,2014-07-03,1552.4727
1280,2014-07-04,2005.167
1281,2014-07-05,2077.1897
1282,2014-07-06,2378.1348
1283,2014-07-07,2120.9492
1284,2014-07-08,2240.077
1285,2014-07-09,1808.1616
1286,2014-07-10,1822.3372
1287,2014-07-11,1632.5955
1288,2014-07-12,1806.8408
1289,2014-07-13,1911.573
1290,2014-07-14,1966.5583
1291,2014-07-15,1297.268
1292,2014-07-16,2102.5913
1293,2014-07-17,2265.6106
1294,2014-07-18,1958.0619
1295,2014-07-19,1675.4745
1296,2014-07-20,1139.3993
1297,2014-07-21,1154.9836
1298,2014-07-22,1253.8606
1299,2014-07-23,2289.4714
1300,2014-07-24,968.0596
1301,2014-07-25,2089.6924
1302,2014-07-26,2189.67
1303,2014-07-27,1478.2048
1304,2014-07-28,2379.4116
1305,2014-07-29,2036.8201
1306,2014-07-30,1958.3259
1307,2014-07-31,2773.9067
1308,2014-08-01,674.5984
1309,2014-08-02,1235.2386
1310,2014-08-03,1203.9819
1311,2014-08-04,1086.7911
1312,2014-08-05,2343.268
1313,2014-08-06,1801.4259
1314,2014-08-07,2198.7827
1315,2014-08-08,1816.6581
1316,2014-08-09,1488.0221
1317,2014-08-10,1795.835
1318,2014-08-11,2049.543
1319,2014-08-12,798.17255
1320,2014-08-13,1730.548
1321,2014-08-14,2648.0874
1322,2014-08-15,2506.6396
1323,2014-08-16,1892.3787
1324,2014-08-17,1816.2179
1325,2014-08-18,887.89264
1326,2014-08-19,1195.0891
1327,2014-08-20,1619.5646
1328,2014-08-21,1759.8237
1329,2014-08-22,921.92285
1330,2014-08-23,716.55286
1331,2014-08-24,1452.6271
1332,2014-08-25,1625.5957
1333,2014-08-26,1836.1165
1334,2014-08-27,2048.8826
1335,2014-08-28,1854.6504
1336,2014-08-29,1656.8085
1337,2014-08-30,1177.6998
1338,2014-08-31,2037.9207
1339,2014-09-01,1981.4384
1340,2014-09-02,2238.404
1341,2014-09-03,1310.0347
1342,2014-09-04,1463.1047
1343,2014-09-05,1764.9304
1344,2014-09-06,1897.5294
1345,2014-09-07,1562.9943
1346,2014-09-08,1290.7964
1347,2014-09-09,1037.4847
1348,2014-09-10,1296.2554
1349,2014-09-11,1458.042
1350,2014-09-12,1163.1721
1351,2014-09-13,949.52563
1352,2014-09-14,1370.347
1353,2014-09-15,1618.7721
1354,2014-09-16,2023.1727
1355,2014-09-17,1912.1892
1356,2014-09-18,1467.375
1357,2014-09-19,1431.936
1358,2014-09-20,1764.5342
1359,2014-09-21,1798.3442
1360,2014-09-22,1639.5072
1361,2014-09-23,1325.531
1362,2014-09-24,1265.0867
1363,2014-09-25,795.0909
1364,2014-09-26,1352.3854
1365,2014-09-27,1297.268
1366,2014-09-28,1254.4769
1367,2014-09-29,604.4248
1368,2014-09-30,1150.053
1369,2014-10-01,1082.873
1370,2014-10-02,1222.6039
1371,2014-10-03,873.98114
1372,2014-10-04,1708.8003
1373,2014-10-05,2060.3286
1374,2014-10-06,1656.8085
1375,2014-10-07,1244.9238
1376,2014-10-08,2110.1191
1377,2014-10-09,1819.5637
1378,2014-10-10,420.75842
1379,2014-10-11,703.30176
1380,2014-10-12,1198.2148
1381,2014-10-13,617.41174
1382,2014-10-14,1248.0055
1383,2014-10-15,948.9973
1384,2014-10-16,529.8929
1385,2014-10-17,1503.5624
1386,2014-10-18,2062.2656
1387,2014-10-19,1451.9668
1388,2014-10-20,1317.6948
1389,2014-10-21,1625.1555
1390,2014-10-22,1033.2145
1391,2014-10-23,1533.1022
1392,2014-10-24,1096.2122
1393,2014-10-25,1394.9562
1394,2014-10-26,1775.9803
1395,2014-10-27,1002.39795
1396,2014-10-28,744.19965
1397,2014-10-29,828.0646
1398,2014-10-30,1567.4407
1399,2014-10-31,1537.8127
1400,2014-11-01,1512.3671
1401,2014-11-02,1791.8728
1402,2014-11-03,1242.9868
1403,2014-11-04,442.9463
1404,2014-11-05,1161.5432
1405,2014-11-06,947.1924
1406,2014-11-07,2358.9846
1407,2014-11-08,1319.5438
1408,2014-11-09,1344.065
1409,2014-11-10,975.98376
1410,2014-11-11,749.74664
1411,2014-11-12,1098.9417
1412,2014-11-13,747.8536
1413,2014-11-14,1993.2367
1414,2014-11-15,1638.1425
1415,2014-11-16,754.193
1416,2014-11-17,728.96747
1417,2014-11-18,2071.7307
1418,2014-11-19,1602.3073
1419,2014-11-20,1860.4175
1420,2014-11-21,1932.5282
1421,2014-11-22,621.19775
1422,2014-11-23,565.19977
1423,2014-11-24,1465.3059
1424,2014-11-25,933.2369
1425,2014-11-26,653.5551
1426,2014-11-27,1601.1187
1427,2014-11-28,1681.9459
1428,2014-11-29,851.4851
1429,2014-11-30,670.06396
1430,2014-12-01,1139.6635
1431,2014-12-02,841.7559
1432,2014-12-03,555.5586
1433,2014-12-04,880.1885
1434,2014-12-05,339.13867
1435,2014-12-06,392.14307
1436,2014-12-07,1021.3721
1437,2014-12-08,626.04034
1438,2014-12-09,595.0037
1439,2014-12-10,1357.228
1440,2014-12-11,1385.271
1441,2014-12-12,1380.1202
1442,2014-12-13,926.8975
1443,2014-12-14,1289.1676
1444,2014-12-15,898.8105
1445,2014-12-16,381.53345
1446,2014-12-17,1522.9768
1447,2014-12-18,1288.155
1448,2014-12-19,1259.6277
1449,2014-12-20,914.35077
1450,2014-12-21,898.1501
1451,2014-12-22,406.2306
1452,2014-12-23,220.6272
1453,2014-12-24,285.65002
1454,2014-12-25,1757.6224
1455,2014-12-26,692.604
1456,2014-12-27,406.27466
1457,2014-12-28,725.18146
1458,2014-12-29,857.2082
1459,2014-12-30,1437.7472
1460,2014-12-31,1430.8795
1461,2015-01-01,1232.6805
1462,2015-01-02,1121.1903
1463,2015-01-03,374.6173
1464,2015-01-04,1131.3853
1465,2015-01-05,1960.547
1466,2015-01-06,1242.0804
1467,2015-01-07,2336.312
1468,2015-01-08,1895.6357
1469,2015-01-09,2149.3416
1470,2015-01-10,1147.8937
1471,2015-01-11,718.8621
1472,2015-01-12,201.16211
1473,2015-01-13,1027.4243
1474,2015-01-14,687.7627
1475,2015-01-15,940.159
1476,2015-01-16,1453.4629
1477,2015-01-17,813.8907
1478,2015-01-18,451.7345
1479,2015-01-19,1630.6594
1480,2015-01-20,517.81494
1481,2015-01-21,437.33057
1482,2015-01-22,1495.4121
1483,2015-01-23,815.85486
1484,2015-01-24,934.45355
1485,2015-01-25,1274.957
1486,2015-01-26,613.12415
1487,2015-01-27,994.922
1488,2015-01-28,978.133
1489,2015-01-29,635.57184
1490,2015-01-30,1959.4247
1491,2015-01-31,1329.2056
1492,2015-02-01,699.1269
1493,2015-02-02,1675.742
1494,2015-02-03,1249.0955
1495,2015-02-04,805.8002
1496,2015-02-05,1705.111
1497,2015-02-06,1477.641
1498,2015-02-07,690.6154
1499,2015-02-08,512.7174
1500,2015-02-09,494.05786
1501,2015-02-10,974.8126
1502,2015-02-11,877.96014
1503,2015-02-12,1795.5098
1504,2015-02-13,1432.8859
1505,2015-02-14,1992.535
1506,2015-02-15,1942.963
1507,2015-02-16,1234.4109
1508,2015-02-17,1094.2998
1509,2015-02-18,1443.2212
1510,2015-02-19,2282.6248
1511,2015-02-20,1289.8286
1512,2015-02-21,712.1278
1513,2015-02-22,1100.4729
1514,2015-02-23,1385.9796
1515,2015-02-24,1294.6455
1516,2015-02-25,1477.7812
1517,2015-02-26,1251.4805
1518,2015-02-27,1788.0271
1519,2015-02-28,1190.4976
1520,2015-03-01,414.9297
1521,2015-03-02,1630.5659
1522,2015-03-03,713.5776
1523,2015-03-04,644.59766
1524,2015-03-05,870.2905
1525,2015-03-06,971.58575
1526,2015-03-07,856.5881
1527,2015-03-08,1890.6786
1528,2015-03-09,1362.2224
1529,2015-03-10,272.80774
1530,2015-03-11,873.4239
1531,2015-03-12,1455.1465
1532,2015-03-13,950.2137
1533,2015-03-14,589.4605
1534,2015-03-15,1827.1235
1535,2015-03-16,1437.2819
1536,2015-03-17,1945.4884
1537,2015-03-18,1756.6003
1538,2015-03-19,1477.0798
1539,2015-03-20,544.6587
1540,2015-03-21,1580.4327
1541,2015-03-22,1642.6783
1542,2015-03-23,1407.7258
1543,2015-03-24,1004.8364
1544,2015-03-25,761.6998
1545,2015-03-26,1246.5232
1546,2015-03-27,1415.9565
1547,2015-03-28,2703.2383
1548,2015-03-29,1722.4612
1549,2015-03-30,2696.7847
1550,2015-03-31,2158.274
1551,2015-04-01,2454.8171
1552,2015-04-02,1354.2722
1553,2015-04-03,1023.91693
1554,2015-04-04,2395.705
1555,2015-04-05,2292.8198
1556,2015-04-06,1898.4885
1557,2015-04-07,1195.8756
1558,2015-04-08,534.2766
1559,2015-04-09,529.6
1560,2015-04-10,520.57416
1561,2015-04-11,2160.1445
1562,2015-04-12,1453.5565
1563,2015-04-13,1641.2285
1564,2015-04-14,550.36414
1565,2015-04-15,1197.1383
1566,2015-04-16,1660.0753
1567,2015-04-17,1558.3124
1568,2015-04-18,1963.727
1569,2015-04-19,1025.0862
1570,2015-04-20,1852.7513
1571,2015-04-21,3074.514
1572,2015-04-22,2893.8567
1573,2015-04-23,2627.6646
1574,2015-04-24,2423.7178
1575,2015-04-25,936.8854
1576,2015-04-26,2308.0654
1577,2015-04-27,1871.3174
1578,2015-04-28,2108.1406
1579,2015-04-29,2357.684
1580,2015-04-30,2007.6404
1581,2015-05-01,1204.6677
1582,2015-05-02,2706.1846
1583,2015-05-03,3067.0312
1584,2015-05-04,2600.774
1585,2015-05-05,2066.5188
1586,2015-05-06,1456.2689
1587,2015-05-07,1339.9618
1588,2015-05-08,1658.4385
1589,2015-05-09,1350.6713
1590,2015-05-10,1376.2054
1591,2015-05-11,1241.7063
1592,2015-05-12,3027.3271
1593,2015-05-13,1780.5913
1594,2015-05-14,1745.4233
1595,2015-05-15,1224.2627
1596,2015-05-16,1815.1514
1597,2015-05-17,1545.7323
1598,2015-05-18,1319.7589
1599,2015-05-19,2186.8945
1600,2015-05-20,1697.5349
1601,2015-05-21,827.82697
1602,2015-05-22,2960.6855
1603,2015-05-23,1928.8865
1604,2015-05-24,2405.7598
1605,2015-05-25,1697.6752
1606,2015-05-26,1806.8738
1607,2015-05-27,1786.7644
1608,2015-05-28,2009.2772
1609,2015-05-29,1153.8798
1610,2015-05-30,1961.3888
1611,2015-05-31,2086.4412
1612,2015-06-01,1803.7874
1613,2015-06-02,472.6858
1614,2015-06-03,700.5766
1615,2015-06-04,627.15393
1616,2015-06-05,834.4678
1617,2015-06-06,1640.5271
1618,2015-06-07,1361.3806
1619,2015-06-08,1412.5427
1620,2015-06-09,2306.8962
1621,2015-06-10,1689.4911
1622,2015-06-11,1411.1396
1623,2015-06-12,2013.0653
1624,2015-06-13,1291.746
1625,2015-06-14,1780.3108
1626,2015-06-15,1825.8141
1627,2015-06-16,2164.1196
1628,2015-06-17,987.6265
1629,2015-06-18,1687.9011
1630,2015-06-19,1666.4354
1631,2015-06-20,1383.688
1632,2015-06-21,1999.316
1633,2015-06-22,1845.3623
1634,2015-06-23,2040.0493
1635,2015-06-24,1859.2051
1636,2015-06-25,1709.1328
1637,2015-06-26,1066.0532
1638,2015-06-27,759.9695
1639,2015-06-28,1677.519
1640,2015-06-29,2099.4421
1641,2015-06-30,1860.4678
1642,2015-07-01,1917.7094
1643,2015-07-02,657.131
1644,2015-07-03,1217.5751
1645,2015-07-04,893.2059
1646,2015-07-05,786.3923
1647,2015-07-06,1582.2566
1648,2015-07-07,1775.5874
1649,2015-07-08,1393.883
1650,2015-07-09,1649.553
1651,2015-07-10,1109.4988
1652,2015-07-11,1728.0731
1653,2015-07-12,1650.6753
1654,2015-07-13,850.6488
1655,2015-07-14,1149.437
1656,2015-07-15,1467.3524
1657,2015-07-16,1716.1946
1658,2015-07-17,1030.511
1659,2015-07-18,947.9222
1660,2015-07-19,1754.3088
1661,2015-07-20,1573.1372
1662,2015-07-21,1586.0447
1663,2015-07-22,1835.7285
1664,2015-07-23,1854.9961
1665,2015-07-24,2233.5671
1666,2015-07-25,1776.5227
1667,2015-07-26,1624.5798
1668,2015-07-27,891.1482
1669,2015-07-28,1627.947
1670,2015-07-29,1178.9463
1671,2015-07-30,1009.46625
1672,2015-07-31,1991.3191
1673,2015-08-01,2453.04
1674,2015-08-02,2021.4364
1675,2015-08-03,2081.4373
1676,2015-08-04,2186.3335
1677,2015-08-05,2297.73
1678,2015-08-06,748.8392
1679,2015-08-07,1073.7695
1680,2015-08-08,1885.2537
1681,2015-08-09,1512.2478
1682,2015-08-10,1053.3795
1683,2015-08-11,1897.3661
1684,2015-08-12,2324.9011
1685,2015-08-13,1978.8793
1686,2015-08-14,2038.6462
1687,2015-08-15,1646.6534
1688,2015-08-16,2057.119
1689,2015-08-17,2092.6143
1690,2015-08-18,1711.705
1691,2015-08-19,1441.1167
1692,2015-08-20,652.9688
1693,2015-08-21,1670.2703
1694,2015-08-22,2035.8403
1695,2015-08-23,1899.0964
1696,2015-08-24,1794.3406
1697,2015-08-25,2052.91
1698,2015-08-26,1811.4569
1699,2015-08-27,1750.0063
1700,2015-08-28,1835.6818
1701,2015-08-29,1874.7313
1702,2015-08-30,1543.4408
1703,2015-08-31,1013.86224
1704,2015-09-01,2049.4026
1705,2015-09-02,2143.0747
1706,2015-09-03,2175.671
1707,2015-09-04,1687.3398
1708,2015-09-05,1259.758
1709,2015-09-06,1494.9445
1710,2015-09-07,1435.9257
1711,2015-09-08,1827.0768
1712,2015-09-09,1838.5812
1713,2015-09-10,668.96277
1714,2015-09-11,1711.0503
1715,2015-09-12,503.03687
1716,2015-09-13,1841.3872
1717,2015-09-14,1838.6748
1718,2015-09-15,1701.4165
1719,2015-09-16,1739.8114
1720,2015-09-17,1986.2683
1721,2015-09-18,1913.4069
1722,2015-09-19,1670.0833
1723,2015-09-20,1382.9866
1724,2015-09-21,615.6963
1725,2015-09-22,1154.628
1726,2015-09-23,1408.7546
1727,2015-09-24,1442.4729
1728,2015-09-25,1245.6815
1729,2015-09-26,1345.5737
1730,2015-09-27,897.181
1731,2015-09-28,1077.6511
1732,2015-09-29,763.57043
1733,2015-09-30,948.99774
1734,2015-10-01,966.0206
1735,2015-10-02,913.78296
1736,2015-10-03,936.2774
1737,2015-10-04,933.5182
1738,2015-10-05,1195.3145
1739,2015-10-06,1129.2341
1740,2015-10-07,1315.3628
1741,2015-10-08,1550.2687
1742,2015-10-09,1043.886
1743,2015-10-10,1285.2922
1744,2015-10-11,1041.9686
1745,2015-10-12,992.116
1746,2015-10-13,2130.4014
1747,2015-10-14,1644.7361
1748,2015-10-15,1913.2198
1749,2015-10-16,2073.487
1750,2015-10-17,1969.0117
1751,2015-10-18,2394.91
1752,2015-10-19,1257.794
1753,2015-10-20,596.7092
1754,2015-10-21,1004.6961
1755,2015-10-22,1165.5713
1756,2015-10-23,1306.8047
1757,2015-10-24,859.2538
1758,2015-10-25,1587.7283
1759,2015-10-26,1219.9133
1760,2015-10-27,612.28235
1761,2015-10-28,942.40375
1762,2015-10-29,2230.387
1763,2015-10-30,1429.4719
1764,2015-10-31,1137.3713
1765,2015-11-01,1006.94086
1766,2015-11-02,677.1936
1767,2015-11-03,805.47284
1768,2015-11-04,804.86487
1769,2015-11-05,486.62207
1770,2015-11-06,1250.5919
1771,2015-11-07,982.5758
1772,2015-11-08,1469.831
1773,2015-11-09,513.93335
1774,2015-11-10,483.48865
1775,2015-11-11,1106.2251
1776,2015-11-12,744.6302
1777,2015-11-13,2054.5935
1778,2015-11-14,2342.8125
1779,2015-11-15,849.3861
1780,2015-11-16,1302.4554
1781,2015-11-17,1021.43835
1782,2015-11-18,1016.90204
1783,2015-11-19,865.89453
1784,2015-11-20,1300.8654
1785,2015-11-21,1132.7883
1786,2015-11-22,1324.8563
1787,2015-11-23,1845.409
1788,2015-11-24,1841.621
1789,2015-11-25,1065.258
1790,2015-11-26,692.8602
1791,2015-11-27,902.6059
1792,2015-11-28,578.0496
1793,2015-11-29,431.25098
1794,2015-11-30,709.1816
1795,2015-12-01,317.04834
1796,2015-12-02,540.07556
1797,2015-12-03,1592.9193
1798,2015-12-04,852.23883
1799,2015-12-05,851.9115
1800,2015-12-06,493.26282
1801,2015-12-07,900.782
1802,2015-12-08,1016.1538
1803,2015-12-09,686.2662
1804,2015-12-10,1247.4119
1805,2015-12-11,613.2644
1806,2015-12-12,380.32288
1807,2015-12-13,410.86108
1808,2015-12-14,1385.2781
1809,2015-12-15,1454.4918
1810,2015-12-16,975.46735
1811,2015-12-17,254.98987
1812,2015-12-18,1508.4598
1813,2015-12-19,2039.301
1814,2015-12-20,864.77216
1815,2015-12-21,761.466
1816,2015-12-22,655.4474
1817,2015-12-23,383.36267
1818,2015-12-24,1068.3447
1819,2015-12-25,400.29187
1820,2015-12-26,714.18555
1821,2015-12-27,817.3046
1822,2015-12-28,948.4366
1823,2015-12-29,859.0199
1824,2015-12-30,487.60413
1825,2015-12-31,1121.6112
1826,2016-01-01,1529.2642
1827,2016-01-02,1373.1912
1828,2016-01-03,1330.9877
1829,2016-01-04,2232.867
1830,2016-01-05,2007.4635
1831,2016-01-06,639.6478
1832,2016-01-07,269.58484
1833,2016-01-08,394.01855
1834,2016-01-09,232.42456
1835,2016-01-10,1784.7144
1836,2016-01-11,1614.9451
1837,2016-01-12,2059.7532
1838,2016-01-13,1710.2346
1839,2016-01-14,950.4137
1840,2016-01-15,474.39087
1841,2016-01-16,1525.4951
1842,2016-01-17,1041.4563
1843,2016-01-18,1946.2552
1844,2016-01-19,1609.1056
1845,2016-01-20,907.7856
1846,2016-01-21,1232.5662
1847,2016-01-22,935.54956
1848,2016-01-23,1062.2661
1849,2016-01-24,992.13934
