,time,pblh(m)
1850,2016-01-25,366.46692
1851,2016-01-26,492.22778
1852,2016-01-27,1251.04
1853,2016-01-28,615.44055
1854,2016-01-29,1857.7607
1855,2016-01-30,1101.6559
1856,2016-01-31,409.57288
1857,2016-02-01,636.56885
1858,2016-02-02,872.7488
1859,2016-02-03,667.0934
1860,2016-02-04,966.4988
1861,2016-02-05,1689.5841
1862,2016-02-06,1218.1267
1863,2016-02-07,946.00757
1864,2016-02-08,1324.8297
1865,2016-02-09,979.23944
1866,2016-02-10,1949.7058
1867,2016-02-11,2263.0728
1868,2016-02-12,1654.6534
1869,2016-02-13,2321.8923
1870,2016-02-14,1947.5293
1871,2016-02-15,799.75543
1872,2016-02-16,1172.8442
1873,2016-02-17,1579.5366
1874,2016-02-18,1261.8696
1875,2016-02-19,756.331
1876,2016-02-20,678.08215
1877,2016-02-21,303.71924
1878,2016-02-22,1387.6836
1879,2016-02-23,441.53064
1880,2016-02-24,899.07947
1881,2016-02-25,2424.8262
1882,2016-02-26,2102.169
1883,2016-02-27,1867.5817
1884,2016-02-28,1041.1909
1885,2016-02-29,1912.0679
1886,2016-03-01,1205.7577
1887,2016-03-02,1737.3085
1888,2016-03-03,1413.2711
1889,2016-03-04,1301.1002
1890,2016-03-05,1349.9395
1891,2016-03-06,1368.6257
1892,2016-03-07,840.20703
1893,2016-03-08,1931.922
1894,2016-03-09,1239.5735
1895,2016-03-10,1210.6947
1896,2016-03-11,1447.7771
1897,2016-03-12,425.18018
1898,2016-03-13,501.51794
1899,2016-03-14,509.21533
1900,2016-03-15,732.7608
1901,2016-03-16,822.7417
1902,2016-03-17,2845.7988
1903,2016-03-18,3490.2104
1904,2016-03-19,802.03815
1905,2016-03-20,998.24426
1906,2016-03-21,2534.3428
1907,2016-03-22,1629.7561
1908,2016-03-23,1737.0962
1909,2016-03-24,1814.8141
1910,2016-03-25,1472.0905
1911,2016-03-26,1004.5084
1912,2016-03-27,605.6196
1913,2016-03-28,2168.5796
1914,2016-03-29,1890.7272
1915,2016-03-30,1362.8394
1916,2016-03-31,1877.9335
1917,2016-04-01,2426.2065
1918,2016-04-02,2636.6926
1919,2016-04-03,2400.566
1920,2016-04-04,2660.8467
1921,2016-04-05,1847.8867
1922,2016-04-06,1466.1448
1923,2016-04-07,1924.8616
1924,2016-04-08,2354.1685
1925,2016-04-09,2620.873
1926,2016-04-10,1430.8958
1927,2016-04-11,1609.7427
1928,2016-04-12,1601.5143
1929,2016-04-13,1682.6299
1930,2016-04-14,1890.1964
1931,2016-04-15,1695.5298
1932,2016-04-16,1713.4198
1933,2016-04-17,1409.8206
1934,2016-04-18,2154.565
1935,2016-04-19,2810.231
1936,2016-04-20,1626.1993
1937,2016-04-21,1028.9811
1938,2016-04-22,916.4386
1939,2016-04-23,1705.1914
1940,2016-04-24,1445.0697
1941,2016-04-25,2373.5981
1942,2016-04-26,2321.3083
1943,2016-04-27,504.43762
1944,2016-04-28,588.4198
1945,2016-04-29,624.5183
1946,2016-04-30,840.9502
1947,2016-05-01,533.6881
1948,2016-05-02,1379.7738
1949,2016-05-03,1112.3262
1950,2016-05-04,683.65625
1951,2016-05-05,930.1348
1952,2016-05-06,626.32324
1953,2016-05-07,1502.1903
1954,2016-05-08,2592.472
1955,2016-05-09,661.83777
1956,2016-05-10,654.40576
1957,2016-05-11,250.26147
1958,2016-05-12,676.7019
1959,2016-05-13,1821.1313
1960,2016-05-14,1967.4365
1961,2016-05-15,2733.3093
1962,2016-05-16,1766.2404
1963,2016-05-17,352.55835
1964,2016-05-18,1342.4543
1965,2016-05-19,1591.2687
1966,2016-05-20,2066.4421
1967,2016-05-21,661.307
1968,2016-05-22,490.95374
1969,2016-05-23,1880.1631
1970,2016-05-24,2576.0684
1971,2016-05-25,2061.6113
1972,2016-05-26,2169.8538
1973,2016-05-27,1681.3027
1974,2016-05-28,1598.9662
1975,2016-05-29,1545.3492
1976,2016-05-30,1167.4827
1977,2016-05-31,1609.3711
1978,2016-06-01,1932.1344
1979,2016-06-02,1012.68365
1980,2016-06-03,661.6786
1981,2016-06-04,916.3855
1982,2016-06-05,1312.6731
1983,2016-06-06,2153.1316
1984,2016-06-07,2718.0737
1985,2016-06-08,2539.8638
1986,2016-06-09,2122.448
1987,2016-06-10,2085.7124
1988,2016-06-11,2644.7087
1989,2016-06-12,2374.3413
1990,2016-06-13,1785.4044
1991,2016-06-14,1860.4681
1992,2016-06-15,1096.4535
1993,2016-06-16,912.40405
1994,2016-06-17,1686.3989
1995,2016-06-18,2219.2239
1996,2016-06-19,2606.2744
1997,2016-06-20,2301.454
1998,2016-06-21,1619.9883
1999,2016-06-22,2208.6597
2000,2016-06-23,1208.5181
2001,2016-06-24,1179.2146
2002,2016-06-25,1613.3525
2003,2016-06-26,1759.7639
2004,2016-06-27,1449.7412
2005,2016-06-28,796.99493
2006,2016-06-29,1861.3175
2007,2016-06-30,1737.8925
2008,2016-07-01,1547.3666
2009,2016-07-02,1969.507
2010,2016-07-03,878.1105
2011,2016-07-04,546.3225
2012,2016-07-05,1631.4017
2013,2016-07-06,1797.1896
2014,2016-07-07,1645.7881
2015,2016-07-08,1893.2754
2016,2016-07-09,2472.6035
2017,2016-07-10,2058.9038
2018,2016-07-11,2224.5854
2019,2016-07-12,1525.8136
2020,2016-07-13,1379.0306
2021,2016-07-14,2413.7842
2022,2016-07-15,1802.9229
2023,2016-07-16,2127.1726
2024,2016-07-17,2390.5325
2025,2016-07-18,2192.9993
2026,2016-07-19,2051.7903
2027,2016-07-20,1998.3857
2028,2016-07-21,2207.9165
2029,2016-07-22,2086.0308
2030,2016-07-23,2057.4705
2031,2016-07-24,2044.9423
2032,2016-07-25,2618.5903
2033,2016-07-26,1733.6455
2034,2016-07-27,1969.6132
2035,2016-07-28,887.8252
2036,2016-07-29,1568.017
2037,2016-07-30,1087.4288
2038,2016-07-31,1503.9952
2039,2016-08-01,1559.9479
2040,2016-08-02,1282.7855
2041,2016-08-03,979.82336
2042,2016-08-04,1517.3198
2043,2016-08-05,898.1239
2044,2016-08-06,1293.9336
2045,2016-08-07,2298.853
2046,2016-08-08,1826.0684
2047,2016-08-09,797.8443
2048,2016-08-10,1683.6915
2049,2016-08-11,1718.4629
2050,2016-08-12,1671.3225
2051,2016-08-13,1949.7058
2052,2016-08-14,2187.16
2053,2016-08-15,1909.6259
2054,2016-08-16,2121.8108
2055,2016-08-17,1879.2075
2056,2016-08-18,1635.9672
2057,2016-08-19,1985.4327
2058,2016-08-20,1857.4954
2059,2016-08-21,809.7356
2060,2016-08-22,2182.435
2061,2016-08-23,2032.6794
2062,2016-08-24,1312.7261
2063,2016-08-25,1525.7074
2064,2016-08-26,1951.4045
2065,2016-08-27,1837.8004
2066,2016-08-28,1521.0889
2067,2016-08-29,1824.4758
2068,2016-08-30,2238.4941
2069,2016-08-31,1925.4985
2070,2016-09-01,1051.5957
2071,2016-09-02,2062.7793
2072,2016-09-03,1694.2026
2073,2016-09-04,1586.9156
2074,2016-09-05,2083.4827
2075,2016-09-06,2488.5825
2076,2016-09-07,2047.5435
2077,2016-09-08,2031.2991
2078,2016-09-09,2342.649
2079,2016-09-10,2072.9187
2080,2016-09-11,2100.6826
2081,2016-09-12,2238.9187
2082,2016-09-13,1862.4855
2083,2016-09-14,2716.3218
2084,2016-09-15,1064.071
2085,2016-09-16,1242.334
2086,2016-09-17,1316.1237
2087,2016-09-18,1444.061
2088,2016-09-19,400.8667
2089,2016-09-20,1084.7214
2090,2016-09-21,1034.6082
2091,2016-09-22,1355.885
2092,2016-09-23,1359.3888
2093,2016-09-24,874.9253
2094,2016-09-25,1378.2344
2095,2016-09-26,973.6123
2096,2016-09-27,1242.7056
2097,2016-09-28,711.261
2098,2016-09-29,918.6682
2099,2016-09-30,849.2847
2100,2016-10-01,629.296
2101,2016-10-02,854.4872
2102,2016-10-03,1819.4326
2103,2016-10-04,948.66187
2104,2016-10-05,1117.9001
2105,2016-10-06,675.0563
2106,2016-10-07,728.567
2107,2016-10-08,432.82446
2108,2016-10-09,1587.6057
2109,2016-10-10,1599.2316
2110,2016-10-11,1012.259
2111,2016-10-12,988.1048
2112,2016-10-13,1130.9595
2113,2016-10-14,1087.0042
2114,2016-10-15,1004.72076
2115,2016-10-16,667.1465
2116,2016-10-17,1382.3219
2117,2016-10-18,1120.0237
2118,2016-10-19,1405.3613
2119,2016-10-20,1056.3735
2120,2016-10-21,1080.2091
2121,2016-10-22,2158.7056
2122,2016-10-23,2082.2617
2123,2016-10-24,2169.1636
2124,2016-10-25,1668.2966
2125,2016-10-26,1255.1277
2126,2016-10-27,831.2355
2127,2016-10-28,1207.9342
2128,2016-10-29,549.1361
2129,2016-10-30,1249.766
2130,2016-10-31,1178.843
2131,2016-11-01,764.24084
2132,2016-11-02,437.4961
2133,2016-11-03,1671.4818
2134,2016-11-04,1576.2454
2135,2016-11-05,1184.0454
2136,2016-11-06,1418.2081
2137,2016-11-07,909.272
2138,2016-11-08,632.6405
2139,2016-11-09,829.5367
2140,2016-11-10,1242.5464
2141,2016-11-11,1976.2489
2142,2016-11-12,1336.0309
2143,2016-11-13,679.3562
2144,2016-11-14,574.13965
2145,2016-11-15,878.3759
2146,2016-11-16,1853.3015
2147,2016-11-17,1062.85
2148,2016-11-18,435.37268
2149,2016-11-19,1415.8723
2150,2016-11-20,2042.2349
2151,2016-11-21,1785.5637
2152,2016-11-22,1467.4719
2153,2016-11-23,799.38385
2154,2016-11-24,418.96912
2155,2016-11-25,589.48157
2156,2016-11-26,1643.9832
2157,2016-11-27,1474.1078
2158,2016-11-28,864.3081
2159,2016-11-29,806.6566
2160,2016-11-30,613.6887
2161,2016-12-01,1873.315
2162,2016-12-02,1715.7555
2163,2016-12-03,1641.7535
2164,2016-12-04,1050.6934
2165,2016-12-05,1112.4324
2166,2016-12-06,560.1249
2167,2016-12-07,942.66315
2168,2016-12-08,1898.0
2169,2016-12-09,1912.0148
2170,2016-12-10,1595.6218
2171,2016-12-11,1028.5564
2172,2016-12-12,735.78674
2173,2016-12-13,810.1603
2174,2016-12-14,1250.2438
2175,2016-12-15,2387.8782
2176,2016-12-16,1451.2277
2177,2016-12-17,707.5449
2178,2016-12-18,946.27295
2179,2016-12-19,1064.3364
2180,2016-12-20,724.5325
2181,2016-12-21,511.97583
2182,2016-12-22,1769.0009
2183,2016-12-23,1245.4661
2184,2016-12-24,426.6134
2185,2016-12-25,714.55225
2186,2016-12-26,420.29626
2187,2016-12-27,1265.1079
2188,2016-12-28,1222.9045
2189,2016-12-29,1888.4976
2190,2016-12-30,2298.0034
2191,2016-12-31,1681.4088
2192,2017-01-01,985.76154
2193,2017-01-02,475.04895
2194,2017-01-03,480.59607
2195,2017-01-04,1918.7052
2196,2017-01-05,1707.209
2197,2017-01-06,1281.443
2198,2017-01-07,1243.8643
2199,2017-01-08,2026.8734
2200,2017-01-09,1226.0265
2201,2017-01-10,747.94385
2202,2017-01-11,912.34424
2203,2017-01-12,984.9458
2204,2017-01-13,859.21185
2205,2017-01-14,432.35815
2206,2017-01-15,912.7249
2207,2017-01-16,528.834
2208,2017-01-17,416.6958
2209,2017-01-18,1308.0364
2210,2017-01-19,905.8726
2211,2017-01-20,354.53577
2212,2017-01-21,206.50476
2213,2017-01-22,381.1836
2214,2017-01-23,1109.1025
2215,2017-01-24,1351.271
2216,2017-01-25,1037.8606
2217,2017-01-26,2066.7363
2218,2017-01-27,2259.144
2219,2017-01-28,1934.3676
2220,2017-01-29,1846.2124
2221,2017-01-30,2248.1587
2222,2017-01-31,2127.4822
2223,2017-02-01,887.65424
2224,2017-02-02,2039.3271
2225,2017-02-03,1806.567
2226,2017-02-04,1644.9946
2227,2017-02-05,1514.8013
2228,2017-02-06,831.80273
2229,2017-02-07,1463.8442
2230,2017-02-08,1664.0287
2231,2017-02-09,2658.8062
2232,2017-02-10,2005.8815
2233,2017-02-11,707.97217
2234,2017-02-12,594.58325
2235,2017-02-13,2271.3257
2236,2017-02-14,754.7417
2237,2017-02-15,1986.3035
2238,2017-02-16,2179.1462
2239,2017-02-17,1135.6416
2240,2017-02-18,863.67126
2241,2017-02-19,1484.0204
2242,2017-02-20,1271.0015
2243,2017-02-21,866.2273
2244,2017-02-22,534.10913
2245,2017-02-23,1602.3038
2246,2017-02-24,1725.5361
2247,2017-02-25,1981.6809
2248,2017-02-26,2321.304
2249,2017-02-27,1261.8105
2250,2017-02-28,1072.2308
2251,2017-03-01,2172.566
2252,2017-03-02,2546.7766
2253,2017-03-03,2876.0127
2254,2017-03-04,2151.4653
2255,2017-03-05,1134.554
2256,2017-03-06,655.7643
2257,2017-03-07,1578.1033
2258,2017-03-08,2722.5432
2259,2017-03-09,3320.8125
2260,2017-03-10,2784.9207
2261,2017-03-11,2407.447
2262,2017-03-12,2205.9028
2263,2017-03-13,1307.9276
2264,2017-03-14,1422.1323
2265,2017-03-15,2042.427
2266,2017-03-16,1752.7277
2267,2017-03-17,1474.5576
2268,2017-03-18,1482.3889
2269,2017-03-19,1518.9888
2270,2017-03-20,1176.4834
2271,2017-03-21,1645.2665
2272,2017-03-22,1985.9229
2273,2017-03-23,1318.2604
2274,2017-03-24,658.6466
2275,2017-03-25,2022.3052
2276,2017-03-26,617.8048
2277,2017-03-27,1227.386
2278,2017-03-28,765.7815
2279,2017-03-29,1704.9792
2280,2017-03-30,996.09436
2281,2017-03-31,533.45654
2282,2017-04-01,1422.0779
2283,2017-04-02,1807.0565
2284,2017-04-03,1375.4171
2285,2017-04-04,2477.1118
2286,2017-04-05,1544.2769
2287,2017-04-06,1163.2139
2288,2017-04-07,2041.6112
2289,2017-04-08,1804.7725
2290,2017-04-09,1446.3328
2291,2017-04-10,1277.1467
2292,2017-04-11,2095.1787
2293,2017-04-12,1819.9998
2294,2017-04-13,1534.7054
2295,2017-04-14,1532.3126
2296,2017-04-15,968.19574
2297,2017-04-16,2975.2617
2298,2017-04-17,898.31335
2299,2017-04-18,2411.852
2300,2017-04-19,886.1859
2301,2017-04-20,1701.0637
2302,2017-04-21,1646.1366
2303,2017-04-22,617.4242
2304,2017-04-23,1217.3252
2305,2017-04-24,709.92993
2306,2017-04-25,728.90967
2307,2017-04-26,672.895
2308,2017-04-27,1772.3057
2309,2017-04-28,2188.5547
2310,2017-04-29,1790.6328
2311,2017-04-30,1834.0305
2312,2017-05-01,1959.275
2313,2017-05-02,3574.4558
2314,2017-05-03,1957.5892
2315,2017-05-04,1582.9434
2316,2017-05-05,935.729
2317,2017-05-06,1381.508
2318,2017-05-07,2210.471
2319,2017-05-08,2924.7944
2320,2017-05-09,2011.8636
2321,2017-05-10,1937.7937
2322,2017-05-11,686.32764
2323,2017-05-12,996.3119
2324,2017-05-13,906.5796
2325,2017-05-14,2900.92
2326,2017-05-15,1842.1337
2327,2017-05-16,1439.5349
2328,2017-05-17,2152.1724
2329,2017-05-18,1954.7612
2330,2017-05-19,2260.7754
2331,2017-05-20,991.4174
2332,2017-05-21,924.85236
2333,2017-05-22,790.96094
2334,2017-05-23,716.891
2335,2017-05-24,864.487
2336,2017-05-25,961.50665
2337,2017-05-26,1822.4469
2338,2017-05-27,820.98047
2339,2017-05-28,770.5129
2340,2017-05-29,1843.3301
2341,2017-05-30,545.7471
2342,2017-05-31,2137.9783
2343,2017-06-01,2356.653
2344,2017-06-02,2777.3613
2345,2017-06-03,3015.8862
2346,2017-06-04,2329.0808
2347,2017-06-05,580.82434
2348,2017-06-06,2345.3413
2349,2017-06-07,1075.113
2350,2017-06-08,1756.3713
2351,2017-06-09,2488.043
2352,2017-06-10,2366.7139
2353,2017-06-11,2504.0315
2354,2017-06-12,2464.7668
2355,2017-06-13,2548.0276
2356,2017-06-14,1685.2925
2357,2017-06-15,1429.5283
2358,2017-06-16,837.241
2359,2017-06-17,1124.6562
2360,2017-06-18,1423.8726
2361,2017-06-19,1696.2235
2362,2017-06-20,2545.3083
2363,2017-06-21,2370.1943
2364,2017-06-22,1402.1193
2365,2017-06-23,1528.832
2366,2017-06-24,2364.4844
2367,2017-06-25,2650.8118
2368,2017-06-26,2776.437
2369,2017-06-27,2919.519
2370,2017-06-28,2367.9104
2371,2017-06-29,2449.8657
2372,2017-06-30,1932.8448
2373,2017-07-01,1906.1427
2374,2017-07-02,2463.8423
2375,2017-07-03,2534.3774
2376,2017-07-04,2398.3105
2377,2017-07-05,1003.92554
2378,2017-07-06,519.2081
2379,2017-07-07,1662.8867
2380,2017-07-08,1935.2377
2381,2017-07-09,2138.6309
2382,2017-07-10,2314.9956
2383,2017-07-11,1849.2578
2384,2017-07-12,1849.6929
2385,2017-07-13,2100.3994
2386,2017-07-14,2009.5251
2387,2017-07-15,2305.5872
2388,2017-07-16,1990.491
2389,2017-07-17,1886.6191
2390,2017-07-18,1703.5109
2391,2017-07-19,2086.5317
2392,2017-07-20,2419.248
2393,2017-07-21,2057.7087
2394,2017-07-22,1959.4926
2395,2017-07-23,895.2679
2396,2017-07-24,1789.4364
2397,2017-07-25,1320.9795
2398,2017-07-26,1549.4977
2399,2017-07-27,1582.1277
2400,2017-07-28,284.4359
2401,2017-07-29,1065.5417
2402,2017-07-30,1876.0687
2403,2017-07-31,1805.3163
2404,2017-08-01,2009.0356
2405,2017-08-02,1987.7175
2406,2017-08-03,1625.2535
2407,2017-08-04,1868.5095
2408,2017-08-05,1907.1216
2409,2017-08-06,1815.9753
2410,2017-08-07,493.15857
2411,2017-08-08,1379.4958
2412,2017-08-09,2086.858
2413,2017-08-10,1887.8699
2414,2017-08-11,903.371
2415,2017-08-12,935.4571
2416,2017-08-13,1661.092
2417,2017-08-14,990.54724
2418,2017-08-15,445.46448
2419,2017-08-16,1581.5294
2420,2017-08-17,1223.6335
2421,2017-08-18,1073.6448
2422,2017-08-19,1710.9614
2423,2017-08-20,1434.8579
2424,2017-08-21,1357.3618
2425,2017-08-22,1815.8666
2426,2017-08-23,1541.6122
2427,2017-08-24,1997.3433
2428,2017-08-25,1701.6075
2429,2017-08-26,1669.5214
2430,2017-08-27,1860.7871
2431,2017-08-28,1880.8002
2432,2017-08-29,1044.6041
2433,2017-08-30,1368.456
2434,2017-08-31,1843.4933
2435,2017-09-01,833.4886
2436,2017-09-02,652.50134
2437,2017-09-03,2153.8037
2438,2017-09-04,1975.3724
2439,2017-09-05,1575.2754
2440,2017-09-06,418.76233
2441,2017-09-07,1538.9474
2442,2017-09-08,2020.4562
2443,2017-09-09,1673.4913
2444,2017-09-10,1657.5571
2445,2017-09-11,1402.9894
2446,2017-09-12,1028.6155
2447,2017-09-13,898.4765
2448,2017-09-14,1150.5969
2449,2017-09-15,1260.1792
2450,2017-09-16,1266.9226
2451,2017-09-17,1184.6409
2452,2017-09-18,676.865
2453,2017-09-19,1282.9657
2454,2017-09-20,1599.8021
2455,2017-09-21,1812.4949
2456,2017-09-22,1394.2336
2457,2017-09-23,1488.4254
2458,2017-09-24,1805.6426
2459,2017-09-25,1546.126
2460,2017-09-26,1146.8989
2461,2017-09-27,1631.7795
2462,2017-09-28,1597.2461
2463,2017-09-29,1947.1476
2464,2017-09-30,1942.9058
2465,2017-10-01,1391.0795
2466,2017-10-02,1334.8473
2467,2017-10-03,1159.9509
2468,2017-10-04,1051.674
2469,2017-10-05,1575.928
2470,2017-10-06,1816.3016
2471,2017-10-07,1553.4677
2472,2017-10-08,816.4123
2473,2017-10-09,1067.282
2474,2017-10-10,1157.83
2475,2017-10-11,592.0272
2476,2017-10-12,883.46674
2477,2017-10-13,869.164
2478,2017-10-14,768.7726
2479,2017-10-15,883.41235
2480,2017-10-16,2045.69
2481,2017-10-17,1242.559
2482,2017-10-18,1007.78674
2483,2017-10-19,787.8067
2484,2017-10-20,1311.2449
2485,2017-10-21,984.18445
2486,2017-10-22,1104.8064
2487,2017-10-23,1552.5432
2488,2017-10-24,1489.6218
2489,2017-10-25,2003.4886
2490,2017-10-26,1807.4371
2491,2017-10-27,860.8977
2492,2017-10-28,1747.942
2493,2017-10-29,653.2084
2494,2017-10-30,1493.5918
2495,2017-10-31,1769.097
2496,2017-11-01,666.641
2497,2017-11-02,1161.7456
2498,2017-11-03,1078.5936
2499,2017-11-04,803.4147
2500,2017-11-05,406.3086
2501,2017-11-06,897.0082
2502,2017-11-07,599.96716
2503,2017-11-08,652.1206
2504,2017-11-09,446.71533
2505,2017-11-10,1660.0587
2506,2017-11-11,1465.4213
2507,2017-11-12,542.2123
2508,2017-11-13,740.874
2509,2017-11-14,1438.4473
2510,2017-11-15,919.9035
2511,2017-11-16,2103.4993
2512,2017-11-17,1417.7816
2513,2017-11-18,860.2995
2514,2017-11-19,2037.5325
2515,2017-11-20,1811.2983
2516,2017-11-21,805.9163
2517,2017-11-22,1443.668
2518,2017-11-23,1211.3975
2519,2017-11-24,561.57263
2520,2017-11-25,440.57007
2521,2017-11-26,1298.2473
2522,2017-11-27,1119.3811
2523,2017-11-28,975.755
2524,2017-11-29,1440.2963
2525,2017-11-30,784.43494
2526,2017-12-01,1091.5913
2527,2017-12-02,701.77246
2528,2017-12-03,1073.4272
2529,2017-12-04,803.19714
2530,2017-12-05,1059.1788
2531,2017-12-06,1227.4949
2532,2017-12-07,2081.5828
2533,2017-12-08,948.6178
2534,2017-12-09,567.77234
2535,2017-12-10,1549.7697
2536,2017-12-11,1391.732
2537,2017-12-12,1740.6002
2538,2017-12-13,2094.8523
2539,2017-12-14,1670.6091
2540,2017-12-15,611.714
2541,2017-12-16,1303.1963
2542,2017-12-17,275.62585
2543,2017-12-18,1012.4637
2544,2017-12-19,1451.5536
2545,2017-12-20,1255.1758
2546,2017-12-21,844.31085
2547,2017-12-22,629.1166
2548,2017-12-23,1168.1084
2549,2017-12-24,948.72656
2550,2017-12-25,2104.0974
2551,2017-12-26,1746.3649
2552,2017-12-27,1385.3148
2553,2017-12-28,1443.6136
2554,2017-12-29,1788.6206
2555,2017-12-30,1203.5662
2556,2017-12-31,1636.8915
2557,2018-01-01,2007.254
2558,2018-01-02,1385.6292
2559,2018-01-03,940.3895
2560,2018-01-04,1641.5182
2561,2018-01-05,1897.8574
2562,2018-01-06,1666.0087
2563,2018-01-07,1369.2422
2564,2018-01-08,489.83752
2565,2018-01-09,834.2793
2566,2018-01-10,411.9994
2567,2018-01-11,536.4774
2568,2018-01-12,827.5714
2569,2018-01-13,1154.7258
2570,2018-01-14,1075.447
2571,2018-01-15,652.44684
2572,2018-01-16,614.27057
2573,2018-01-17,882.6749
2574,2018-01-18,1007.4681
2575,2018-01-19,877.5427
2576,2018-01-20,948.44794
2577,2018-01-21,343.16504
2578,2018-01-22,739.78406
2579,2018-01-23,1236.9309
2580,2018-01-24,1633.865
2581,2018-01-25,1703.0144
2582,2018-01-26,641.37213
2583,2018-01-27,1081.7047
2584,2018-01-28,722.1815
2585,2018-01-29,987.70465
2586,2018-01-30,1792.2424
2587,2018-01-31,1348.0833
2588,2018-02-01,658.5244
2589,2018-02-02,2027.7827
2590,2018-02-03,1550.5344
2591,2018-02-04,584.64795
2592,2018-02-05,1081.1194
2593,2018-02-06,873.40094
2594,2018-02-07,442.29724
2595,2018-02-08,1414.1714
2596,2018-02-09,904.6443
2597,2018-02-10,265.50696
2598,2018-02-11,1425.9664
2599,2018-02-12,1066.0381
2600,2018-02-13,837.92584
2601,2018-02-14,491.54828
2602,2018-02-15,788.13464
2603,2018-02-16,1107.3206
2604,2018-02-17,1130.9106
2605,2018-02-18,1404.6724
2606,2018-02-19,445.1786
2607,2018-02-20,1067.4336
2608,2018-02-21,1267.3188
2609,2018-02-22,561.7782
2610,2018-02-23,554.7552
2611,2018-02-24,484.16516
2612,2018-02-25,464.17664
2613,2018-02-26,898.7017
2614,2018-02-27,1668.9349
2615,2018-02-28,723.7572
2616,2018-03-01,543.2753
2617,2018-03-02,1934.0078
2618,2018-03-03,1575.34
2619,2018-03-04,1744.8372
2620,2018-03-05,1697.252
2621,2018-03-06,1054.063
2622,2018-03-07,1731.9167
2623,2018-03-08,2462.533
2624,2018-03-09,2177.0664
2625,2018-03-10,2015.0874
2626,2018-03-11,1425.2461
2627,2018-03-12,1620.0441
2628,2018-03-13,2499.989
2629,2018-03-14,2349.85
2630,2018-03-15,2562.1152
2631,2018-03-16,2054.074
2632,2018-03-17,905.6797
2633,2018-03-18,1546.5728
2634,2018-03-19,1351.2345
2635,2018-03-20,754.32526
2636,2018-03-21,803.036
2637,2018-03-22,1348.7585
2638,2018-03-23,2258.641
2639,2018-03-24,1840.9531
2640,2018-03-25,1422.725
2641,2018-03-26,1373.654
2642,2018-03-27,847.2448
2643,2018-03-28,480.92377
2644,2018-03-29,1485.3917
2645,2018-03-30,1342.726
2646,2018-03-31,1841.3134
2647,2018-04-01,1965.6562
2648,2018-04-02,1012.2401
2649,2018-04-03,732.76105
2650,2018-04-04,2097.5625
2651,2018-04-05,2615.058
2652,2018-04-06,2615.5981
2653,2018-04-07,1238.2363
2654,2018-04-08,2521.6882
2655,2018-04-09,1240.4424
2656,2018-04-10,2062.9878
2657,2018-04-11,2208.94
2658,2018-04-12,2282.3662
2659,2018-04-13,1647.7308
2660,2018-04-14,1975.6055
2661,2018-04-15,560.24756
2662,2018-04-16,1634.6302
2663,2018-04-17,2196.3796
2664,2018-04-18,1651.2423
2665,2018-04-19,2058.1257
2666,2018-04-20,1949.0442
2667,2018-04-21,1549.499
2668,2018-04-22,1800.8411
2669,2018-04-23,1899.7032
2670,2018-04-24,1197.2689
2671,2018-04-25,724.1624
2672,2018-04-26,1628.8228
2673,2018-04-27,862.86646
2674,2018-04-28,2962.696
2675,2018-04-29,1812.096
2676,2018-04-30,2024.3163
2677,2018-05-01,1649.4866
2678,2018-05-02,2619.65
2679,2018-05-03,2030.439
2680,2018-05-04,2359.439
2681,2018-05-05,1094.8503
2682,2018-05-06,825.1854
2683,2018-05-07,1764.3755
2684,2018-05-08,1578.4913
2685,2018-05-09,2216.3682
2686,2018-05-10,1866.344
2687,2018-05-11,1968.1323
2688,2018-05-12,2212.9468
2689,2018-05-13,569.7016
2690,2018-05-14,969.4719
2691,2018-05-15,1819.209
2692,2018-05-16,511.7619
2693,2018-05-17,443.33276
2694,2018-05-18,759.81757
2695,2018-05-19,660.23517
2696,2018-05-20,1797.3746
2697,2018-05-21,1322.0621
2698,2018-05-22,680.0886
2699,2018-05-23,1674.4723
2700,2018-05-24,1691.5796
2701,2018-05-25,1661.7769
2702,2018-05-26,1608.6091
2703,2018-05-27,1096.696
2704,2018-05-28,368.19568
2705,2018-05-29,925.218
2706,2018-05-30,939.48914
2707,2018-05-31,664.0168
2708,2018-06-01,1442.8485
2709,2018-06-02,663.2514
2710,2018-06-03,781.42676
2711,2018-06-04,1903.1697
2712,2018-06-05,2150.19
2713,2018-06-06,1357.8523
2714,2018-06-07,1142.2555
2715,2018-06-08,1382.2977
2716,2018-06-09,904.014
2717,2018-06-10,674.2361
2718,2018-06-11,627.101
2719,2018-06-12,1442.4884
2720,2018-06-13,1133.882
2721,2018-06-14,2003.5625
2722,2018-06-15,2344.1326
2723,2018-06-16,1907.3564
2724,2018-06-17,1185.654
2725,2018-06-18,1487.0123
2726,2018-06-19,1561.204
2727,2018-06-20,996.7085
2728,2018-06-21,776.3396
2729,2018-06-22,959.7928
2730,2018-06-23,665.5924
2731,2018-06-24,1754.6514
2732,2018-06-25,1780.3574
2733,2018-06-26,1654.8889
2734,2018-06-27,849.85596
2735,2018-06-28,1408.724
2736,2018-06-29,2020.4897
2737,2018-06-30,1650.8372
2738,2018-07-01,1401.8811
2739,2018-07-02,1776.7108
2740,2018-07-03,1546.6628
2741,2018-07-04,1443.884
2742,2018-07-05,1564.8055
2743,2018-07-06,1098.7219
2744,2018-07-07,1601.5862
2745,2018-07-08,1485.6168
2746,2018-07-09,1612.5709
