"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"12/02/2011","65","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/03/2011","57","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/04/2011","58","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/05/2011","65","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/06/2011","41","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/07/2011","32","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/08/2011","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/09/2011","62","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/10/2011","46","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/11/2011","66","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/12/2011","71","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/13/2011","71","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/14/2011","69","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/15/2011","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/16/2011","54","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/17/2011","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/18/2011","62","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/19/2011","65","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/20/2011","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/21/2011","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/22/2011","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/23/2011","46","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/24/2011","57","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/25/2011","61","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/26/2011","52","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/27/2011","53","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/28/2011","38","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/29/2011","62","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/30/2011","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/31/2011","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/01/2012","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/02/2012","48","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/03/2012","51","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/04/2012","49","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/05/2012","63","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/06/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/07/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/08/2012","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/09/2012","52","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/10/2012","61","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/11/2012","64","","RIVER TERRACE","11-001-0041","AQS"
"01/12/2012","50","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/13/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/14/2012","54","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/15/2012","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/16/2012","54","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/17/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/18/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/19/2012","48","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/20/2012","57","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/21/2012","61","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/22/2012","60","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"01/23/2012","85","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/24/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/25/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/26/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/27/2012","58","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/28/2012","52","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/29/2012","40","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/30/2012","54","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"01/31/2012","58","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/01/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/02/2012","68","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/03/2012","52","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/04/2012","61","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/05/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/06/2012","58","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/07/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/08/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/09/2012","57","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/10/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/11/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/12/2012","51","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/13/2012","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/14/2012","66","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/15/2012","63","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/16/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/17/2012","61","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/18/2012","62","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/19/2012","52","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/20/2012","58","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/21/2012","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/22/2012","57","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/23/2012","52","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/24/2012","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/25/2012","54","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/26/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/27/2012","58","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/28/2012","57","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"02/29/2012","57","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/01/2012","58","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/02/2012","54","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/03/2012","50","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/04/2012","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/05/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/06/2012","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/07/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/08/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/09/2012","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/10/2012","52","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/11/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/12/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/13/2012","63","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/14/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/15/2012","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/16/2012","80","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/17/2012","75","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/18/2012","47","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/19/2012","32","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/20/2012","30","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/21/2012","52","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/22/2012","81","","RIVER TERRACE","11-001-0041","AQS"
"03/23/2012","72","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/24/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/25/2012","35","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/26/2012","24","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/27/2012","22","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/28/2012","46","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/29/2012","27","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/30/2012","30","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"03/31/2012","50","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/01/2012","41","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/02/2012","27","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/03/2012","31","","RIVER TERRACE","11-001-0041","AQS"
"04/04/2012","40","","RIVER TERRACE","11-001-0041","AQS"
"04/05/2012","25","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/06/2012","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/07/2012","24","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/08/2012","29","","RIVER TERRACE","11-001-0041","AQS"
"04/09/2012","27","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/10/2012","29","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/11/2012","26","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/12/2012","30","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"04/13/2012","30","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/14/2012","42","","RIVER TERRACE","11-001-0041","AQS"
"04/15/2012","58","","RIVER TERRACE","11-001-0041","AQS"
"04/16/2012","62","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/17/2012","26","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/18/2012","38","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/19/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/20/2012","45","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/21/2012","35","","RIVER TERRACE","11-001-0041","AQS"
"04/22/2012","16","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/23/2012","19","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/24/2012","26","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/25/2012","43","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/26/2012","48","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/27/2012","27","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/28/2012","28","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/29/2012","33","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"04/30/2012","41","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/01/2012","40","","RIVER TERRACE","11-001-0041","AQS"
"05/02/2012","58","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/03/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/04/2012","51","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/05/2012","53","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/06/2012","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/07/2012","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/08/2012","32","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/09/2012","51","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"05/10/2012","29","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/11/2012","28","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/12/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/13/2012","54","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/14/2012","31","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/15/2012","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/16/2012","53","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/17/2012","39","","RIVER TERRACE","11-001-0041","AQS"
"05/18/2012","31","","RIVER TERRACE","11-001-0041","AQS"
"05/19/2012","28","","RIVER TERRACE","11-001-0041","AQS"
"05/20/2012","28","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/21/2012","22","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/22/2012","28","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/23/2012","53","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/24/2012","56","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"05/25/2012","41","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/26/2012","43","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/27/2012","38","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/28/2012","41","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/29/2012","49","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/30/2012","44","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"05/31/2012","45","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/01/2012","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/02/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/03/2012","48","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/04/2012","33","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/05/2012","34","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/06/2012","34","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/07/2012","40","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/08/2012","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/09/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/10/2012","72","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/11/2012","71","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/12/2012","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/13/2012","40","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/14/2012","58","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"06/15/2012","38","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/16/2012","41","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/17/2012","48","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/18/2012","42","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/19/2012","70","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/20/2012","87","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/21/2012","105","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/22/2012","83","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/23/2012","77","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"06/24/2012","62","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/25/2012","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/26/2012","48","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"06/27/2012","51","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/28/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/29/2012","82","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"06/30/2012","60","","RIVER TERRACE","11-001-0041","AQS"
"07/01/2012","72","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/02/2012","58","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/03/2012","72","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/04/2012","92","","RIVER TERRACE","11-001-0041","AQS"
"07/05/2012","71","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/06/2012","71","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/07/2012","91","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/08/2012","99","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/09/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/10/2012","66","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/11/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/12/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/13/2012","61","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/14/2012","57","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/15/2012","57","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/16/2012","66","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/17/2012","81","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/18/2012","81","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/19/2012","65","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/20/2012","66","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"07/21/2012","58","","RIVER TERRACE","11-001-0041","AQS"
"07/22/2012","45","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/23/2012","66","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/24/2012","71","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/25/2012","51","","RIVER TERRACE","11-001-0041","AQS"
"07/26/2012","77","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/27/2012","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/28/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/29/2012","61","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/30/2012","63","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/31/2012","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/01/2012","62","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/02/2012","71","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/03/2012","79","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/04/2012","67","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/05/2012","97","","RIVER TERRACE","11-001-0041","AQS"
"08/06/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/07/2012","76","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/08/2012","76","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/09/2012","71","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/10/2012","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/11/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/12/2012","53","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/13/2012","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/14/2012","70","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/15/2012","67","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/16/2012","65","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/17/2012","71","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/18/2012","53","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/19/2012","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/20/2012","61","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/21/2012","67","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/22/2012","76","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/23/2012","81","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/24/2012","81","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/25/2012","64","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/26/2012","48","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/27/2012","31","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/28/2012","43","","RIVER TERRACE","11-001-0041","AQS"
"08/29/2012","41","","RIVER TERRACE","11-001-0041","AQS"
"08/30/2012","55","","RIVER TERRACE","11-001-0041","AQS"
"08/31/2012","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/01/2012","49","","RIVER TERRACE","11-001-0041","AQS"
"09/02/2012","51","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/03/2012","53","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/04/2012","45","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/05/2012","41","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/06/2012","48","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/07/2012","45","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/08/2012","46","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/09/2012","23","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"09/10/2012","24","","RIVER TERRACE","11-001-0041","AQS"
"09/11/2012","33","","RIVER TERRACE","11-001-0041","AQS"
"09/12/2012","41","","RIVER TERRACE","11-001-0041","AQS"
"09/13/2012","45","","RIVER TERRACE","11-001-0041","AQS"
"09/14/2012","37","","RIVER TERRACE","11-001-0041","AQS"
"09/15/2012","22","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"09/16/2012","48","","RIVER TERRACE","11-001-0041","AQS"
"09/17/2012","54","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/18/2012","35","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/19/2012","21","","RIVER TERRACE","11-001-0041","AQS"
"09/20/2012","29","","RIVER TERRACE","11-001-0041","AQS"
"09/21/2012","59","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/22/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/23/2012","24","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/24/2012","31","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/25/2012","28","","RIVER TERRACE","11-001-0041","AQS"
"09/26/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/27/2012","51","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/28/2012","52","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/29/2012","30","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/30/2012","40","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/01/2012","42","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/02/2012","63","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/03/2012","56","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/04/2012","60","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/05/2012","57","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/06/2012","48","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/07/2012","34","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/08/2012","34","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/09/2012","38","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/10/2012","44","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/11/2012","21","","RIVER TERRACE","11-001-0041","AQS"
"10/12/2012","36","","RIVER TERRACE","11-001-0041","AQS"
"10/13/2012","18","","RIVER TERRACE","11-001-0041","AQS"
"10/14/2012","26","","RIVER TERRACE","11-001-0041","AQS"
"10/15/2012","30","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/16/2012","33","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/17/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/18/2012","37","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/19/2012","48","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/20/2012","38","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/21/2012","26","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/22/2012","40","","RIVER TERRACE","11-001-0041","AQS"
"10/23/2012","50","","RIVER TERRACE","11-001-0041","AQS"
"10/24/2012","57","","RIVER TERRACE","11-001-0041","AQS"
"10/25/2012","72","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/26/2012","44","","RIVER TERRACE","11-001-0041","AQS"
"10/27/2012","20","","RIVER TERRACE","11-001-0041","AQS"
"10/28/2012","20","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/29/2012","5","","RIVER TERRACE","11-001-0041","AQS"
"10/30/2012","7","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"10/31/2012","13","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/01/2012","13","","RIVER TERRACE","11-001-0041","AQS"
"11/02/2012","31","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/03/2012","20","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/04/2012","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/05/2012","38","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/06/2012","34","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/07/2012","63","","RIVER TERRACE","11-001-0041","AQS"
"11/08/2012","35","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"11/09/2012","55","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/10/2012","66","","RIVER TERRACE","11-001-0041","AQS"
"11/11/2012","63","","HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.","11-001-0042","AQS"
"11/12/2012","50","","RIVER TERRACE","11-001-0041","AQS"
