,TEMPERATURE,TEMPERATURE_DELTA,SOLAR_RADIATION,OZONE,CO,NO,NOY,NOYDIF,SO2_GA,MEAN PM 2.5,MEAN PM 10,PBLH,AQ_TRUE
2011-01-01,7.458875,0.15075,48.82529167,17.49866667,303.1545455,4.88652381,14.4222381,9.684857143,1.300086957,25.5,8,946.22327,-1
2011-01-02,8.459041667,0.1961666667,18.636625,25.95833333,146.7458333,0.4820416667,4.121,7.974333333,0.9025,8.2,8,803.56036,-1
2011-01-03,-1.267708333,0.211375,127.71275,25.72975,190.6272727,1.150565217,9.495956522,7.135208333,1.589652174,5.533333333,10.33333333,1148.97,-1
2011-01-04,-1.672208333,0.656,110.6118333,7.1265,335.0375,7.205416667,29.72708333,4.681809524,1.948333333,12.9,9,677.49066,-1
2011-01-05,-0.1055,0.6779583333,121.700375,23.259125,334.3540097,0.8107826087,10.09434783,20.46633333,1.673086957,7.7,15,1205.8126,-1
2011-01-06,-2.135916667,0.3605416667,125.9947917,13.84120833,333.6705195,4.154916667,19.34075,30.58285714,3.011625,15,12.33333333,1315.918,-1
2011-01-07,-1.728333333,0.32525,54.78041667,20.56133333,332.9870292,0.5883913043,9.81273913,19.893,2.219956522,13.1,8,2029.668,-1
2011-01-08,-2.59575,-0.02925,65.27825,24.12958333,332.303539,0.3795,7.020125,23.38171429,1.912083333,11.5,13,1933.4951,-1
2011-01-09,-3.377958333,-0.008083333333,131.2344583,28.79041667,331.6200487,0.4963043478,3.789652174,13.08808333,2.72,6.625,6.75,1763.209,-1
2011-01-10,-3.692875,0.5110416667,85.819,23.14416667,330.9365584,1.057291667,11.34075,31.54,3.044041667,8.6,12,1030.9792,-1
2011-01-11,-3.048083333,-0.039875,39.84229167,10.383,330.2530682,4.426086957,22.61652174,18.17229167,2.725826087,17.2,9,485.19324,-1
2011-01-12,-2.136666667,0.2975833333,69.71970833,22.06658333,329.5695779,1.34625,10.05083333,1.323190476,2.597791667,8.666666667,10.66666667,1889.6658,-1
2011-01-13,-2.496375,0.1237916667,133.1313333,30.21416667,328.8860877,0.724,5.912416667,2.171708333,3.658,5.3,19,1474.4968,-1
2011-01-14,-3.751166667,0.3795833333,123.0858333,23.1075,328.2025974,2.301125,12.18645833,6.308375,3.728448718,10.8,10,1537.0963,-1
2011-01-15,0.9052083333,0.3688333333,92.07404167,18.53941667,327.5191071,2.479541667,16.96966667,15.92208333,3.798897436,12.56666667,11.66666667,920.09985,-1
2011-01-16,0.9144583333,0.2899583333,100.1819167,28.62958333,326.8356169,0.5857916667,5.973458333,7.580666667,3.869346154,13.5,5,1329.2217,-1
2011-01-17,-2.174458333,-0.079625,29.52004167,24.29125,326.1521266,0.8786666667,11.384375,7.578134511,3.939794872,10.8,15,645.0299,-1
2011-01-18,-0.2417916667,-0.04758333333,43.12204167,11.26154167,325.4686364,3.490583333,23.80416667,7.575602354,4.01024359,14.43333333,7.333333333,479.33972,-1
2011-01-19,4.040958333,-0.03691666667,91.87695833,7.606666667,324.7851461,14.56020833,31.80675,7.573070198,4.080692308,16.2,8,1205.5708,-1
2011-01-20,2.245125,0.09845833333,108.6845833,24.49916667,324.1016558,0.3364,5.606,7.570538042,1.199647059,7.5,3,1265.5579,-1
2011-01-21,-2.102333333,-0.06941666667,133.9832917,30.0175,323.4181656,0.5330833333,6.310916667,7.568005886,1.954125,7.375,7.25,2031.5062,-1
2011-01-22,-8.716291667,0.1438333333,91.72375,24.45954167,322.7346753,0.5294064394,6.292856187,7.56547373,1.924868056,10.2,8,1459.9355,-1
2011-01-23,-7.428708333,0.328875,121.5042083,18.98766667,322.0511851,0.5257295455,6.274795707,7.562941574,1.895611111,17.6,15,1710.672,-1
2011-01-24,-7.078083333,0.1086666667,111.5020833,22.13283333,321.3676948,0.5220526515,6.256735227,7.560409418,1.866354167,10.75,8,1141.0846,-1
2011-01-25,0.56125,0.2192083333,78.803375,8.782375,320.6842045,0.5183757576,6.238674747,7.557877262,1.837097222,23,9,385.34375,-1
2011-01-26,0.56875,-0.0317,16.780875,6.865,320.0007143,0.5146988636,6.220614268,7.555345105,1.807840278,15.6,9,816.9607,-1
2011-01-27,0.4961875,-0.03941666667,0.44775,6.814354167,319.317224,0.5110219697,6.202553788,7.552812949,1.778583333,14.11428571,8.904761905,1281.2803,-1
2011-01-28,0.423625,-0.04713333333,1.206,6.763708333,318.6337338,0.5073450758,6.184493308,7.550280793,1.749326389,12.62857143,8.80952381,683.828,-1
2011-01-29,0.3510625,-0.05485,1.96425,6.7130625,317.9502435,0.5036681818,6.166432828,7.547748637,1.720069444,11.14285714,8.714285714,702.40466,-1
2011-01-30,0.2785,-0.06256666667,2.7225,6.662416667,317.2667532,0.4999912879,6.148372348,7.545216481,1.6908125,9.657142857,8.619047619,1025.2224,-1
2011-01-31,0.2059375,-0.07028333333,3.48075,6.611770833,316.583263,0.4963143939,6.130311869,7.542684325,1.661555556,8.171428571,8.523809524,632.8389,-1
2011-02-01,0.133375,-0.078,4.239,6.561125,315.8997727,0.4926375,6.112251389,7.540152169,1.632298611,6.685714286,8.428571429,534.344,-1
2011-02-02,2.74625,0.04766666667,82.31479167,16.78766667,315.2162825,0.4889606061,6.094190909,7.537620013,1.603041667,5.2,8.333333333,967.3155,-1
2011-02-03,-1.689083333,0.139625,154.7259583,32.62583333,314.5327922,0.4852837121,6.076130429,7.535087856,1.573784722,5.966666667,9.333333333,1368.2616,-1
2011-02-04,-0.637125,0.5545416667,123.6067917,13.59104167,313.8493019,0.4816068182,6.058069949,7.5325557,1.544527778,12.2,18,736.46185,-1
2011-02-05,1.701333333,0.112,32.98675,18.46791667,313.1658117,0.4779299242,6.04000947,7.530023544,1.515270833,6.4,10.5,523.943,-1
2011-02-06,3.716458333,0.1696666667,163.9304583,32.01708333,312.4823214,0.4742530303,6.02194899,7.527491388,1.486013889,12.1,13.5,1442.7617,-1
2011-02-07,2.645708333,0.2639583333,116.2676667,19.032625,311.7988312,0.4705761364,6.00388851,7.524959232,1.456756944,18.4,7,647.78735,-1
2011-02-08,0.6880416667,0.02833333333,135.1896667,28.41169565,311.1153409,0.4668992424,5.98582803,7.522427076,1.4275,7.75,21,2668.7725,-1
2011-02-09,-3.672958333,-0.064625,120.7704167,29.52875,310.4318506,0.4632223485,5.967767551,7.51989492,2.435541667,7.1,14,1873.0242,-1
2011-02-10,-3.909625,0.05033333333,191.4795,32.782,309.7483604,0.4595454545,5.949707071,7.517362764,3.879875,8.466666667,12,1343.6863,-1
2011-02-11,-3.561208333,0.35525,196.47775,33.57667692,309.0648701,0.4558685606,5.931646591,7.514830607,2.460791667,14.4,10,1235.1289,-1
2011-02-12,-0.1814583333,0.4020833333,152.1410417,34.37135385,308.3813799,0.4521916667,5.913586111,7.512298451,1.779833333,14.4,10,2208.9036,-1
2011-02-13,6.087416667,0.3248333333,97.77820833,35.16603077,307.6978896,0.4485147727,5.895525631,7.509766295,1.6555,8.1,11,1177.0286,-1
2011-02-14,11.13391667,0.01666666667,171.393375,35.96070769,307.0143994,0.4448378788,5.877465152,7.507234139,1.384375,5.125,19.75,2905.915,-1
2011-02-15,1.741086957,0.1576956522,184.3867826,36.75538462,306.3309091,0.4411609848,5.859404672,7.504701983,0.9314,5.8,19,1781.5922,-1
2011-02-16,5.085583333,0.803375,176.8445,30.29208333,305.6474188,0.4374840909,5.841344192,7.502169827,1.893565217,10.7,17,782.70996,-1
2011-02-17,13.7,0.4265416667,169.3665417,38.32,304.9639286,0.433807197,5.823283712,7.499637671,1.721083333,13.43333333,20,1635.1559,-1
2011-02-18,17.1,0.301875,115.41275,38.23291667,304.2804383,0.430130303,5.805223232,7.497105515,1.055,15.5,17,1849.4647,-1
2011-02-19,8.840291667,-0.02725,212.337875,43.73666667,303.5969481,0.4264534091,5.787162753,7.494573358,1.409666667,76.1,14,2209.0488,-1
2011-02-20,3.349666667,-0.06083333333,174.55775,37.23666667,302.9134578,0.4227765152,5.769102273,7.492041202,1.139541667,4.225,14.25,1815.8429,-0.25
2011-02-21,2.930375,0.02279166667,24.23004167,24.41491667,302.2299675,0.4190996212,5.751041793,7.489509046,1.044041667,10.2,19,691.2296,0
2011-02-22,-2.436083333,0.03804166667,168.0085417,31.15333333,301.5464773,0.4154227273,5.732981313,7.48697689,1.485541667,9.5,21,982.6509,0
2011-02-23,-1.60125,0.4164166667,219.3770417,18.26333333,300.862987,0.4117458333,5.714920833,7.484444734,3.780583333,10.33333333,18,1046.4597,0
2011-02-24,0.087,0.4327142857,36.24321429,9.1559,300.1794968,0.4080689394,5.696860354,7.481912578,2.058,14.1,11,884.3978,0
2011-02-25,5.529636364,0.1171818182,0.8227272727,37.57,299.4960065,0.4043920455,5.678799874,7.479380422,2.054752187,11.7,13,2385.2852,0
2011-02-26,3.512652174,0.146,119.8422609,36.24454545,298.8125162,0.4007151515,5.660739394,7.476848266,2.051504373,5.6,21,1361.2471,-1
2011-02-27,7.35,0.1165,152.6406667,27.36658333,298.129026,0.3970382576,5.642678914,7.47431611,2.04825656,10.7,15,922.5187,-1
2011-02-28,9.815166667,0.01511111111,46.03127778,27.95611111,297.4455357,0.3933613636,5.624618434,7.471783953,2.045008746,13.3,27,1110.8976,-1
2011-03-01,3.408166667,0.2295,218.6059583,34.44708333,296.7620455,0.3896844697,5.606557955,7.469251797,2.041760933,7.7,17,1267.88,-1
2011-03-02,6.821791667,0.158375,214.198,33.49125,296.0785552,0.3860075758,5.588497475,7.466719641,2.03851312,10.6,19,2633.6511,-1
2011-03-03,-0.8643333333,-0.08120833333,214.8497917,33.75541667,295.3950649,0.3823306818,5.570436995,7.464187485,2.035265306,7.4,14,1362.6982,-1
2011-03-04,2.901916667,0.02825,212.1645,36.05375,294.7115747,0.3786537879,5.552376515,7.461655329,2.032017493,5.475,18.75,1086.8544,-1
2011-03-05,11.23554167,0.1285416667,107.8638333,36.40391304,294.0280844,0.3749768939,5.534316035,7.459123173,2.028769679,5.8,15,1866.3481,-1
2011-03-06,11.243875,0.03725,23.94266667,35.6345,293.3445942,0.3713,5.516255556,7.456591017,2.025521866,4.2,15,929.0495,-1
2011-03-07,3.670478261,0.1398695652,241.7644348,36.7725,292.6611039,0.3676231061,5.498195076,7.454058861,2.022274052,3.75,14,1260.043,-1
2011-03-08,3.030565217,0.5784782609,178.298913,24.72252174,291.9776136,0.3639462121,5.480134596,7.451526704,2.019026239,7.2,8,1065.9072,-1
2011-03-09,5.055458333,0.05854166667,70.44570833,35.01041667,291.2941234,0.3602693182,5.462074116,7.448994548,2.015778426,7.5,14,1070.3579,-1
2011-03-10,10.64154167,-0.2194583333,26.18229167,37.96083333,290.6106331,0.3565924242,5.444013636,7.446462392,2.012530612,3.866666667,15.66666667,819.57306,-1
2011-03-11,6.80425,-0.01491666667,125.968375,29.4225,289.9271429,0.3529155303,5.425953157,7.443930236,2.009282799,6.3,7,1833.0166,-1
2011-03-12,7.211,0.7135833333,129.69675,31.85958333,289.2436526,0.3492386364,5.407892677,7.44139808,2.006034985,11.6,7,1107.5112,-1
2011-03-13,9.12975,0.630375,236.7341667,38.17916667,288.5601623,0.3455617424,5.389832197,7.438865924,2.002787172,9.433333333,12.33333333,2191.1494,-1
2011-03-14,4.745208333,0.3147083333,232.5425417,31.46208333,287.8766721,0.3418848485,5.371771717,7.436333768,1.999539359,12.4,13,1733.4574,-1
2011-03-15,4.837454545,0.2691363636,119.7372727,17.98775,287.1931818,0.3382079545,5.353711237,7.433801612,1.996291545,8.8,16,1115.5417,-1
2011-03-16,9.439916667,-0.05220833333,120.3959167,19.75785897,286.5096916,0.3345310606,5.335650758,7.431269455,1.993043732,8.85,9.75,1717.2996,-1
2011-03-17,12.24341667,0.4310833333,235.0821667,21.52796795,285.8262013,0.3308541667,5.317590278,7.428737299,1.989795918,11.5,7,1451.3728,-1
2011-03-18,18.455,0.8205833333,151.2052917,23.29807692,285.142711,0.3271772727,5.299529798,7.426205143,1.986548105,12.6,13,2058.0166,-1
2011-03-19,13.55454167,0.136,253.4050833,25.0681859,284.4592208,0.3235003788,5.281469318,7.423672987,1.983300292,6.733333333,11.33333333,1893.8745,-1
2011-03-20,5.716875,0.06775,226.3442083,26.83829487,283.7757305,0.3198234848,5.263408838,7.421140831,1.980052478,6.7,17,1118.3475,-1
2011-03-21,13.38579167,0.3740416667,132.586625,28.60840385,283.0922403,0.3161465909,5.245348359,7.418608675,1.976804665,8.2,4,1202.7649,-1
2011-03-22,12.27629167,0.1286666667,194.2274167,30.37851282,282.40875,0.312469697,5.227287879,7.416076519,1.973556851,11.4,7.666666667,1388.8701,-1
2011-03-23,6.975708333,-0.05279166667,39.571625,32.14862179,281.7252597,0.308792803,5.209227399,7.413544363,1.970309038,10.3,17,668.15393,-1
2011-03-24,3.851958333,0.04570833333,72.9,33.91873077,281.0417695,0.3051159091,5.191166919,7.411012206,1.967061224,8.7,9,1490.7998,-1
2011-03-25,2.410541667,0.01483333333,232.7485,35.68883974,280.3582792,0.3014390152,5.173106439,7.40848005,1.963813411,6.9,12,2006.4955,-1
2011-03-26,2.688625,0.1947916667,265.3245417,37.45894872,279.674789,0.2977621212,5.15504596,7.405947894,1.960565598,9.2,7,1968.9552,-1
2011-03-27,2.2425,0.04545833333,223.2249583,39.22905769,278.9912987,0.2940852273,5.13698548,7.403415738,1.957317784,9.3,15,1773.9971,-1
2011-03-28,1.401583333,0.6752083333,232.4253333,40.99916667,278.3078084,0.2904083333,5.118925,7.400883582,1.954069971,5.75,8,1483.7368,-1
2011-03-29,3.949916667,0.6538333333,276.1855,40.1775,277.6243182,0.2867314394,5.10086452,7.398351426,1.950822157,7.6,14,1639.8485,-1
2011-03-30,3.761565217,0.09417391304,51.22817391,29.79286957,276.9408279,0.2830545455,5.08280404,7.39581927,1.947574344,11.1,17,1046.2664,-1
2011-03-31,3.994608696,-0.09204347826,34.22713043,31.0775,276.2573377,0.2793776515,5.064743561,7.393287114,1.944326531,7.7,11.33333333,381.42517,-1
2011-04-01,5.351541667,0.1192916667,138.8322917,41.64733333,275.5738474,0.2757007576,5.046683081,7.390754957,1.941078717,9,13,2026.5234,-1
2011-04-02,5.512875,0.2925416667,135.2615833,33.23925,274.8903571,0.2720238636,5.028622601,7.388222801,1.937830904,16.6,11,1990.1926,-1
2011-04-03,8.767791667,0.4344583333,237.518125,42.64083333,274.2068669,0.2683469697,5.010562121,7.385690645,1.93458309,8.9,6,1920.9655,-1
2011-04-04,19.96708333,0.3350416667,237.2532917,48.81791667,273.5233766,0.2646700758,4.992501641,7.383158489,1.931335277,8.9,7,1675.9858,-1
2011-04-05,11.3025,0.07033333333,103.5892083,37.22,272.8398864,0.2609931818,4.974441162,7.380626333,1.928087464,6.7,7,2437.7256,-1
2011-04-06,9.848833333,0.5687916667,289.763875,37.43625,272.1563961,0.2573162879,4.956380682,7.378094177,1.92483965,5.633333333,11,2485.5217,-1
2011-04-07,11.802625,0.02375,244.8105833,33.19608696,271.4729058,0.2536393939,4.938320202,7.375562021,1.921591837,16.5,7,1335.7041,-1
2011-04-08,6.946416667,-0.0485,53.45408333,37.78708333,270.7894156,0.2499625,4.920259722,7.373029865,1.918344023,14.7,7,847.14777,-1
2011-04-09,8.188125,-0.0315,73.82895833,36.48541667,270.1059253,0.2462856061,4.902199242,7.370497708,1.91509621,8,13,908.82806,-1
2011-04-10,12.29666667,0.240125,119.2457083,31.93708333,269.4224351,0.2426087121,4.884138763,7.367965552,1.911848397,10.8,9,798.14215,-1
2011-04-11,22.07083333,0.02779166667,224.40325,34.51375,268.7389448,0.2389318182,4.866078283,7.365433396,1.908600583,13.2,8,1643.525,-1
2011-04-12,15.63291667,0.19125,76.878875,37.265,268.0554545,0.2352549242,4.848017803,7.36290124,1.90535277,5.366666667,8.666666667,932.72614,-1
2011-04-13,10.86625,0.02183333333,69.63041667,32.00333333,267.3719643,0.2315780303,4.829957323,7.360369084,1.902104956,6,8,1049.2656,-1
2011-04-14,13.06658333,0.5854166667,283.8012083,38.9933913,266.688474,0.2279011364,4.811896843,7.357836928,1.898857143,9.9,6,1692.434,-1
2011-04-15,11.546375,0.1315833333,272.45775,37.08818182,266.0049838,0.2242242424,4.793836364,7.355304772,1.895609329,9.033333333,9.666666667,1627.3673,-1
2011-04-16,12.18166667,-0.055875,18.45975,41.68333333,265.3214935,0.2205473485,4.775775884,7.352772616,1.892361516,6.9,12,1339.3324,-1
2011-04-17,13.42041667,0.465875,302.56025,39.46625,264.6380032,0.2168704545,4.757715404,7.35024046,1.889113703,6.3,12,2888.9834,-1
2011-04-18,17.15583333,0.541375,143.5149167,40.65041667,263.954513,0.2131935606,4.739654924,7.347708303,1.885865889,11.5,14.5,1890.4398,-1
2011-04-19,17.19266667,0.5952,119.0802,32.178,263.2710227,0.2095166667,4.721594444,7.345176147,1.882618076,17.3,8,791.5629,-1
2011-04-20,13.57285185,0.4121333333,136.4693541,34.21088889,262.5875325,0.2058397727,4.703533965,7.342643991,1.879370262,13.8,21,2648.5513,-1
2011-04-21,9.953037037,0.2290666667,153.8585082,36.24377778,261.9040422,0.2021628788,4.685473485,7.340111835,1.876122449,7.5,8,1946.7019,-1
2011-04-22,6.333222222,0.046,171.2476622,38.27666667,261.2205519,0.1984859848,4.667413005,7.337579679,1.872874636,7.7,8,788.7571,-1
2011-04-23,14.76358333,0.2186666667,188.6368163,31.55166667,260.5370617,0.1948090909,4.649352525,7.335047523,1.869626822,8.7,8,1204.5065,-1
2011-04-24,20.76416667,0.5960416667,206.0259704,27.65958333,259.8535714,0.191132197,4.631292045,7.332515367,1.866379009,12.25,5.5,1976.115,-1
2011-04-25,23.59291667,0.2533333333,223.4151245,33.45608333,259.1700812,0.187455303,4.613231566,7.329983211,1.863131195,13.9,4,1956.7158,-1
2011-04-26,24.34875,0.09304166667,240.8042786,28.70041667,258.4865909,0.1837784091,4.595171086,7.327451054,1.859883382,8.9,9,1913.3704,-1
2011-04-27,23.37208333,0.08616666667,258.1934327,24.99958333,257.8031006,0.1801015152,4.577110606,7.324918898,1.856635569,6.8,8,1815.2625,-1
2011-04-28,22.10833333,0.4176666667,275.5825867,32.39625,257.1196104,0.1764246212,4.559050126,7.322386742,1.853387755,10.4,15,1718.7025,-1
2011-04-29,14.17625,0.4984583333,292.9717408,34.60809524,256.4361201,0.1727477273,4.540989646,7.319854586,1.850139942,7.8,7,2172.2825,-1
2011-04-30,12.88041667,0.3152916667,310.3608949,33.34833333,255.7526299,0.1690708333,4.522929167,7.31732243,1.846892128,5,9,1481.2212,-1
2011-05-01,11.8965,0.281375,327.750049,15.91675,255.0691396,0.1653939394,4.504868687,7.314790274,1.843644315,9.7,9,882.70465,-1
2011-05-02,17.5425,0.2882916667,345.1392031,32.40470833,254.3856494,0.1617170455,4.486808207,7.312258118,1.840396501,12,7,1505.458,-1
2011-05-03,21.3173913,0.3101304348,362.5283571,35.65813043,253.7021591,0.1580401515,4.468747727,7.309725962,1.837148688,12.6,9.25,1837.8059,-1
2011-05-04,10.865375,0.1784583333,123.67075,29.43944444,253.0186688,0.1543632576,4.450687247,7.307193805,1.833900875,4.8,18,1993.4822,-1
2011-05-05,12.437,0.4882083333,321.7683333,35.25916667,252.3351786,0.1506863636,4.432626768,7.304661649,1.830653061,7.8,11,2807.5654,-1
2011-05-06,13.17108333,0.3337916667,268.5765833,31.48954167,251.6516883,0.1470094697,4.414566288,7.302129493,1.827405248,10.05,13,2291.289,-1
2011-05-07,14.85466667,0.5728333333,255.1133333,32.38004167,250.9681981,0.1433325758,4.396505808,7.299597337,1.824157434,10.4,11,2317.1223,-1
2011-05-08,15.3795,0.4335833333,237.5142917,29.32416667,250.2847078,0.1396556818,4.378445328,7.297065181,1.820909621,10.8,7,1951.733,0
2011-05-09,15.26434783,0.6093478261,283.1933913,30.13795652,249.6012175,0.1359787879,4.360384848,7.294533025,1.817661808,9.066666667,18.66666667,2156.947,0
2011-05-10,15.884125,0.70075,302.1795,34.475,248.9177273,0.1323018939,4.342324369,7.292000869,1.814413994,8,11,1519.8258,0
2011-05-11,16.86708333,0.1525,316.4340833,44.97083333,248.234237,0.128625,4.324263889,7.289468713,1.811166181,8.1,12.5,1674.4862,0
2011-05-12,17.035,0.207875,288.4385,37.042125,247.5507468,0.1249481061,4.306203409,7.286936556,1.807918367,8.7,10,1530.5171,0
2011-05-13,16.32791667,0.100375,61.70683333,37.46708333,246.8672565,0.1212712121,4.288142929,7.2844044,1.804670554,11.8,11,815.7997,0
2011-05-14,16.57708333,0.05604166667,50.61033333,29.84666667,246.1837662,0.1175943182,4.270082449,7.281872244,1.801422741,8.1,18,599.846,0
2011-05-15,19.18375,0.121375,210.0322083,32.81833333,245.500276,0.1139174242,4.25202197,7.279340088,1.798174927,7.05,20,1157.6779,0
2011-05-16,18.60083333,0.3575,176.8727917,25.20195833,244.8167857,0.1102405303,4.23396149,7.276807932,1.794927114,11.1,17,1608.065,0
2011-05-17,18.99166667,0.02945833333,158.0430833,43.36708333,244.1332955,0.1065636364,4.21590101,7.274275776,1.7916793,8.2,33,1194.4441,0
2011-05-18,18.36208333,0.1175416667,159.4928333,37.07691667,243.4498052,0.1028867424,4.19784053,7.27174362,1.788431487,6.266666667,14.66666667,1177.8993,0
2011-05-19,17.01,0.173625,189.9852,21.24920833,242.7663149,0.09920984848,4.179780051,7.269211464,1.785183673,8.4,14,1492.493,0
2011-05-20,16.34916667,0.5232083333,196.9512778,24.89129167,242.0828247,0.09553295455,4.161719571,7.266679307,1.78193586,12.9,11,1454.856,0
2011-05-21,19.24875,0.4144166667,262.6078333,29.22029167,241.3993344,0.09185606061,4.143659091,7.264147151,1.778688047,9.266666667,15.33333333,2023.3789,0
2011-05-22,20.43958333,0.1789166667,177.5183333,36.2845,240.7158442,0.08817916667,4.125598611,7.261614995,1.775440233,15.3,19,1484.8978,0
2011-05-23,23.29041667,0.1788333333,238.0825,41.11208333,240.0323539,0.08450227273,4.107538131,7.259082839,1.77219242,19,21,1406.9146,0
2011-05-24,24.39958333,0.47825,198.5693333,30.84041667,239.3488636,0.08082537879,4.089477652,7.256550683,1.768944606,14.86666667,18,2297.5298,-0.3333333333
2011-05-25,24.10583333,0.3113333333,253.4015,50.34,238.6653734,0.07714848485,4.071417172,7.254018527,1.765696793,15.5,11,1541.8373,-1
2011-05-26,26.17166667,0.7970416667,259.0736667,47.83875,237.9818831,0.07347159091,4.053356692,7.251486371,1.76244898,23.5,13,1929.7217,-1
2011-05-27,24.04181818,0.2818181818,221.5418182,41.06136364,237.2983929,0.06979469697,4.035296212,7.248954215,1.759201166,12.65,19.5,1494.1378,-1
2011-05-28,22.87458333,0.03616666667,223.3260417,32.90833333,236.6149026,0.06611780303,4.017235732,7.246422058,1.755953353,9.1,27,1664.8108,-1
2011-05-29,24.44208333,0.1158333333,260.5377917,31.89291667,235.9314123,0.06244090909,3.999175253,7.243889902,1.752705539,14.2,18,1179.5925,-1
2011-05-30,27.44291667,0.3278333333,293.1476667,37.065125,235.2479221,0.05876401515,3.981114773,7.241357746,1.749457726,22.35,16.5,1903.5498,-1
2011-05-31,26.94666667,0.3678095238,234.8933333,43.41304545,234.5644318,0.05508712121,3.963054293,7.23882559,1.746209913,17.98888889,17,2121.8257,0
2011-06-01,28.53208333,0.3042916667,252.1105833,46.06166667,233.8809416,0.05141022727,3.944993813,7.236293434,1.742962099,13.62777778,17.5,2043.3102,0
2011-06-02,23.87708333,0.5932083333,168.184875,55.26333333,233.1974513,0.04773333333,3.926933333,7.233761278,1.739714286,9.266666667,18,1970.4065,0
2011-06-03,18.03375,0.4827083333,0,39.3125,232.513961,0.222125,4.342125,7.231229122,0.3535,6.5,14,1798.8143,0
2011-06-04,19.29625,0.119375,2.601025641,39.729625,231.8304708,0.6649166667,12.13375,7.228696966,2.254041667,12.2,20,1459.4517,0
2011-06-05,21.10916667,0.09895833333,5.202051282,46.90333333,231.1469805,0.237125,12.27613281,7.226164809,3.577791667,14.53333333,16.66666667,1431.0062,-0.6666666667
2011-06-06,22.10458333,0.06454166667,7.803076923,43.78766667,230.4634903,0.4048333333,12.41851563,7.223632653,0.7210833333,19,14,2233.6724,-1
2011-06-07,23.58541667,0.1057083333,10.40410256,10.93366667,229.78,0.9835833333,12.56089844,7.221100497,1.059166667,21.8,14,2061.8867,-1
2011-06-08,27.33333333,0.1625,13.00512821,65.41933333,308.88,0.3338333333,12.70328125,7.218568341,0.1734,25.7,14.25,2151.0935,-1
2011-06-09,29.30583333,-0.007916666667,15.60615385,49.31141667,268.1976923,0.1441474359,12.84566406,7.216036185,1.338972727,31.5,12,2922.9438,-1
2011-06-10,26.47875,-0.128125,18.20717949,36.31333333,227.5153846,-0.04553846154,12.98804688,7.213504029,2.504545455,29.5,7,1987.4834,-1
2011-06-11,25.03166667,-0.02925,20.80820513,35.81451449,206.1166667,0.01641666667,13.13042969,7.210971873,0.372875,23.36666667,10.33333333,1696.4976,-1
2011-06-12,24.15875,-0.07091666667,23.40923077,35.31569565,188.0291667,0.3526666667,13.2728125,7.208439717,0.5805416667,14.4,13,1889.9077,-1
2011-06-13,20.04,0.1327916667,26.01025641,34.36875,122.73875,0.1215,13.41519531,7.205907561,0.2432173913,7.6,13,2148.0942,-1
2011-06-14,19.04416667,0.3284166667,28.61128205,31.645,141.4333333,0.1327826087,13.55757813,7.203375404,0.36475,6.2,10,1875.6849,-1
2011-06-15,19.88333333,0.04870833333,31.21230769,33.74833333,148.4375,0.4295833333,13.69996094,7.200843248,0.362625,6.1,17,2262.892,-1
2011-06-16,19.39166667,0.1166666667,33.81333333,27.52670833,308.54,0.8211666667,13.84234375,7.198311092,0.068,15.1,8,1639.5582,-1
2011-06-17,21.85416667,-0.07958333333,36.41435897,32.32579167,194.2384615,0.5804615385,13.98472656,7.195778936,0.1180714286,14.575,8.75,2181.3289,0
2011-06-18,23.85416667,0.02416666667,39.01538462,36.74075,220.2041667,0.9544166667,14.12710938,7.19324678,0.302875,14.05,9.5,1761.0804,0
2011-06-19,23.99041667,0.109,41.61641026,38.48395833,228.3666667,0.3866666667,14.26949219,7.190714624,2.264375,13.525,10.25,1677.8242,0
2011-06-20,21.07125,0.006208333333,44.2174359,39.40916667,175.2166667,0.09979166667,14.411875,7.188182468,0.2308333333,13,11,1539.5151,-0.6666666667
2011-06-21,23.94380952,-0.05261904762,46.81846154,42.1812381,178.9473684,0.3034,14.55425781,7.185650312,0.5794736842,17.8,6,1127.8778,0
2011-06-22,26.63652174,0.08573913043,49.41948718,36.9906087,163.073913,0.3203478261,14.69664063,7.183118155,1.300434783,15.3,15,1761.5159,0
2011-06-23,26.44291667,0.1955416667,52.02051282,32.17916667,166.4083333,0.3882916667,14.83902344,7.180585999,2.125666667,11,8.333333333,1589.1497,0
2011-06-24,25.26625,0.007375,54.62153846,33.643625,151.0833333,0.786875,14.98140625,7.178053843,0.8762083333,8.65,9.5,2186.3118,0
2011-06-25,23.92875,0.2131666667,57.2225641,37.06958333,134.4904762,0.1022916667,15.12378906,7.175521687,0.6895,11.9,17,1514.456,0
2011-06-26,21.95541667,0.1186666667,59.82358974,28.43545833,160.2416667,0.17625,15.26617188,7.172989531,0.3998333333,10.2,11,1883.9573,-1
2011-06-27,22.7225,-0.0385,62.42461538,33.14466667,224.575,0.509875,15.40855469,7.170457375,2.562208333,21.2,7,1080.9524,-1
2011-06-28,25.43416667,-0.2134166667,65.02564103,39.28641667,177.0190476,0.3399130435,15.5509375,7.167925219,0.305125,15.9,15,1776.4159,-1
2011-06-29,25.28416667,0.2890416667,67.62666667,48.42666667,140.7958333,0.2017916667,15.69332031,7.165393063,2.054416667,9.233333333,8.666666667,2227.3352,-1
2011-06-30,21.905,0.231625,70.22769231,37.95416667,152.68,0.224,15.83570313,7.162860906,0.8932,10.1,6,2299.7551,-1
