SITE_ID,DATE,MEAN PM 2.5,MEAN PM 10,PBLH,AQ_TRUE
BEL116,02/27/2013,3.5,15,1961.1434,-1
BEL116,02/28/2013,7.1,15,1997.6637,-1
BEL116,03/01/2013,6.7,12,1722.1403,-1
BEL116,03/02/2013,4.6,20,1722.3496,-1
BEL116,03/02/2013,6.6,13,1722.3496,-1
BEL116,03/02/2013,4.9,13,1722.3496,-1
BEL116,03/03/2013,6.4,9,1798.7385,-1
BEL116,03/04/2013,8,15,1442.9021,-1
BEL116,03/05/2013,7.9,25,1172.1924,-1
BEL116,03/05/2013,7.7,12,1172.1924,-1
BEL116,03/05/2013,11.4,11,1172.1924,-1
BEL116,03/05/2013,7.8,10,1172.1924,-1
BEL116,03/06/2013,,,1275.4744,-1
BEL116,03/07/2013,,,2010.3254,-1
BEL116,03/08/2013,3.1,10,1665.2148,-1
BEL116,03/08/2013,4.4,6,1665.2148,-1
BEL116,03/09/2013,4.3,9,1127.2484,-1
BEL116,03/10/2013,10.1,9,1040.7092,-1
BEL116,03/11/2013,6.2,7,1446.3553,-1
BEL116,03/11/2013,9.3,14,1446.3553,-1
BEL116,03/11/2013,5.8,18,1446.3553,-1
BEL116,03/12/2013,7.6,8,1360.5486,-1
BEL116,03/13/2013,9.4,9,2532.7524,-1
BEL116,03/14/2013,3.8,4,2330.1125,-1
BEL116,03/14/2013,5.2,14,2330.1125,-1
BEL116,03/14/2013,3.6,12,2330.1125,-1
BEL116,03/15/2013,9.2,11,2114.863,-1
BEL116,03/16/2013,17.2,11,816.14667,-1
BEL116,03/17/2013,9.7,11,1064.8816,-1
BEL116,03/17/2013,9.5,8,1064.8816,-1
BEL116,03/17/2013,14.7,15,1064.8816,-1
BEL116,03/17/2013,10,22,1064.8816,-1
BEL116,03/18/2013,7.7,22,920.52747,-1
BEL116,03/19/2013,8.2,3,3439.3215,-1
BEL116,03/20/2013,3.2,9,3220.933,-1
BEL116,03/20/2013,4.4,11,3220.933,-1
BEL116,03/20/2013,3.3,10,3220.933,-1
BEL116,03/21/2013,10.3,10,2507.272,-1
BEL116,03/22/2013,8.4,25,2096.132,-1
BEL116,03/23/2013,8,6,2160.5918,-1
BEL116,03/23/2013,14,15,2160.5918,-1
BEL116,03/23/2013,9.7,4,2160.5918,-1
BEL116,03/24/2013,10.1,4,973.21484,-1
BEL116,03/25/2013,11.4,4,659.6017,-1
BEL116,03/26/2013,4.1,12,1967.8406,-1
BEL116,03/26/2013,8.5,26,1967.8406,-1
BEL116,03/26/2013,5.9,6,1967.8406,-1
BEL116,03/27/2013,7.2,6,2597.2122,-1
BEL116,03/28/2013,8,8,2138.931,-1
BEL116,03/29/2013,4.3,12,2148.5579,-1
BEL116,03/29/2013,4.7,7,2148.5579,-1
BEL116,03/29/2013,7.1,17,2148.5579,-1
BEL116,03/29/2013,3.9,18,2148.5579,-1
BEL116,03/30/2013,13.2,13,2738.8457,-1
BEL116,03/31/2013,13.5,6,820.8556,-1
BEL116,04/01/2013,8.2,10,2312.0615,-1
BEL116,04/01/2013,13.1,6,2312.0615,-1
BEL116,04/02/2013,6.1,6,2745.5427,-1
BEL116,04/03/2013,8.4,9,2907.7905,-1
BEL116,04/04/2013,5.2,9,1071.3171,-1
BEL116,04/04/2013,6.9,9,1071.3171,-1
BEL116,04/04/2013,6.4,10,1071.3171,-1
BEL116,04/05/2013,13.2,6,2548.6057,-1
BEL116,04/06/2013,7.8,8,1296.612,-1
BEL116,04/07/2013,6.3,8,1441.3325,-1
BEL116,04/07/2013,7.8,6,1441.3325,-1
BEL116,04/07/2013,6.1,8,1441.3325,-1
BEL116,04/08/2013,12.4,12,2406.3445,-1
BEL116,04/09/2013,11.3,23,2229.4988,-1
BEL116,04/10/2013,12.8,4,2512.3472,-1
BEL116,04/10/2013,12.4,4,2512.3472,-1
BEL116,04/10/2013,13.2,15,2512.3472,-1
BEL116,04/11/2013,13.5,17,1767.3458,-1
BEL116,04/12/2013,11,6,799.8748,-1
BEL116,04/13/2013,7.2,7,2487.7563,-1
BEL116,04/13/2013,11.8,9,2487.7563,-1
BEL116,04/13/2013,8.4,11,2487.7563,-1
BEL116,04/14/2013,8.9,7,1483.1895,-1
BEL116,04/15/2013,10.9,9,1054.6267,-1
BEL116,04/16/2013,7.1,9,1272.649,-1
BEL116,04/16/2013,9.6,10,1272.649,-1
BEL116,04/16/2013,8,4,1272.649,-1
BEL116,04/17/2013,13.4,5,1040.9708,-1
BEL116,04/18/2013,11.4,12,1704.508,-1
BEL116,04/19/2013,5.1,8,1915.4148,-1
BEL116,04/19/2013,7.9,14,2428.0752,-1
BEL116,04/20/2013,7.3,6,2534.95,-1
BEL116,04/21/2013,6.8,10,1679.3416,-1
BEL116,04/22/2013,4.9,11,1443.373,-1
BEL116,04/22/2013,4.7,5,1443.373,-1
BEL116,04/22/2013,6,11,1443.373,-1
BEL116,04/22/2013,4.9,6,1443.373,-1
BEL116,04/23/2013,10.6,6,1273.6431,-1
BEL116,04/24/2013,11.6,7,1706.0778,-1
BEL116,04/25/2013,6.5,11,1667.36,-1
BEL116,04/25/2013,8.9,10,1667.36,-1
BEL116,04/25/2013,6.2,11,1667.36,-1
BEL116,04/26/2013,8.7,21,2447.2595,-1
BEL116,04/27/2013,11.8,22,1991.4897,-1
BEL116,04/28/2013,7.5,9,1895.0095,-1
BEL116,04/28/2013,9.7,16,1895.0095,-1
BEL116,04/28/2013,8.5,13,1895.0095,-1
BEL116,04/29/2013,5.3,9,655.20667,-1
BEL116,04/30/2013,5.2,9,779.20795,-1
BEL116,05/01/2013,5.2,11,1271.0793,-1
BEL116,05/01/2013,6.4,11,1271.0793,-1
BEL116,05/01/2013,4.8,11,1271.0793,-1
BEL116,05/02/2013,4.8,9,1122.8535,-1
BEL116,05/03/2013,5.5,9,1344.0674,-1
BEL116,05/04/2013,4.5,4,1487.2705,-1
BEL116,05/04/2013,4.5,16,1487.2705,-1
BEL116,05/04/2013,5.5,8,1487.2705,-1
BEL116,05/04/2013,5.4,19,1487.2705,-1
BEL116,05/05/2013,8.8,19,1172.4539,-1
BEL116,05/06/2013,9.1,8,743.3156,-1
BEL116,05/07/2013,2.4,22,717.83514,-1
BEL116,05/07/2013,4.2,8,717.83514,-1
BEL116,05/07/2013,4.1,15,717.83514,-1
BEL116,05/08/2013,9,15,1418.8345,-1
BEL116,05/09/2013,10.2,17,1484.2358,-1
BEL116,05/10/2013,9.6,12,1965.3292,-1
BEL116,05/10/2013,12.4,9,1965.3292,-1
BEL116,05/10/2013,10.8,14,1965.3292,-1
BEL116,05/11/2013,11,14,1634.2931,-1
BEL116,05/12/2013,7.3,21,2696.2039,-1
BEL116,05/13/2013,5.1,13,2794.6724,-1
BEL116,05/13/2013,5.5,16,2794.6724,-1
BEL116,05/13/2013,5.1,9,2794.6724,-1
BEL116,05/14/2013,7.7,9,2132.6,-1
BEL116,05/15/2013,14,14,1307.8088,-1
BEL116,05/16/2013,12.6,16,2002.268,-1
BEL116,05/16/2013,12.5,15,2002.268,-1
BEL116,05/16/2013,17.2,15,2002.268,-1
BEL116,05/16/2013,13.3,13,2002.268,-1
BEL116,05/17/2013,11.3,10,2650.5796,-1
BEL116,05/18/2013,7.5,21,698.4763,-1
BEL116,05/19/2013,5.3,13,812.4842,-1
BEL116,05/19/2013,8.7,20,812.4842,-1
BEL116,05/19/2013,4.6,25,812.4842,-1
BEL116,05/20/2013,10.8,24,1265.5857,-1
BEL116,05/21/2013,12.8,13,1210.2299,-1
BEL116,05/22/2013,15.2,14,1212.375,-1
BEL116,05/22/2013,16.8,15,1212.375,-1
BEL116,05/23/2013,,,1361.2811,-1
BEL116,05/24/2013,,,1714.92,-1
BEL116,05/25/2013,5,15,2911.1392,-1
BEL116,05/25/2013,5.1,15,2911.1392,-1
BEL116,05/26/2013,,,2157.7666,-1
BEL116,05/27/2013,,,1759.8639,-1
BEL116,05/28/2013,11.5,17,1479.7886,-1
BEL116,05/28/2013,11.5,8,1479.7886,-1
BEL116,05/28/2013,12.5,14,1479.7886,-1
BEL116,05/29/2013,17.5,14,2576.336,-1
BEL116,05/30/2013,16.9,18,2392.8457,-1
BEL116,05/31/2013,10.7,9,1980.8685,-1
BEL116,05/31/2013,14.7,11,1980.8685,-1
BEL116,05/31/2013,12.4,15,1980.8685,-1
BEL116,06/01/2013,11.7,15,2172.1548,-1
BEL116,06/02/2013,8.5,15,1719.2103,-1
BEL116,06/03/2013,8.3,12,1609.0742,-1
BEL116,06/03/2013,9,20,1609.0742,-1
BEL116,06/03/2013,8.6,13,1609.0742,-1
BEL116,06/04/2013,6.8,13,2003.9421,-1
BEL116,06/05/2013,9.7,9,1728.4712,-1
BEL116,06/06/2013,5.3,15,1352.7004,-1
BEL116,06/06/2013,7.3,25,1352.7004,-1
BEL116,06/06/2013,5.1,12,1352.7004,-1
BEL116,06/07/2013,5.9,11,726.6774,-1
BEL116,06/08/2013,8.9,10,1394.3481,-1
BEL116,06/09/2013,10.7,10,1201.283,-1
BEL116,06/09/2013,10.5,6,1201.283,-1
BEL116,06/09/2013,11.9,9,1201.283,-1
BEL116,06/10/2013,,,1108.8313,-1
BEL116,06/11/2013,8.8,9,1761.0673,-1
BEL116,06/12/2013,15.9,7,1994.472,-1
BEL116,06/12/2013,16.8,14,1994.472,-1
BEL116,06/12/2013,15,18,1994.472,-1
BEL116,06/13/2013,10.8,8,2078.6567,-1
BEL116,06/14/2013,5.2,9,1890.5099,-1
BEL116,06/15/2013,10.1,4,2125.275,-1
BEL116,06/15/2013,13.2,14,2125.275,-1
BEL116,06/15/2013,10.8,12,2125.275,-1
BEL116,06/16/2013,14.3,11,1999.5472,-1
BEL116,06/17/2013,12,11,1897.5732,-1
BEL116,06/18/2013,12.2,11,455.28748,-1
BEL116,06/18/2013,13.6,8,455.28748,-1
BEL116,06/18/2013,12.5,15,455.28748,-1
BEL116,06/19/2013,8.6,22,1196.9402,-1
BEL116,06/20/2013,8.7,22,1725.0703,-1
BEL116,06/21/2013,6.1,3,1386.6045,-1
BEL116,06/21/2013,6.2,9,1386.6045,-1
BEL116,06/21/2013,7.5,11,1386.6045,-1
BEL116,06/21/2013,6.3,10,1386.6045,-1
BEL116,06/22/2013,6.6,10,1656.268,-1
BEL116,06/23/2013,7.4,25,1218.4966,-1
BEL116,06/24/2013,9.4,6,2126.8447,-1
BEL116,06/24/2013,9.5,15,2126.8447,-1
BEL116,06/25/2013,,,2009.8545,-1
BEL116,06/26/2013,7.5,4,1840.1246,-1
BEL116,06/27/2013,9.2,4,797.2587,-1
BEL116,06/27/2013,9.3,4,797.2587,-1
BEL116,06/27/2013,9.5,12,797.2587,-1
BEL116,06/28/2013,6.8,26,1618.5443,-1
BEL116,06/29/2013,6.2,6,1926.3499,-1
BEL116,06/30/2013,10.9,6,1211.6426,-1
BEL116,06/30/2013,9.5,8,1211.6426,-1
BEL116,07/01/2013,3.6,12,1036.7852,-1
BEL116,07/02/2013,3.9,7,692.8779,-1
BEL116,07/03/2013,6.9,17,1216.0375,-1
BEL116,07/03/2013,6.8,18,1216.0375,-1
BEL116,07/03/2013,6.1,13,1216.0375,-1
BEL116,07/03/2013,6.6,6,1216.0375,-1
BEL116,07/04/2013,4.7,10,1353.7992,-1
BEL116,07/05/2013,5.7,6,1601.54,-1
BEL116,07/06/2013,5.5,6,1580.6115,-1
BEL116,07/06/2013,4.6,9,1580.6115,-1
BEL116,07/06/2013,5.1,9,1580.6115,-1
BEL116,07/07/2013,3.4,9,1482.3523,-1
BEL116,07/08/2013,5.2,10,1761.0149,-1
BEL116,07/09/2013,14.5,6,1301.0071,-1
BEL116,07/09/2013,11.8,8,1301.0071,-1
BEL116,07/09/2013,10.6,8,1301.0071,-1
BEL116,07/10/2013,9.5,6,1060.9052,-1
BEL116,07/11/2013,8,8,1411.7188,0
BEL116,07/12/2013,7.7,12,632.39465,0
BEL116,07/12/2013,7.7,23,632.39465,0
BEL116,07/12/2013,7.6,4,632.39465,0
BEL116,07/13/2013,5.2,4,1203.6375,0
BEL116,07/14/2013,6.2,15,1477.0156,0
BEL116,07/15/2013,12,17,1948.0109,0
BEL116,07/15/2013,11.9,6,1948.0109,0
BEL116,07/15/2013,11.7,7,1948.0109,0
BEL116,07/16/2013,14.5,9,2241.9512,0
BEL116,07/17/2013,19.6,11,2159.9116,0
BEL116,07/18/2013,18.6,7,1671.284,0
BEL116,07/18/2013,18.5,9,1671.284,0
BEL116,07/18/2013,17.9,9,1671.284,0
BEL116,07/18/2013,19.3,10,1671.284,0
BEL116,07/19/2013,20.3,4,1892.8644,0
BEL116,07/20/2013,12.3,5,1705.816,0
BEL116,07/21/2013,9.1,12,2169.4863,-1
BEL116,07/21/2013,8.2,8,2169.4863,-1
BEL116,07/21/2013,9.2,14,2169.4863,-1
BEL116,07/22/2013,,,1370.9604,-1
BEL116,07/23/2013,,,1500.4031,-1
BEL116,07/24/2013,7.6,6,1528.3427,-1
BEL116,07/24/2013,7.5,10,1528.3427,-1
BEL116,07/24/2013,10.3,11,1528.3427,-1
BEL116,07/25/2013,7.1,5,1562.1945,-1
BEL116,07/26/2013,8.5,11,2149.9182,-1
BEL116,07/27/2013,10.1,6,1524.5232,-1
BEL116,07/27/2013,10.1,6,1524.5232,-1
BEL116,07/27/2013,11,7,1524.5232,-1
BEL116,07/27/2013,12.6,11,1524.5232,-1
BEL116,07/28/2013,10.5,10,1270.6085,-1
BEL116,07/29/2013,8.6,11,2584.7073,-1
BEL116,07/30/2013,10.8,21,1872.0405,-1
BEL116,07/30/2013,10.5,22,1872.0405,-1
BEL116,07/30/2013,11.4,9,1872.0405,-1
BEL116,07/31/2013,14.8,16,1564.6012,-1
BEL116,08/01/2013,9.5,13,1586.733,-1
BEL116,08/02/2013,10.3,9,2230.7546,-1
BEL116,08/02/2013,10.3,9,2230.7546,-1
BEL116,08/02/2013,10.6,11,2230.7546,-1
BEL116,08/03/2013,10.4,11,1342.864,-1
BEL116,08/04/2013,4.2,11,2206.6345,-1
BEL116,08/05/2013,4.5,9,2212.7036,-1
BEL116,08/05/2013,2.7,9,2212.7036,-1
BEL116,08/05/2013,5.8,4,2212.7036,-1
BEL116,08/06/2013,6.7,16,694.39526,-1
BEL116,08/07/2013,10.2,8,1273.0153,-1
BEL116,08/08/2013,7.8,19,1646.9547,-1
BEL116,08/08/2013,7.8,19,1646.9547,-1
BEL116,08/08/2013,8.8,8,1646.9547,-1
BEL116,08/08/2013,9.9,22,1646.9547,-1
BEL116,08/09/2013,10.2,8,1780.8447,-1
BEL116,08/10/2013,8.2,15,1225.5076,-1
BEL116,08/11/2013,12.2,15,1534.2026,-1
BEL116,08/11/2013,12.3,17,1534.2026,-1
BEL116,08/11/2013,13.3,12,1534.2026,-1
BEL116,08/12/2013,15.6,9,2107.695,-1
BEL116,08/13/2013,10.8,14,1565.5953,-1
BEL116,08/14/2013,3.6,14,1971.5554,-1
BEL116,08/14/2013,3.1,21,1971.5554,-1
BEL116,08/14/2013,5.5,13,1971.5554,-1
BEL116,08/15/2013,4.3,16,2152.2727,-1
BEL116,08/16/2013,6.5,9,1970.1427,-1
BEL116,08/17/2013,7.4,9,1727.634,-1
BEL116,08/17/2013,7,14,1727.634,-1
BEL116,08/17/2013,9.4,16,1727.634,-1
BEL116,08/18/2013,6.6,15,443.51526,-1
BEL116,08/19/2013,7.4,15,967.45953,-1
BEL116,08/20/2013,10.3,13,1886.8997,-1
BEL116,08/20/2013,10.1,10,1886.8997,-1
BEL116,08/20/2013,10.3,21,1886.8997,-1
BEL116,08/20/2013,11,13,1886.8997,-1
BEL116,08/21/2013,11.1,20,1600.5981,-1
BEL116,08/22/2013,7.8,25,1818.7776,-1
BEL116,08/23/2013,10.8,24,997.85815,-1
BEL116,08/23/2013,9.9,13,997.85815,-1
BEL116,08/23/2013,12.5,14,997.85815,-1
BEL116,08/24/2013,5.4,15,2224.633,-1
BEL116,08/25/2013,4.2,15,1841.8512,-1
BEL116,08/26/2013,7.7,15,1854.356,-1
BEL116,08/26/2013,5.9,17,1854.356,-1
BEL116,08/26/2013,8,8,1854.356,-1
BEL116,08/27/2013,20.6,14,1947.0691,-1
BEL116,08/28/2013,14.9,14,476.11133,-1
BEL116,08/29/2013,14.2,18,1388.0172,-1
BEL116,08/29/2013,16.4,9,1388.0172,-1
BEL116,08/29/2013,14.6,11,1388.0172,-1
BEL116,08/30/2013,12.4,15,1545.1377,-1
BEL116,08/31/2013,12,15,1698.2819,-1
BEL116,09/01/2013,9.4,15,1781.8911,-1
BEL116,09/01/2013,9.6,12,1781.8911,-1
BEL116,09/01/2013,9,20,1781.8911,-1
BEL116,09/01/2013,11,13,1781.8911,-1
BEL116,09/02/2013,8.2,13,1960.9866,-1
BEL116,09/03/2013,9.2,9,1935.5061,-1
BEL116,09/04/2013,4.9,15,1838.6595,-1
BEL116,09/04/2013,3.7,25,1838.6595,-1
BEL116,09/04/2013,5.2,12,1838.6595,-1
BEL116,09/05/2013,9.4,11,2161.0105,-1
BEL116,09/06/2013,3.6,10,2066.7275,-1
BEL116,09/07/2013,8.6,10,1999.2333,-1
BEL116,09/07/2013,10.1,6,1999.2333,-1
BEL116,09/07/2013,8.4,9,1999.2333,-1
BEL116,09/08/2013,13.7,9,1852.734,-1
BEL116,09/09/2013,5.1,7,1142.2123,-1
BEL116,09/10/2013,17.5,14,1750.6554,-1
BEL116,09/10/2013,20.1,18,1750.6554,-1
BEL116,09/11/2013,,,1978.3048,-1
BEL116,09/12/2013,,,1891.504,-1
BEL116,09/13/2013,5.5,8,2289.302,-1
BEL116,09/13/2013,5.3,9,2289.302,-1
BEL116,09/13/2013,6.4,4,2289.302,-1
BEL116,09/14/2013,,,1795.39,-1
BEL116,09/15/2013,,,1616.033,-1
BEL116,09/16/2013,7.2,14,1826.835,-1
BEL116,09/16/2013,8.1,12,1826.835,-1
BEL116,09/17/2013,,,1358.5604,-1
BEL116,09/18/2013,,,1429.6649,-1
BEL116,09/19/2013,5.1,11,1675.8884,-1
BEL116,09/19/2013,5.5,11,1675.8884,-1
BEL116,09/20/2013,,,1652.1869,-1
BEL116,09/21/2013,,,1426.264,-1
BEL116,09/22/2013,3.2,11,1800.3605,-1
BEL116,09/22/2013,4.2,8,1800.3605,-1
BEL116,09/23/2013,,,1480.2595,-1
BEL116,09/24/2013,,,1072.5728,-1
BEL116,09/25/2013,4.7,15,1172.14,-1
BEL116,09/25/2013,4.7,22,1172.14,-1
BEL116,09/25/2013,4.7,22,1172.14,-1
BEL116,09/26/2013,6.7,3,1597.5636,-1
BEL116,09/27/2013,5.9,9,1281.596,-1
BEL116,09/28/2013,4.6,11,1404.3414,-1
BEL116,09/28/2013,3.6,10,1404.3414,-1
BEL116,09/28/2013,5.3,10,1404.3414,-1
BEL116,09/29/2013,4.8,25,1780.583,-1
BEL116,09/30/2013,4,6,1865.3958,-1
BEL116,10/01/2013,10,15,2290.4531,-1
BEL116,10/01/2013,8.9,4,2290.4531,-1
BEL116,10/01/2013,12,4,2290.4531,-1
BEL116,10/02/2013,10.9,4,1816.3185,-1
BEL116,10/03/2013,13.6,12,1571.4553,-1
BEL116,10/04/2013,13.4,26,1940.4766,-1
BEL116,10/04/2013,11.8,6,1940.4766,-1
BEL116,10/04/2013,15.7,6,1940.4766,-1
BEL116,10/05/2013,12.5,8,1968.4161,-1
BEL116,10/06/2013,14,12,1937.442,-1
BEL116,10/07/2013,4.7,7,1086.9088,-1
BEL116,10/07/2013,4.4,17,1086.9088,-1
BEL116,10/07/2013,3.7,18,1086.9088,-1
BEL116,10/07/2013,4.5,13,1086.9088,-1
BEL116,10/08/2013,2.8,6,1367.7689,-1
BEL116,10/09/2013,3.4,10,923.82367,-1
BEL116,10/10/2013,2.1,6,685.18677,-1
BEL116,10/10/2013,1.4,6,685.18677,-1
BEL116,10/10/2013,2.2,9,685.18677,-1
BEL116,10/11/2013,0.8,9,622.192,-1
BEL116,10/12/2013,4.4,9,723.8521,-1
BEL116,10/13/2013,5.7,10,697.6915,-1
BEL116,10/13/2013,5.8,6,697.6915,-1
BEL116,10/13/2013,5.6,8,697.6915,-1
BEL116,10/14/2013,5.4,8,999.8464,-1
BEL116,10/15/2013,6.2,6,891.17523,-1
BEL116,10/16/2013,5.9,8,821.90204,-1
BEL116,10/16/2013,6.2,12,821.90204,-1
BEL116,10/16/2013,8.6,23,821.90204,-1
BEL116,10/17/2013,8.5,4,1248.2151,-1
BEL116,10/18/2013,6.2,4,1475.3936,-1
BEL116,10/19/2013,7.5,15,983.99304,-1
BEL116,10/19/2013,7.4,17,983.99304,-1
BEL116,10/19/2013,8.2,6,983.99304,-1
BEL116,10/19/2013,7.9,7,983.99304,-1
BEL116,10/20/2013,4.7,9,1713.1411,-1
BEL116,10/21/2013,7,11,1325.8596,-1
BEL116,10/22/2013,6.1,7,1408.8933,-1
BEL116,10/22/2013,5.9,9,1408.8933,-1
BEL116,10/22/2013,7.9,9,1408.8933,-1
BEL116,10/23/2013,8.2,10,1603.2666,-1
BEL116,10/24/2013,5.1,4,2189.0547,-1
BEL116,10/25/2013,4.5,5,1633.0896,-1
BEL116,10/25/2013,5.4,12,1633.0896,-1
BEL116,10/25/2013,5,8,1633.0896,-1
BEL116,10/26/2013,6.9,14,1362.7983,-1
BEL116,10/27/2013,8.2,6,1869.529,-1
BEL116,10/28/2013,9.3,10,1333.3416,-1
BEL116,10/28/2013,11.1,11,1333.3416,-1
BEL116,10/28/2013,8.8,5,1333.3416,-1
BEL116,10/29/2013,12.2,11,1286.5664,-1
BEL116,10/30/2013,19.1,6,1125.6265,-1
BEL116,10/31/2013,16.3,6,1110.6626,-1
BEL116,10/31/2013,16.4,7,1110.6626,-1
BEL116,10/31/2013,24.5,11,1110.6626,-1
BEL116,10/31/2013,18.3,10,1110.6626,-1
BEL116,11/01/2013,9.4,11,1592.8024,-1
BEL116,11/02/2013,8.2,21,1956.4346,-1
BEL116,11/03/2013,2,22,2140.4482,-1
BEL116,11/03/2013,3.2,9,2140.4482,-1
BEL116,11/03/2013,1.6,16,2140.4482,-1
BEL116,11/04/2013,4.3,13,1087.6414,-1
BEL116,11/05/2013,8.2,9,1066.1897,-1
BEL116,11/06/2013,3.7,9,1020.25165,-1
BEL116,11/06/2013,6.9,11,1020.25165,-1
BEL116,11/06/2013,5.3,11,1020.25165,-1
BEL116,11/07/2013,9.7,11,1466.7083,-1
BEL116,11/08/2013,6.2,9,2255.8687,-1
BEL116,11/09/2013,7.9,9,1125.3649,-1
BEL116,11/09/2013,9.3,4,1125.3649,-1
BEL116,11/09/2013,9.4,16,1125.3649,-1
BEL116,11/10/2013,8.3,8,2301.022,-1
BEL116,11/11/2013,7.1,19,1600.3889,-1
BEL116,11/12/2013,3.9,19,2230.1267,-1
BEL116,11/12/2013,3.7,8,2230.1267,-1
BEL116,11/12/2013,5,22,2230.1267,-1
BEL116,11/12/2013,5.4,8,2230.1267,-1
BEL116,11/13/2013,4.5,15,1666.7322,-1
BEL116,11/14/2013,9.3,15,579.7595,-1
BEL116,11/15/2013,15.7,17,482.7561,-1
BEL116,11/15/2013,18.8,12,482.7561,-1
BEL116,11/15/2013,18.1,9,482.7561,-1
BEL116,11/16/2013,26.8,14,608.8501,-1
BEL116,11/17/2013,16.3,14,928.1663,-1
BEL116,11/18/2013,2.5,21,2385.5205,-1
BEL116,11/18/2013,3.3,13,2385.5205,-1
BEL116,11/19/2013,,,1666.3136,-1
BEL116,11/20/2013,,,823.0531,-1
BEL116,11/21/2013,7.1,16,438.3877,-1
BEL116,11/21/2013,9.6,9,438.3877,-1
BEL116,11/22/2013,,,443.14893,-1
BEL116,11/23/2013,5.2,9,1860.4252,-1
BEL116,11/24/2013,2.1,14,2479.5942,-1
BEL116,11/24/2013,2.1,16,2479.5942,-1
BEL116,11/25/2013,,,1699.0667,-1
BEL116,11/26/2013,5.9,15,534.5541,-1
BEL116,11/27/2013,3.1,15,1427.2058,-1
BEL116,11/27/2013,3.7,13,1427.2058,-1
BEL116,11/28/2013,5,10,1769.9095,-1
BEL116,11/29/2013,13.6,21,1389.9008,-1
BEL116,11/30/2013,10.1,13,796.47394,-1
BEL116,11/30/2013,10.6,20,796.47394,-1
BEL116,11/30/2013,10.3,25,796.47394,-1
BEL116,12/01/2013,21.3,24,420.02295,-1
BEL116,12/02/2013,21.2,13,467.63525,-1
BEL116,12/03/2013,20.1,14,764.2964,-1
BEL116,12/03/2013,24.5,15,764.2964,-1
BEL116,12/03/2013,20.9,15,764.2964,-1
BEL116,12/04/2013,27.9,15,437.18433,-1
BEL116,12/05/2013,19.9,17,811.64703,-1
BEL116,12/06/2013,4.5,8,734.63025,-1
BEL116,12/06/2013,4.5,14,734.63025,-1
BEL116,12/06/2013,11.7,14,734.63025,-1
BEL116,12/06/2013,6.1,18,734.63025,-1
BEL116,12/07/2013,7.2,9,1137.9744,-1
BEL116,12/08/2013,10.2,11,642.2833,-1
BEL116,12/09/2013,6.8,15,367.85876,-1
BEL116,12/09/2013,10.7,15,367.85876,-1
BEL116,12/09/2013,5.9,15,367.85876,-1
BEL116,12/10/2013,9.4,12,1312.9363,-1
BEL116,12/11/2013,6.7,20,988.3357,-1
BEL116,12/12/2013,7.9,13,1347.2067,-1
BEL116,12/12/2013,7.4,13,1347.2067,-1
BEL116,12/12/2013,8.6,9,1347.2067,-1
BEL116,12/13/2013,5.6,15,938.47363,-1
BEL116,12/14/2013,12.2,25,452.98535,-1
BEL116,12/15/2013,5.3,12,1378.2332,-1
BEL116,12/15/2013,7.2,11,1378.2332,-1
BEL116,12/15/2013,7.1,10,1378.2332,-1
BEL116,12/16/2013,9.3,10,1180.9299,-1
BEL116,12/17/2013,20.6,6,400.82117,-1
BEL116,12/18/2013,12.3,9,1542.2078,-1
BEL116,12/18/2013,12.7,9,1542.2078,-1
BEL116,12/18/2013,14.1,7,1542.2078,-1
BEL116,12/18/2013,12.5,14,1542.2078,-1
BEL116,12/19/2013,8.5,18,365.50427,-1
BEL116,12/20/2013,9.6,8,526.3396,-1
BEL116,12/21/2013,8.2,9,1005.811,-1
BEL116,12/21/2013,12.2,4,1005.811,-1
BEL116,12/21/2013,8.4,14,1005.811,-1
BEL116,12/22/2013,8.5,12,1363.217,-1
BEL116,12/23/2013,7.1,11,1007.5899,-1
BEL116,12/24/2013,4.9,11,2080.1218,-1
BEL116,12/24/2013,6.7,11,2080.1218,-1
BEL116,12/24/2013,4.7,8,2080.1218,-1
BEL116,12/25/2013,7.4,15,1647.1117,-1
BEL116,12/26/2013,11.9,22,1483.608,-1
BEL116,12/27/2013,6.6,22,760.21533,-1
BEL116,12/27/2013,7.2,3,760.21533,-1
BEL116,12/27/2013,6.9,9,760.21533,-1
BEL116,12/28/2013,10.9,11,389.67676,-1
BEL116,12/29/2013,7.7,10,813.89685,-1
BEL116,12/30/2013,4.3,10,1130.9109,-1
BEL116,12/30/2013,4.2,25,1130.9109,-1
BEL116,12/30/2013,4.5,6,1130.9109,-1
BEL116,12/30/2013,5,15,1130.9109,-1
BEL116,12/31/2013,5.9,4,2183.5608,-1
BEL116,01/01/2014,11.5,21,591.8408,-1
BEL116,01/02/2014,17.4,21,563.00055,-1
BEL116,01/02/2014,22.1,13,563.00055,-1
BEL116,01/03/2014,7.6,6,1183.4991,-1
BEL116,01/04/2014,13,6,797.9599,-1
BEL116,01/05/2014,18.1,6,349.59167,-1
BEL116,01/05/2014,24.4,13,349.59167,-1
BEL116,01/06/2014,8.3,9,1582.7068,-1
BEL116,01/07/2014,3.3,20,1557.0103,-1
BEL116,01/08/2014,8.2,21,924.4379,-1
BEL116,01/08/2014,8.4,12,924.4379,-1
BEL116,01/08/2014,12.1,18,924.4379,-1
BEL116,01/09/2014,15,21,741.55505,-1
