,TEMPERATURE,TEMPERATURE_DELTA,SOLAR_RADIATION,OZONE,CO,NO,NOY,NOYDIF,SO2_GA,MEAN PM 2.5,MEAN PM 10,PBLH,AQI_TRUE
2015-07-30,25.629166666666666,0.13491666666666666,210.96366666666665,31.032000000000004,78.60954751921733,0.09278571428571428,3.940857142857143,4.765333333333333,0.5777826086956521,12.9,4.0,1161.495,0.0
2015-07-31,23.922083333333333,0.42745833333333333,323.421375,30.413863636363637,78.68646488469601,0.4880416666666667,4.3183750000000005,3.4731,0.22783333333333333,10.4,10.0,2046.5646,0.0
2015-08-01,23.51125,0.469875,278.5359583333333,29.401090909090907,78.7633822501747,1.06765,6.8559,5.166625,0.7094782608695652,11.4,17.0,2482.1685,0.0
2015-08-02,23.133750000000003,0.47454166666666664,311.44300000000004,31.714318181818182,78.8402996156534,0.24454166666666668,3.7756666666666665,3.220684210526316,0.27125,9.9,5.0,2085.1318,-1.0
2015-08-03,25.125416666666666,0.7892083333333333,316.5790416666667,39.707136363636366,78.91721698113207,0.23710526315789474,2.863666666666667,4.726958333333333,0.4186086956521739,10.4,18.0,2201.5415,0.0
2015-08-04,25.297083333333333,0.4024583333333333,272.90458333333333,36.63219047619048,78.99413434661076,0.5280833333333333,2.8848877665544337,4.708869565217391,0.375125,10.3,18.0,2220.3535,0.0
2015-08-05,24.01,0.430375,315.2796666666667,34.45331818181818,79.07105171208944,0.7378181818181818,2.9061088664422,4.245291666666667,0.46095238095238095,10.7,12.0,2379.338,1.0
2015-08-06,21.7675,0.27166666666666667,172.44270833333334,28.645454545454548,79.14796907756813,0.9798750000000002,2.9273299663299666,4.922,1.0333750000000002,10.7,21.0,911.2785,-1.0
2015-08-07,21.490416666666665,0.03149999999999999,144.795,28.981409090909093,79.22488644304681,0.045062500000000005,2.948551066217733,3.7676250000000002,0.6980869565217391,8.35,8.0,1216.9415,-1.0
2015-08-08,21.883333333333336,0.21483333333333332,293.44870833333334,30.225363636363635,79.3018038085255,0.989,2.9697721661055,2.34565,0.7367916666666666,7.1,8.0,1895.2654,-1.0
2015-08-09,23.01125,0.13020833333333334,221.682125,31.751045454545455,79.37872117400418,0.009049999999999999,2.990993265993266,2.604875,0.20917391304347827,8.4,25.0,1591.1111,-1.0
2015-08-10,21.330000000000002,0.03671428571428571,86.47585714285712,31.719090909090905,79.45563853948288,0.34275000000000005,3.0122143658810328,1.655,0.898875,6.833333333333333,12.333333333333334,1097.1846,-1.0
2015-08-11,22.277727272727272,0.1344935064935065,277.05397023809525,29.72666666666667,79.53255590496157,0.26336842105263153,3.0334354657687994,1.954090909090909,0.3314782608695652,9.0,21.0,1952.8807,-1.0
2015-08-12,23.225454545454543,0.23227272727272724,467.63208333333336,25.161,79.60947327044025,0.8070416666666667,3.0546565656565656,2.2531818181818184,0.40125000000000005,5.8,14.0,2330.2563,-1.0
2015-08-13,21.1325,0.251375,262.036125,27.05025,79.68639063591894,0.593,3.0758776655443323,3.7712499999999998,0.44395652173913047,4.25,15.0,1980.7455,0.0
2015-08-14,21.029166666666665,0.30691666666666667,339.686,36.53595454545455,79.76330800139762,0.7228333333333333,3.097098765432099,4.301,0.5392916666666666,8.1,16.0,1996.823,0.0
2015-08-15,22.839166666666667,0.28420833333333334,337.62404166666664,39.97240909090909,79.84022536687631,0.1411578947368421,3.118319865319865,4.3101666666666665,0.4096521739130435,10.9,8.0,1627.604,0.0
2015-08-16,24.050833333333333,0.255,335.4678333333333,39.95540909090909,79.91714273235499,0.26641176470588235,3.139540965207632,3.8238,0.3061176470588235,10.600000000000001,14.0,2114.647,0.0
2015-08-17,25.684583333333332,0.16654166666666667,306.11404166666665,39.87090909090909,79.99406009783368,0.34256339869281044,3.1607620650953985,5.950705882352942,0.3992212885154061,14.1,6.0,2109.838,0.0
2015-08-18,24.104583333333334,0.076,187.37845833333333,36.66777777777778,80.07097746331236,0.41871503267973853,3.1819831649831647,5.5764369747899165,0.49232492997198873,13.3,13.0,1791.7747,0.0
2015-08-19,25.745416666666667,-0.12187500000000001,242.61433333333332,34.232142857142854,80.14789482879105,0.4948666666666667,3.2032042648709314,5.202168067226891,0.5854285714285714,9.100000000000001,8.0,1497.3801,-1.0
2015-08-20,25.12291666666667,-0.11170833333333334,150.77891666666667,25.972227272727274,80.22481219426975,1.7819166666666666,3.224425364758698,4.8278991596638665,0.6570833333333334,7.2,16.0,699.3936,-1.0
2015-08-21,22.75208333333333,0.35966666666666663,314.79295833333333,33.649499999999996,80.30172955974842,0.39495,3.2456464646464647,4.453630252100841,0.3947826086956522,5.7,14.0,1725.9556,0.0
2015-08-22,20.852916666666665,0.42041666666666666,343.89016666666663,35.458681818181816,80.37864692522712,0.38104166666666667,3.266867564534231,4.079361344537816,0.3900416666666667,5.8999999999999995,8.333333333333334,2035.4376,0.0
2015-08-23,20.34,0.06158333333333332,305.9417916666667,35.88540909090909,80.4555642907058,0.36619999999999997,3.2880886644219975,3.70509243697479,0.37113043478260865,7.5,13.0,1856.1794,0.0
2015-08-24,23.745416666666667,-0.23383333333333334,268.71549999999996,40.51,80.53248165618449,0.3568337662337662,3.309309764309764,3.330823529411765,0.55375,12.7,7.0,1872.6814,0.0
2015-08-25,21.89916666666667,0.09175,331.25233333333335,32.91181818181818,80.60939902166317,0.3474675324675324,3.330530864197531,2.9565546218487397,1.4115652173913045,8.05,8.0,2157.222,-1.0
2015-08-26,19.417916666666667,0.160125,294.89954166666666,30.826954545454544,80.68631638714186,0.3381012987012987,3.351751964085297,2.5822857142857143,0.3518695652173913,8.9,13.0,1853.1619,-1.0
2015-08-27,18.714583333333334,0.23375,273.6893333333333,22.58786956521739,80.76323375262054,0.32873506493506494,3.3729730639730637,3.1646249999999996,0.5764545454545454,8.8,15.0,1745.0034,-1.0
2015-08-28,19.47791666666667,0.08016666666666665,308.43312499999996,28.805565217391305,80.84015111809923,0.3193688311688312,3.3941941638608304,4.2292000000000005,1.4129583333333333,7.4,20.0,1861.5543,0.0
2015-08-29,22.462500000000002,0.06570833333333333,301.27004166666666,37.96517391304348,80.91706848357792,0.3100025974025974,3.4154152637485966,2.5544166666666666,0.7032173913043478,12.3,8.0,1913.4647,0.0
2015-08-30,23.385,0.4207083333333333,189.78233333333333,38.490391304347824,80.9939858490566,0.30063636363636365,3.4366363636363633,4.026947368421053,0.9837083333333334,15.0,16.0,1523.3118,0.0
2015-08-31,25.07166666666667,0.6365416666666667,200.46645833333332,42.72521739130435,81.07090321453529,0.06810526315789474,1.8267894736842107,6.3330416666666665,1.0911739130434783,15.399999999999999,11.5,1200.8168,0.0
2015-09-01,25.502499999999998,0.25354166666666667,260.815,36.85731818181818,81.14782058001397,0.17416666666666666,4.211333333333333,4.125636363636364,1.0694166666666667,18.1,4.0,2107.056,0.0
2015-09-02,25.188333333333333,0.26308333333333334,220.6308333333333,35.22317391304348,81.22473794549266,0.12613043478260869,2.6479,4.975625,0.3345909090909091,26.7,15.0,2260.854,1.0
2015-09-03,24.787499999999998,0.05937499999999999,260.138,34.83104545454545,81.30165531097134,0.27140909090909093,4.212818181818182,3.523375,0.34275,19.166666666666668,7.333333333333333,2263.6829,0.0
2015-09-04,25.05125,0.12145833333333333,248.37295833333334,41.46477272727273,81.37857267645003,0.49357894736842106,6.029052631578947,4.1470416666666665,0.29856521739130437,27.7,35.0,1728.973,1.0
2015-09-05,23.5475,-0.10945833333333332,256.2574583333333,29.5295652173913,81.45549004192871,0.2791666666666667,4.655208333333333,1.3425,0.277625,15.8,16.0,1252.8214,0.0
2015-09-06,20.587500000000002,0.19316666666666663,298.5686666666667,25.02540909090909,81.5324074074074,0.315,3.4256,1.9094166666666668,0.9022608695652174,6.1,15.0,1520.3414,-1.0
2015-09-07,23.259583333333335,0.05129166666666667,298.14958333333334,30.712043478260867,81.6093247728861,0.13155,3.929842105263158,2.8272105263157896,0.63425,9.7,27.0,1477.3892,0.0
2015-09-08,25.821250000000003,0.12808333333333333,259.94216666666665,29.125478260869563,81.68624213836478,0.6826315789473684,5.470684210526316,3.2072083333333334,0.43260869565217386,9.7,16.0,1881.6866,-1.0
2015-09-09,26.844583333333333,0.14429166666666668,215.00345833333333,34.643136363636366,81.76315950384347,0.5485,4.278529411764706,3.84675,0.2023,7.45,18.5,1848.2584,-1.0
2015-09-10,23.265,-0.09083333333333332,144.01183333333333,22.36286956521739,81.84007686932215,0.7072222222222222,3.851,5.219166666666667,0.168875,8.2,22.0,626.8322,-1.0
2015-09-11,21.49,-0.05225000000000001,299.2237083333333,33.073043478260864,81.91699423480084,2.6822083333333335,8.156125,2.3583684210526314,0.46020833333333333,7.0,23.0,1730.2932,0.0
2015-09-12,18.615,0.18866666666666668,65.21516666666666,14.806090909090909,81.99391160027952,0.7007368421052632,6.054105263157895,2.447352941176471,0.4362608695652174,8.4,15.0,474.8258,-1.0
2015-09-13,17.451249999999998,0.19241666666666668,238.69733333333332,26.280869565217394,82.07082896575821,0.22329166666666667,2.387,3.5810797385620914,0.36824999999999997,5.7,12.0,1831.0493,-1.0
2015-09-14,16.14708333333333,0.4638333333333333,302.01466666666664,28.428826086956523,82.14774633123689,2.1618500000000003,6.01375,4.714806535947712,0.49743478260869567,7.2,16.0,1860.8943,-1.0
2015-09-15,17.8225,0.2995,294.9943333333334,34.58477272727273,82.22466369671558,4.2391250000000005,10.290708333333333,5.848533333333333,0.55175,7.7,14.333333333333334,1696.7706,0.0
2015-09-16,19.187083333333334,0.2823333333333333,288.3426666666667,42.2854347826087,82.30158106219427,0.8162380952380952,6.198166666666667,5.849208333333333,0.5605,12.7,15.0,1764.523,1.0
2015-09-17,19.780833333333334,0.289375,272.89158333333336,41.20065217391304,82.37849842767295,1.219,5.104708333333334,4.22455,0.517,14.6,15.0,1993.8999,1.0
2015-09-18,20.402916666666666,0.35666666666666663,280.694125,35.21791304347826,82.45541579315164,0.7051000000000001,4.65785,3.3246249999999997,0.7856521739130435,10.899999999999999,10.0,1919.9241,0.0
