"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/03/2019","AQS","240330030","1","8","ug/m3 SC","7","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"01/06/2019","AQS","240330030","1","4","ug/m3 SC","4","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"01/09/2019","AQS","240330030","1","3","ug/m3 SC","3","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"01/12/2019","AQS","240330030","1","6","ug/m3 SC","6","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"01/15/2019","AQS","240330030","1","13","ug/m3 SC","12","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"01/18/2019","AQS","240330030","1","13","ug/m3 SC","12","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"01/21/2019","AQS","240330030","1","4","ug/m3 SC","4","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"01/24/2019","AQS","240330030","1","3","ug/m3 SC","3","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"01/27/2019","AQS","240330030","1","9","ug/m3 SC","8","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"01/30/2019","AQS","240330030","1","8","ug/m3 SC","7","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"02/02/2019","AQS","240330030","1","20","ug/m3 SC","19","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"02/05/2019","AQS","240330030","1","13","ug/m3 SC","12","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"02/08/2019","AQS","240330030","1","5","ug/m3 SC","5","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"02/11/2019","AQS","240330030","1","5","ug/m3 SC","5","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"02/14/2019","AQS","240330030","1","5","ug/m3 SC","5","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"02/17/2019","AQS","240330030","1","5","ug/m3 SC","5","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"02/20/2019","AQS","240330030","1","6","ug/m3 SC","6","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"02/23/2019","AQS","240330030","1","12","ug/m3 SC","11","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"02/26/2019","AQS","240330030","1","6","ug/m3 SC","6","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"03/01/2019","AQS","240330030","1","8","ug/m3 SC","7","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"03/04/2019","AQS","240330030","1","7","ug/m3 SC","6","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"03/07/2019","AQS","240330030","1","10","ug/m3 SC","9","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"03/10/2019","AQS","240330030","1","6","ug/m3 SC","6","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"03/13/2019","AQS","240330030","1","10","ug/m3 SC","9","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"03/16/2019","AQS","240330030","1","3","ug/m3 SC","3","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"03/19/2019","AQS","240330030","1","7","ug/m3 SC","6","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"03/22/2019","AQS","240330030","1","4","ug/m3 SC","4","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"03/25/2019","AQS","240330030","1","12","ug/m3 SC","11","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"03/28/2019","AQS","240330030","1","8","ug/m3 SC","7","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
"03/31/2019","AQS","240330030","1","7","ug/m3 SC","6","HU-Beltsville","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","033","Prince George's","39.055277","-76.878333"
