, AQI Value,PBLH (m),CO (ppm),O3 (ppm),PM 2.5 (ug/m3),PM 10 (ug/m3),SO2 (ppb),NO2 (ppb),Temperture (C),Dew Point Temp (C),Relative Humidity (%)
2015-08-15,0.0,1646.6534,7.0,87.0,48.0,16.0,1.8,32.0,25.329166666666666,16.858333333333334,61.131249999999994
2015-08-16,0.0,2057.119,7.0,90.0,53.0,17.0,3.1,23.0,26.04,17.752,62.787600000000005
2015-08-17,0.0,2092.6143,7.0,84.0,60.0,22.0,3.0,33.0,27.808333333333334,20.0625,64.46416666666667
2015-08-18,0.0,1711.705,7.0,54.0,47.0,24.0,1.0,31.0,27.337500000000002,21.279166666666665,70.8575
2015-08-19,-1.0,1441.1167,6.0,37.0,39.0,17.0,2.3,25.0,27.6,21.70740740740741,71.38777777777779
2015-08-20,-1.0,652.9688,6.0,33.0,30.0,13.0,1.5,23.0,26.30222222222222,22.99777777777778,82.42977777777779
2015-08-21,-1.0,1670.2703,8.0,48.0,30.0,11.0,3.2,33.0,25.175,17.710714285714285,67.60214285714287
2015-08-22,-1.0,2035.8403,7.0,49.0,36.0,11.0,3.4,37.0,24.366666666666664,13.420833333333334,53.157916666666665
2015-08-23,0.0,1899.0964,8.0,84.0,54.0,13.0,2.8,31.0,23.90833333333333,13.708333333333334,54.16375
2015-08-24,0.0,1794.3406,6.0,54.0,47.0,19.0,2.3,40.0,26.25925925925926,19.62962962962963,67.82333333333334
2015-08-25,-1.0,2052.91,7.0,49.0,38.0,15.0,3.5,32.0,24.674193548387095,17.56451612903226,68.32741935483871
2015-08-26,-1.0,1811.4569,7.0,45.0,38.0,15.0,2.9,38.0,23.2625,12.616666666666667,52.11875
2015-08-27,-1.0,1750.0063,8.0,41.0,49.0,12.0,1.8,33.0,22.545833333333334,12.862499999999999,55.94958333333333
2015-08-28,0.0,1835.6818,8.0,61.0,45.0,15.0,1.9,38.0,23.483333333333334,14.783333333333333,59.69958333333333
2015-08-29,0.0,1874.7313,7.0,77.0,53.0,19.0,2.3,33.0,25.15833333333333,16.724999999999998,61.04416666666666
2015-08-30,0.0,1543.4408,5.0,71.0,56.0,18.0,2.6,25.0,24.8125,18.587500000000002,69.185
2015-08-31,0.0,1013.86224,5.0,67.0,59.0,22.0,2.2,31.0,26.883333333333336,19.35833333333333,64.09583333333333
2016-05-01,-1.0,533.6881,9.0,31.0,21.0,6.0,0.7,17.0,1.6663636363636363,1.4527272727272726,12.005666666666666
2016-05-02,-1.0,1379.7738,10.0,30.0,41.0,11.0,1.4,21.0,1.9375464684014871,1.7650557620817844,11.26185873605948
2016-05-03,-1.0,1112.3262,10.0,30.0,25.0,13.0,2.3,20.0,2.984228187919463,2.5734899328859058,13.80778523489933
2016-05-04,-1.0,683.65625,9.0,24.0,27.0,8.0,1.8,21.0,1.8627659574468083,1.5631205673758866,11.319503546099291
2016-05-05,-1.0,930.1348,10.0,22.0,15.0,9.0,1.2,20.0,2.0556603773584907,1.6540880503144655,14.879748427672956
2016-05-06,-1.0,626.32324,9.0,20.0,19.0,5.0,1.0,15.0,1.5215017064846417,1.1986348122866894,10.665972696245735
2016-05-07,-1.0,1502.1903,9.0,32.0,23.0,5.0,1.4,24.0,1.9934640522875817,1.538888888888889,13.41954248366013
2016-05-08,-1.0,2592.472,8.0,43.0,38.0,12.0,1.1,14.0,1.5569491525423729,0.6905084745762712,5.5056271186440675
2016-05-09,-1.0,661.83777,11.0,28.0,48.0,15.0,2.1,30.0,1.2774999999999999,0.6878571428571428,5.93475
2016-05-10,-1.0,654.40576,10.0,31.0,54.0,19.0,0.9,27.0,1.3952542372881356,0.9525423728813559,6.422745762711864
2016-05-11,0.0,250.26147,10.0,22.0,56.0,16.0,0.9,22.0,2.2723032069970843,1.9714285714285715,14.795043731778424
2016-05-12,0.0,676.7019,10.0,31.0,55.0,17.0,1.1,25.0,1.7873846153846153,1.568,10.068646153846153
2016-05-13,0.0,1821.1313,9.0,40.0,37.0,20.0,0.7,29.0,2.3140672782874616,1.9339449541284404,10.32296636085627
2016-05-14,-1.0,1967.4365,10.0,42.0,22.0,15.0,1.0,25.0,1.6547169811320757,1.0336477987421384,6.341698113207547
2016-05-15,-1.0,2733.3093,7.0,43.0,23.0,12.0,1.5,12.0,1.0621019108280254,0.02707006369426751,3.635636942675159
2016-05-16,-1.0,1766.2404,8.0,43.0,35.0,12.0,1.0,29.0,1.0073717948717948,-0.0423076923076923,3.1798397435897434
2016-05-17,-1.0,352.55835,10.0,31.0,53.0,14.0,1.5,25.0,1.6301829268292685,1.1490853658536584,9.542652439024389
2016-05-18,0.0,1342.4543,10.0,37.0,54.0,20.0,2.1,28.0,1.3246056782334386,0.9425867507886436,7.074605678233438
2016-05-19,0.0,1591.2687,9.0,46.0,48.0,21.0,1.5,41.0,1.2711538461538463,0.7064102564102565,4.811346153846154
2016-05-20,0.0,2066.4421,14.0,51.0,29.0,22.0,1.6,36.0,1.4048076923076924,0.7221153846153846,4.665416666666666
2016-05-21,-1.0,661.307,8.0,38.0,25.0,10.0,0.5,24.0,2.1074850299401198,1.6691616766467066,11.915059880239522
2016-05-22,-1.0,490.95374,8.0,34.0,46.0,5.0,1.3,14.0,2.1387096774193552,1.9211143695014663,15.06126099706745
2016-05-23,-1.0,1880.1631,11.0,36.0,42.0,14.0,0.0,25.0,2.0607361963190183,1.6453987730061348,10.359049079754602
2016-05-24,0.0,2576.0684,13.0,54.0,58.0,17.0,0.0,42.0,1.6543130990415338,0.9718849840255591,5.112492012779553
2016-05-25,1.0,2061.6113,14.0,105.0,62.0,25.0,1.4,45.0,1.7733118971061093,0.9913183279742765,4.43887459807074
2016-05-26,1.0,2169.8538,13.0,105.0,66.0,34.0,2.6,35.0,1.7753205128205127,1.2977564102564103,5.408782051282051
2016-05-27,0.0,1681.3027,9.0,90.0,57.0,30.0,1.6,30.0,1.9338870431893689,1.4588039867109635,5.271428571428571
2016-05-28,0.0,1598.9662,15.0,67.0,28.0,25.0,1.1,24.0,1.9366438356164384,1.4513698630136986,5.151952054794521
2016-05-29,-1.0,1545.3492,15.0,35.0,31.0,12.0,0.9,20.0,2.506415094339623,2.109433962264151,8.845547169811322
2016-05-30,-1.0,1167.4827,10.0,44.0,35.0,8.0,1.3,18.0,2.5851851851851855,2.215432098765432,9.395
2016-05-31,0.0,1609.3711,8.0,71.0,41.0,13.0,1.4,34.0,2.701234567901235,2.2049382716049384,8.601882716049381
2016-06-01,0.0,1932.1344,10.0,97.0,23.0,20.0,1.8,38.0,1.9509615384615386,1.5022435897435897,5.561410256410257
2016-06-02,-1.0,1012.68365,8.0,32.0,37.0,9.0,1.1,21.0,2.051898734177215,1.6563291139240506,6.78136075949367
2016-06-03,-1.0,661.6786,9.0,19.0,39.0,16.0,0.8,20.0,3.149848942598187,2.813293051359517,11.42737160120846
2016-06-04,-1.0,916.3855,8.0,38.0,23.0,12.0,2.9,18.0,2.627244582043344,2.3405572755417956,9.583405572755417
2016-06-05,-1.0,1312.6731,7.0,33.0,26.0,8.0,1.4,20.0,3.2522658610271904,2.7963746223564954,10.893746223564955
2016-06-06,-1.0,2153.1316,7.0,49.0,31.0,10.0,0.6,19.0,2.0003194888178912,1.4083067092651758,5.352300319488818
2016-06-07,0.0,2718.0737,7.0,71.0,36.0,19.0,1.2,19.0,2.0293929712460064,1.3428115015974442,4.965591054313099
2016-06-08,-1.0,2539.8638,6.0,41.0,25.0,19.0,0.0,9.0,1.6602564102564104,0.6362179487179487,3.6135576923076926
2016-06-09,0.0,2122.448,6.0,51.0,30.0,16.0,0.0,29.0,1.5794871794871794,0.5506410256410257,3.3999679487179484
2016-06-10,0.0,2085.7124,7.0,61.0,56.0,19.0,1.4,37.0,1.7567307692307692,0.5266025641025641,2.758429487179487
2016-06-11,0.0,2644.7087,8.0,74.0,46.0,28.0,2.0,31.0,2.978217821782178,1.3257425742574258,4.7130033003300325
2016-06-12,0.0,2374.3413,7.0,71.0,24.0,21.0,2.3,20.0,2.522611464968153,1.298407643312102,3.9594267515923565
2016-06-13,-1.0,1785.4044,6.0,41.0,27.0,17.0,1.2,17.0,1.7397435897435896,0.6426282051282052,3.1574358974358976
2016-06-14,0.0,1860.4681,6.0,67.0,44.0,15.0,3.2,30.0,1.8538461538461537,0.7833333333333333,3.2259615384615383
2016-06-15,-1.0,1096.4535,7.0,49.0,53.0,25.0,1.9,34.0,1.8993610223642172,1.3517571884984025,5.559648562300319
2016-06-16,0.0,912.40405,7.0,67.0,29.0,20.0,2.3,25.0,2.6782608695652175,2.190062111801242,8.362329192546584
2016-06-17,-1.0,1686.3989,7.0,44.0,27.0,12.0,2.0,24.0,2.4881562500000003,1.9424687500000002,8.579375
2016-06-18,0.0,2219.2239,6.0,51.0,28.0,14.0,1.8,25.0,1.8502884615384614,1.0069871794871794,4.024967948717949
2016-06-19,0.0,2606.2744,6.0,58.0,38.0,13.0,0.9,25.0,1.9166666666666667,0.9288461538461539,3.576666666666667
2016-06-20,0.0,2301.454,7.0,74.0,37.0,20.0,1.1,28.0,2.02724358974359,1.0711538461538461,3.646025641025641
2016-06-21,-1.0,1619.9883,7.0,46.0,35.0,14.0,0.8,25.0,3.3716923076923075,2.664307692307692,10.107876923076923
2016-06-22,0.0,2208.6597,7.0,50.0,28.0,17.0,1.7,52.0,2.1009615384615383,1.2583333333333333,4.940032051282051
2016-06-23,0.0,1208.5181,7.0,44.0,40.0,7.0,0.9,51.0,2.674074074074074,2.251543209876543,8.873179012345679
2016-06-24,0.0,1179.2146,7.0,54.0,41.0,11.0,2.9,52.0,2.340378548895899,1.8908517350157727,6.854069400630914
2016-06-25,0.0,1613.3525,6.0,58.0,35.0,14.0,2.4,48.0,2.1206349206349207,1.4977777777777779,5.657873015873016
2016-06-26,0.0,1759.7639,6.0,51.0,47.0,15.0,2.1,51.0,1.910897435897436,1.1012820512820514,4.153782051282051
2016-06-27,-1.0,1449.7412,6.0,49.0,51.0,19.0,1.5,46.0,2.051592356687898,1.5576433121019109,5.833885350318471
2016-06-28,0.0,796.99493,7.0,58.0,36.0,15.0,1.1,48.0,3.2829268292682925,2.8978658536585367,11.043140243902439
2016-06-29,-1.0,1861.3175,6.0,44.0,41.0,12.0,1.3,49.0,2.635185185185185,2.0358024691358025,8.562808641975309
2016-06-30,0.0,1737.8925,6.0,61.0,45.0,19.0,1.3,31.0,1.9535031847133757,1.1557324840764331,4.571146496815286
2016-07-01,0.0,1547.3666,6.0,51.0,25.0,15.0,2.2,29.0,2.6059561128526645,2.0661442006269595,7.328463949843259
2016-07-02,-1.0,1969.507,6.0,37.0,37.0,10.0,0.9,25.0,2.0685714285714285,1.3146031746031748,5.207428571428571
2016-07-03,-1.0,878.1105,6.0,36.0,55.0,12.0,1.1,20.0,1.9085714285714288,1.317777777777778,5.9683174603174605
2016-07-04,0.0,546.3225,6.0,31.0,30.0,13.0,1.7,13.0,3.2056379821958454,2.926112759643917,13.214955489614242
2016-07-05,-1.0,1631.4017,10.0,42.0,40.0,6.0,2.2,27.0,1.870564516129032,1.710483870967742,6.862500000000001
2016-07-06,0.0,1797.1896,11.0,58.0,46.0,11.0,3.2,35.0,2.584065934065934,1.823076923076923,4.870274725274725
2016-07-07,0.0,1645.7881,13.0,58.0,45.0,12.0,1.8,16.0,29.548000000000002,22.488000000000003,67.7296
2016-07-08,0.0,1893.2754,7.0,51.0,32.0,12.0,1.7,26.0,4.8607407407407415,3.668148148148148,11.297407407407409
2016-07-09,0.0,2472.6035,10.0,50.0,23.0,9.0,1.2,19.0,2.3,1.7347457627118643,5.419279661016949
2016-07-10,-1.0,2058.9038,6.0,39.0,28.0,9.0,1.2,12.0,1.860337552742616,1.0814345991561183,3.3548945147679325
2016-07-11,0.0,2224.5854,7.0,58.0,32.0,14.0,2.5,22.0,1.7092664092664092,0.9463320463320463,2.9454826254826254
2016-07-12,-1.0,1525.8136,10.0,46.0,37.0,22.0,1.7,27.0,3.8625730994152048,2.811111111111111,9.56
2016-07-13,-1.0,1379.0306,9.0,45.0,46.0,13.0,0.7,27.0,14.318490566037736,11.790188679245283,40.10169811320755
2016-07-14,-1.0,2413.7842,10.0,44.0,30.0,19.0,1.5,22.0,8.583505154639175,6.470103092783505,19.587628865979383
2016-07-15,-1.0,1802.9229,10.0,46.0,32.0,12.0,1.6,32.0,2.27948717948718,1.546474358974359,4.472371794871795
2016-07-16,0.0,2127.1726,11.0,77.0,34.0,14.0,1.1,26.0,2.9208722741433024,2.07196261682243,6.699813084112149
2016-07-17,0.0,2390.5325,9.0,51.0,42.0,11.0,0.4,17.0,2.045483870967742,1.5116129032258065,5.392677419354839
2016-07-18,0.0,2192.9993,11.0,50.0,40.0,16.0,1.3,25.0,2.858227848101266,2.257278481012658,7.530854430379747
2016-07-19,0.0,2051.7903,9.0,74.0,53.0,15.0,2.1,28.0,2.187220447284345,1.6079872204472845,5.375878594249202
2016-07-20,0.0,1998.3857,8.0,93.0,55.0,21.0,1.4,40.0,3.2245222929936306,2.487579617834395,9.53079617834395
2016-07-21,1.0,2207.9165,13.0,129.0,60.0,26.0,1.4,31.0,2.074679487179487,1.4403846153846154,4.792179487179488
2016-07-22,0.0,2086.0308,9.0,93.0,52.0,21.0,1.8,25.0,2.3853503184713376,1.7436305732484076,5.346114649681529
2016-07-23,0.0,2057.4705,14.0,58.0,45.0,14.0,1.4,32.0,2.8180379746835444,1.929113924050633,5.041677215189874
2016-07-24,0.0,2044.9423,14.0,64.0,54.0,16.0,3.9,22.0,2.7104761904761903,1.7898412698412698,4.657746031746032
2016-07-25,0.0,2618.5903,13.0,84.0,45.0,21.0,2.2,28.0,2.713968253968254,2.0384126984126985,5.540063492063492
2016-07-26,0.0,1733.6455,7.0,84.0,50.0,17.0,1.8,42.0,2.495819935691318,1.7762057877813504,4.879903536977492
2016-07-27,1.0,1969.6132,7.0,108.0,45.0,16.0,1.2,29.0,2.5172881355932204,1.66135593220339,4.508949152542373
2016-07-28,0.0,887.8252,9.0,51.0,42.0,16.0,1.6,33.0,3.055520504731861,2.3962145110410096,7.2200630914826505
2016-07-29,0.0,1568.017,7.0,71.0,43.0,9.0,0.5,14.0,4.001769911504424,3.46165191740413,12.641504424778763
2016-07-30,0.0,1087.4288,8.0,50.0,33.0,11.0,1.3,23.0,3.13416149068323,2.5819875776397514,8.389378881987579
2016-07-31,-1.0,1503.9952,7.0,45.0,39.0,8.0,0.6,23.0,3.499093655589124,2.9821752265861026,10.695438066465258
2016-08-01,0.0,1559.9479,8.0,50.0,41.0,11.0,0.8,19.0,2.2680511182108627,1.760702875399361,5.55632587859425
2016-08-02,0.0,1282.7855,7.0,67.0,28.0,21.0,1.8,16.0,2.2770700636942673,1.7952229299363058,5.983980891719745
2016-08-03,-1.0,979.82336,6.0,38.0,26.0,21.0,0.8,17.0,2.5363636363636366,1.9379310344827587,7.0353918495297805
2016-08-04,-1.0,1517.3198,6.0,37.0,30.0,19.0,1.4,25.0,1.9603225806451614,1.3580645161290323,4.928709677419355
2016-08-05,-1.0,898.1239,8.0,30.0,40.0,16.0,2.5,25.0,2.419811320754717,1.9072327044025157,6.809465408805031
2016-08-06,-1.0,1293.9336,8.0,45.0,22.0,10.0,0.7,20.0,2.7025078369905957,2.3288401253918494,8.141755485893418
2016-08-07,-1.0,2298.853,7.0,37.0,33.0,9.0,1.3,30.0,2.2166134185303514,1.3226837060702876,4.238051118210863
2016-08-08,-1.0,1826.0684,13.0,43.0,31.0,14.0,1.2,26.0,2.03301282051282,1.2862179487179488,4.341057692307692
2016-08-09,-1.0,797.8443,10.0,33.0,35.0,16.0,4.7,29.0,2.679779411764706,2.177205882352941,8.385514705882354
2016-08-10,-1.0,1683.6915,8.0,29.0,43.0,16.0,1.1,20.0,10.034513274336284,8.480530973451327,28.769557522123893
2016-08-11,-1.0,1718.4629,9.0,33.0,44.0,26.0,1.8,18.0,2.348397435897436,1.7621794871794871,5.05823717948718
2016-08-12,-1.0,1671.3225,9.0,40.0,35.0,21.0,2.4,22.0,2.4012820512820516,1.8083333333333336,4.982852564102564
2016-08-13,-1.0,1949.7058,7.0,43.0,26.0,0.0,1.0,14.0,2.5297124600638976,1.9731629392971246,5.443418530351438
2016-08-14,-1.0,2187.16,7.0,32.0,21.0,0.0,1.0,19.0,2.519871794871795,1.7701923076923076,4.497467948717949
2016-08-15,0.0,1909.6259,8.0,64.0,35.0,0.0,1.1,30.0,2.614240506329114,1.8879746835443039,5.556582278481013
2016-08-16,-1.0,2121.8108,8.0,48.0,20.0,9.0,7.7,25.0,3.1969325153374233,2.746932515337423,9.772576687116565
2016-08-17,-1.0,1879.2075,9.0,41.0,26.0,8.0,1.1,22.0,2.358653846153846,1.68525641025641,4.668814102564103
2016-08-18,-1.0,1635.9672,7.0,45.0,34.0,9.0,0.8,25.0,2.971604938271605,2.448148148148148,8.922685185185184
2016-08-19,0.0,1985.4327,8.0,54.0,44.0,13.0,0.9,38.0,2.1951923076923077,1.4583333333333333,4.468397435897436
2016-08-20,0.0,1857.4954,13.0,77.0,33.0,16.0,1.9,32.0,2.176923076923077,1.5169871794871794,4.777403846153846
2016-08-21,-1.0,809.7356,8.0,33.0,19.0,5.0,1.4,19.0,4.083383685800604,3.5190332326283986,12.49679758308157
2016-08-22,-1.0,2182.435,6.0,34.0,23.0,10.0,1.1,28.0,1.9528846153846153,1.2362179487179488,4.434070512820513
2016-08-23,0.0,2032.6794,8.0,50.0,28.0,14.0,1.4,29.0,1.903883495145631,1.18252427184466,4.488414239482201
2016-08-24,-1.0,1312.7261,7.0,45.0,45.0,16.0,1.0,32.0,1.9109324758842443,1.3183279742765273,4.886270096463022
2016-08-25,0.0,1525.7074,10.0,61.0,45.0,23.0,1.7,29.0,1.9627450980392158,1.5127450980392156,5.260392156862745
2016-08-26,0.0,1951.4045,8.0,50.0,49.0,16.0,0.9,40.0,2.37724358974359,1.8131410256410259,5.504423076923077
2016-08-27,0.0,1837.8004,14.0,51.0,33.0,21.0,1.5,35.0,2.2814102564102563,1.601923076923077,4.664679487179487
2016-08-28,-1.0,1521.0889,13.0,42.0,33.0,14.0,1.7,29.0,2.2506369426751593,1.6509554140127387,5.564299363057325
2016-08-29,0.0,1824.4758,11.0,64.0,36.0,19.0,1.4,35.0,2.1333333333333333,1.5064102564102564,4.821826923076923
2016-08-30,0.0,2238.4941,11.0,71.0,52.0,24.0,4.0,34.0,2.1657051282051283,1.3974358974358974,4.266858974358974
2016-08-31,0.0,1925.4985,9.0,80.0,49.0,27.0,2.2,35.0,2.114423076923077,1.5522435897435898,5.02102564102564
2017-05-01,-1.0,1959.275,3.0,30.0,24.0,40.0,2.3,19.0,2.4183629893238434,1.906334519572954,7.733345195729538
2017-05-02,-1.0,3574.4558,2.0,46.0,23.0,44.0,1.2,38.0,2.2095886075949367,1.228892405063291,5.496677215189874
2017-05-03,-1.0,1957.5892,5.0,40.0,34.0,22.0,1.1,36.0,1.3867628205128206,0.25461538461538463,2.922051282051282
2017-05-04,-1.0,1582.9434,7.0,41.0,30.0,28.0,1.8,31.0,1.374299363057325,0.5610509554140128,4.629140127388535
2017-05-05,-1.0,935.729,5.0,34.0,20.0,12.0,1.0,22.0,3.0781492537313433,2.7233731343283583,14.410358208955225
2017-05-06,-1.0,1381.508,3.0,28.0,17.0,13.0,1.0,10.0,2.1809696969696972,1.8296666666666666,11.87109090909091
2017-05-07,-1.0,2210.471,3.0,39.0,25.0,25.0,1.2,7.0,1.0511182108626198,0.39814696485623,5.1309904153354635
2017-05-08,-1.0,2924.7944,5.0,47.0,52.0,18.0,1.8,44.0,1.094600638977636,-0.043578274760383374,3.168913738019169
2017-05-09,0.0,2011.8636,8.0,51.0,52.0,17.0,1.2,36.0,1.0607692307692307,-0.013846153846153847,3.204903846153846
2017-05-10,0.0,1937.7937,7.0,93.0,52.0,22.0,0.9,39.0,1.262958199356913,0.4184565916398713,3.9673954983922832
2017-05-11,0.0,686.32764,6.0,38.0,33.0,16.0,0.8,33.0,2.5284256559766765,2.0936443148688046,15.979154518950438
2017-05-12,-1.0,996.3119,6.0,29.0,19.0,14.0,1.1,28.0,1.3233766233766235,0.9712337662337662,8.336363636363636
2017-05-13,-1.0,906.5796,3.0,30.0,31.0,6.0,0.7,20.0,5.89,4.850361445783133,44.38180722891566
2017-05-14,0.0,2900.92,7.0,61.0,20.0,26.0,1.0,20.0,1.3080448717948718,0.6423397435897436,5.02051282051282
2017-05-15,-1.0,1842.1337,2.0,47.0,38.0,15.0,2.1,15.0,1.4628205128205127,0.23256410256410256,2.726826923076923
2017-05-16,0.0,1439.5349,7.0,67.0,60.0,23.0,2.6,35.0,1.5329487179487178,0.6939102564102564,3.9305769230769227
2017-05-17,1.0,2152.1724,6.0,105.0,58.0,25.0,2.2,36.0,1.817346278317152,1.2164077669902913,4.918058252427184
2017-05-18,0.0,1954.7612,5.0,74.0,60.0,25.0,2.0,29.0,2.0812779552715654,1.4696805111821085,5.048626198083067
2017-05-19,0.0,2260.7754,5.0,45.0,44.0,24.0,1.6,31.0,2.8649529780564262,2.173134796238245,7.765830721003136
2017-05-20,-1.0,991.4174,6.0,34.0,28.0,23.0,1.4,25.0,2.500747663551402,1.9147352024922117,8.455794392523364
2017-05-21,-1.0,924.85236,3.0,39.0,32.0,20.0,1.0,19.0,1.3425961538461537,0.6475961538461539,4.268846153846154
2017-05-22,-1.0,790.96094,6.0,26.0,54.0,15.0,1.2,20.0,2.018934169278997,1.7098746081504703,9.896394984326019
2017-05-23,0.0,716.891,6.0,26.0,36.0,28.0,1.8,23.0,1.8544514106583074,1.5936363636363637,8.545862068965517
2017-05-24,-1.0,864.487,5.0,42.0,20.0,14.0,1.4,25.0,1.8677018633540372,1.5467080745341615,9.313447204968943
2017-05-25,-1.0,961.50665,5.0,39.0,27.0,2.0,1.8,25.0,3.2346974063400578,2.828876080691643,16.785590778097983
2017-05-26,-1.0,1822.4469,5.0,43.0,45.0,10.0,0.8,29.0,1.5517948717948717,1.1156089743589743,5.897211538461539
2017-05-27,-1.0,820.98047,9.0,38.0,50.0,0.0,2.1,25.0,1.5983974358974358,1.2143910256410255,5.976057692307692
2017-05-28,0.0,770.5129,6.0,39.0,37.0,0.0,0.9,15.0,1.8576971608832806,1.6323028391167194,8.198958990536278
2017-05-29,-1.0,1843.3301,5.0,44.0,42.0,0.0,1.4,11.0,2.6480547112462007,2.221914893617021,10.824316109422494
2017-05-30,-1.0,545.7471,5.0,27.0,52.0,0.0,1.0,22.0,2.208385093167702,1.9774223602484473,9.875031055900621
2017-05-31,0.0,2137.9783,5.0,58.0,41.0,12.0,1.4,29.0,3.5795058139534883,3.2366569767441864,15.583924418604651
2017-06-01,0.0,2356.653,6.0,64.0,47.0,18.0,1.5,39.0,1.7670129870129871,1.0612662337662337,4.953538961038961
2017-06-02,0.0,2777.3613,9.0,50.0,53.0,21.0,1.0,35.0,1.9775320512820513,0.8546794871794873,3.804038461538461
2017-06-03,0.0,3015.8862,9.0,64.0,56.0,23.0,1.6,33.0,1.7813504823151125,0.7752411575562701,3.52967845659164
2017-06-04,0.0,2329.0808,7.0,67.0,52.0,23.0,1.6,27.0,1.7967202572347265,1.2286495176848875,5.036012861736334
2017-06-05,0.0,580.82434,7.0,46.0,45.0,13.0,0.8,31.0,2.0286581469648564,1.6584025559105433,6.655111821086263
2017-06-06,-1.0,2345.3413,7.0,42.0,39.0,12.0,1.0,26.0,1.8631089743589742,1.2517948717948717,5.55951923076923
2017-06-07,-1.0,1075.113,5.0,29.0,41.0,9.0,1.0,25.0,2.0343260188087777,1.4928526645768023,8.13062695924765
2017-06-08,-1.0,1756.3713,7.0,49.0,47.0,14.0,0.7,31.0,1.4996805111821085,0.8609584664536741,5.0021086261980825
2017-06-09,0.0,2488.043,6.0,50.0,50.0,14.0,1.2,40.0,1.680192926045016,0.8607717041800643,4.1379742765273315
2017-06-10,0.0,2366.7139,7.0,87.0,56.0,16.0,1.2,26.0,1.8924679487179488,1.1773076923076924,4.4725
2017-06-11,0.0,2504.0315,6.0,61.0,66.0,15.0,2.0,25.0,2.1188141025641025,1.396730769230769,4.597852564102564
2017-06-12,0.0,2464.7668,6.0,64.0,64.0,19.0,1.9,27.0,2.2215434083601284,1.4849517684887459,4.5883279742765275
2017-06-13,0.0,2548.0276,6.0,80.0,61.0,19.0,1.0,25.0,2.232604501607717,1.684855305466238,5.226012861736335
2017-06-14,1.0,1685.2925,5.0,108.0,54.0,19.0,2.1,22.0,2.4189102564102565,1.7781089743589742,5.319871794871795
2017-06-15,0.0,1429.5283,5.0,49.0,57.0,17.0,1.5,30.0,1.9912861736334404,1.3639871382636657,4.776688102893891
2017-06-16,0.0,837.241,6.0,61.0,39.0,20.0,1.0,27.0,2.6961059190031156,2.1806853582554515,8.23133956386293
2017-06-17,-1.0,1124.6562,6.0,37.0,47.0,5.0,1.9,14.0,4.2367952522255194,3.8475370919881304,15.129940652818991
2017-06-18,-1.0,1423.8726,3.0,39.0,35.0,9.0,2.6,7.0,2.7538364779874214,2.325125786163522,7.950094339622642
2017-06-19,-1.0,1696.2235,3.0,32.0,33.0,11.0,0.0,11.0,3.716574074074074,3.0771296296296295,10.666759259259258
2017-06-20,0.0,2545.3083,3.0,51.0,51.0,16.0,0.0,14.0,6.451739130434783,4.816,18.058869565217393
2017-06-21,0.0,2370.1943,5.0,67.0,59.0,19.0,0.0,25.0,2.0341666666666667,1.4658333333333335,5.092564102564102
2017-06-22,0.0,1402.1193,7.0,61.0,44.0,25.0,0.0,30.0,2.1534615384615385,1.6517948717948718,5.272275641025641
2017-06-23,-1.0,1528.832,7.0,24.0,37.0,17.0,1.0,14.0,3.314018691588785,2.8728348909657324,10.18557632398754
2017-06-24,-1.0,2364.4844,6.0,47.0,38.0,14.0,1.2,30.0,2.6363492063492067,1.870920634920635,6.1777460317460315
2017-06-25,-1.0,2650.8118,6.0,46.0,43.0,15.0,1.2,11.0,2.149423076923077,1.111474358974359,3.75900641025641
2017-06-26,-1.0,2776.437,3.0,48.0,40.0,16.0,1.1,19.0,1.9313826366559486,0.6215112540192925,2.685530546623794
2017-06-27,-1.0,2919.519,3.0,46.0,39.0,16.0,1.3,30.0,1.9295317725752508,0.9016722408026756,3.658528428093646
2017-06-28,-1.0,2367.9104,6.0,48.0,53.0,16.0,2.3,25.0,9.878727272727273,4.119454545454546,19.46890909090909
2017-06-29,0.0,2449.8657,3.0,74.0,54.0,23.0,1.6,22.0,1.93375,1.2449999999999999,4.542852564102564
2017-06-30,0.0,1932.8448,5.0,54.0,40.0,26.0,1.1,25.0,2.146923076923077,1.4104166666666667,4.36974358974359
2017-07-01,-1.0,1906.1427,6.0,36.0,52.0,13.0,1.6,12.0,3.5200920245398772,2.8670552147239263,9.610521472392637
2017-07-02,0.0,2463.8423,7.0,50.0,51.0,14.0,2.4,21.0,2.3871474358974356,1.7696794871794872,5.605801282051282
2017-07-03,0.0,2534.3774,7.0,64.0,90.0,20.0,1.7,33.0,2.2469032258064514,1.5053548387096773,4.580354838709677
2017-07-04,0.0,2398.3105,9.0,80.0,68.0,32.0,2.8,31.0,2.469776357827476,1.7614057507987217,5.398306709265176
2017-07-05,0.0,1003.92554,6.0,49.0,38.0,22.0,1.2,22.0,3.2323028391167195,2.8603785488958993,10.640473186119873
2017-07-06,-1.0,519.2081,5.0,28.0,26.0,9.0,0.5,23.0,4.773476821192053,4.5119205298013245,18.0485761589404
2017-07-07,-1.0,1662.8867,3.0,47.0,31.0,8.0,0.4,22.0,3.613161094224924,3.124802431610942,11.656778115501519
2017-07-08,0.0,1935.2377,7.0,50.0,35.0,10.0,1.5,26.0,2.17448717948718,1.475801282051282,4.9394230769230765
