, AQI Value,PBLH (m),CO (ppm),O3 (ppm),PM 2.5 (ug/m3),PM 10 (ug/m3),SO2 (ppb),NO2 (ppb),Temperture (C),Dew Point Temp (C),Relative Humidity (%)
2019-06-02,0.0,2332.5244,6.0,61.0,22.0,21.0,0.8,18.0,2.2357594936708862,1.4989556962025317,5.677373417721519
2019-06-03,-1.0,2279.7815,5.0,43.0,28.0,16.0,1.7,23.0,1.7657460317460318,0.8641587301587301,4.743301587301588
2019-06-04,-1.0,1996.6853,6.0,49.0,58.0,15.0,1.3,21.0,1.514,0.39803225806451614,3.0867741935483872
2019-06-05,0.0,1599.2892,5.0,47.0,55.0,25.0,2.1,29.0,2.036,1.357873015873016,5.273396825396825
2019-06-06,0.0,1861.2976,5.0,67.0,47.0,18.0,1.3,29.0,2.280955414012739,1.6611783439490446,5.796496815286624
2019-06-07,0.0,1216.6306,6.0,61.0,37.0,16.0,1.1,26.0,1.9002884615384614,1.371378205128205,5.10323717948718
2019-06-08,0.0,1660.5619,6.0,64.0,26.0,16.0,1.5,19.0,1.8714102564102564,1.2443910256410255,4.7370833333333335
2019-06-09,-1.0,1136.5449,3.0,37.0,23.0,15.0,1.3,8.0,3.1367261904761907,2.546190476190476,11.484494047619048
2019-06-10,-1.0,601.72345,5.0,26.0,13.0,6.0,0.7,17.0,2.652175226586103,2.393021148036254,11.504380664652569
2019-06-11,-1.0,2041.9883,6.0,41.0,30.0,10.0,0.7,28.0,1.9876898734177215,1.191360759493671,5.374082278481013
2019-06-12,-1.0,1835.6133,8.0,44.0,21.0,16.0,1.5,27.0,1.6437820512820513,0.8233012820512821,3.9736217948717947
2019-06-13,-1.0,1489.7754,5.0,39.0,18.0,6.0,1.6,22.0,2.29462962962963,1.8839506172839506,9.201327160493827
2019-06-14,-1.0,2362.7578,6.0,38.0,32.0,11.0,1.3,28.0,1.511923076923077,0.6910576923076923,4.077564102564103
2019-06-15,0.0,1821.8234,7.0,50.0,52.0,0.0,1.5,26.0,1.6939102564102564,0.9072115384615385,4.1933974358974355
2019-06-16,0.0,1993.7472,6.0,47.0,46.0,20.0,1.0,18.0,1.9180769230769232,1.2286858974358974,4.435384615384615
2019-06-17,0.0,2274.853,6.0,61.0,38.0,0.0,1.2,19.0,3.1596615384615387,2.470861538461538,8.610861538461538
2019-06-18,-1.0,904.34344,5.0,37.0,36.0,0.0,1.0,19.0,3.6635207100591716,3.171627218934911,12.519408284023667
2019-06-19,-1.0,1260.512,6.0,43.0,36.0,12.0,0.6,16.0,3.0537962962962966,2.634351851851852,10.135648148148148
2019-06-20,-1.0,2265.6597,5.0,44.0,17.0,12.0,0.5,19.0,2.650282131661442,2.108871473354232,7.1617868338558
2019-06-21,-1.0,2347.9253,5.0,43.0,18.0,10.0,0.5,13.0,1.9363141025641026,1.2749358974358973,4.751282051282051
2019-06-22,-1.0,2553.9688,6.0,40.0,32.0,10.0,1.5,25.0,1.8555769230769232,0.7667307692307692,3.1839423076923077
2019-06-23,-1.0,2191.5923,10.0,44.0,45.0,10.0,1.0,22.0,1.8474358974358973,0.8972435897435898,3.6576282051282054
2019-06-24,0.0,1796.5656,6.0,51.0,34.0,15.0,2.1,23.0,1.9497749196141478,1.424372990353698,5.132186495176849
2019-06-25,-1.0,2402.8955,6.0,49.0,34.0,12.0,1.5,15.0,2.506031746031746,1.9281269841269841,6.857746031746032
2019-06-26,0.0,2492.9329,5.0,87.0,43.0,13.0,1.5,29.0,2.176121794871795,1.2338782051282051,3.7075
2019-06-27,1.0,2527.147,7.0,108.0,54.0,18.0,1.0,29.0,2.3583386581469648,1.5729712460063898,4.751277955271566
2019-06-28,1.0,2443.8389,8.0,100.0,44.0,17.0,1.5,27.0,2.393035143769968,1.6977635782747602,5.40888178913738
2019-06-29,0.0,2727.2192,9.0,67.0,27.0,14.0,1.0,25.0,3.080282131661442,2.1055485893416925,6.333636363636364
2019-06-30,-1.0,2858.3894,3.0,45.0,23.0,10.0,0.6,8.0,2.312484076433121,1.430732484076433,4.5959872611464965
2019-07-01,-1.0,2170.9785,5.0,49.0,48.0,12.0,1.7,23.0,2.0211858974358976,0.992628205128205,3.415
2019-07-02,0.0,2328.8281,6.0,84.0,38.0,21.0,1.3,26.0,2.3425396825396825,1.5718730158730159,5.087269841269841
2019-07-03,0.0,1854.8054,6.0,71.0,157.0,14.0,0.9,23.0,2.5534920634920635,1.9621904761904763,6.769269841269842
2019-07-04,1.0,498.65442,7.0,51.0,62.0,46.0,1.5,25.0,2.9616300940438873,2.3480877742946706,7.661003134796239
2019-07-05,0.0,1356.5676,7.0,58.0,55.0,19.0,0.8,16.0,3.267530487804878,2.8059146341463417,9.83435975609756
2019-07-06,0.0,1710.5563,7.0,46.0,32.0,15.0,1.0,14.0,3.4958769230769233,2.9516,9.845446153846154
2019-07-07,-1.0,938.93677,5.0,47.0,40.0,10.0,1.1,15.0,2.9211875,2.3975312499999997,8.3169375
2019-07-08,-1.0,914.43713,5.0,32.0,49.0,11.0,0.5,17.0,3.259816513761468,2.8476758409785936,10.94822629969419
2019-07-09,0.0,1474.7059,8.0,80.0,46.0,16.0,1.8,25.0,1.90849358974359,1.4402884615384615,5.391538461538461
2019-07-10,0.0,1423.1003,6.0,50.0,39.0,15.0,0.9,23.0,2.0096474358974357,1.5069871794871794,5.252403846153846
2019-07-11,-1.0,1110.908,5.0,39.0,33.0,12.0,0.8,20.0,3.3424620060790278,2.828996960486322,10.135866261398178
2019-07-12,0.0,1715.4373,5.0,61.0,51.0,12.0,1.1,15.0,2.4842767295597485,1.9447169811320753,6.925849056603774
2019-07-13,0.0,1696.9559,7.0,87.0,48.0,14.0,1.8,25.0,2.1531410256410255,1.368301282051282,4.260705128205128
2019-07-14,0.0,2407.729,9.0,64.0,43.0,18.0,0.8,26.0,2.369744408945687,1.5770607028753993,4.521757188498403
2019-07-15,0.0,2260.447,5.0,71.0,56.0,19.0,2.5,19.0,2.169326923076923,1.2964423076923077,3.9193269230769228
2019-07-16,1.0,2336.1733,6.0,101.0,56.0,24.0,2.0,26.0,2.5995541401273887,1.9446178343949045,5.807356687898089
2019-07-17,0.0,2475.3994,6.0,45.0,53.0,29.0,1.3,20.0,3.1528660436137073,2.4973520249221184,7.743520249221184
2019-07-18,0.0,1502.191,6.0,41.0,50.0,15.0,0.0,24.0,2.4787619047619045,1.968984126984127,6.166888888888889
2019-07-19,0.0,2054.2144,7.0,48.0,55.0,17.0,1.8,22.0,2.735727848101266,2.035506329113924,5.6735759493670885
2019-07-20,0.0,2538.615,8.0,47.0,54.0,21.0,0.0,20.0,2.467774193548387,1.7980967741935483,4.743258064516129
2019-07-21,0.0,2224.1953,6.0,44.0,31.0,19.0,0.0,15.0,2.924857142857143,1.9526984126984128,4.754222222222222
2019-07-22,0.0,2318.2605,6.0,50.0,25.0,14.0,0.0,23.0,2.69006329113924,1.9515822784810128,5.7512025316455695
2019-07-23,-1.0,741.18646,3.0,31.0,35.0,11.0,0.9,9.0,2.2598101265822788,1.8471202531645572,7.595696202531645
2019-07-24,-1.0,1882.8118,6.0,43.0,39.0,12.0,1.8,24.0,2.2011464968152867,1.5729299363057323,6.213566878980892
2019-07-25,-1.0,2236.99,9.0,47.0,60.0,16.0,2.5,31.0,1.879647435897436,1.206025641025641,4.658108974358974
2019-07-26,0.0,2432.4658,11.0,74.0,52.0,20.0,1.6,29.0,2.0241157556270095,1.2683922829581995,4.4589067524115755
2019-07-27,0.0,2374.6523,7.0,80.0,50.0,21.0,3.1,28.0,2.0403846153846152,1.3267628205128206,4.522179487179487
2019-07-28,0.0,2406.4023,6.0,77.0,56.0,18.0,2.0,22.0,2.138717948717949,1.411570512820513,4.441089743589743
2019-07-29,0.0,2392.3281,6.0,87.0,56.0,22.0,2.1,22.0,2.220833333333333,1.5352564102564104,4.646442307692308
2019-07-30,1.0,3116.4175,6.0,105.0,37.0,24.0,2.9,24.0,2.2622756410256413,1.555352564102564,4.5845192307692315
2019-07-31,0.0,1278.4247,6.0,51.0,40.0,16.0,3.0,26.0,2.105801282051282,1.4575320512820513,4.668782051282052
2019-08-01,0.0,2177.6602,6.0,93.0,33.0,20.0,2.3,24.0,2.053397435897436,1.4984294871794872,5.139935897435897
2019-08-02,0.0,1674.9204,6.0,71.0,40.0,13.0,0.8,21.0,2.8987306501547985,2.240433436532508,8.23452012383901
2019-08-03,0.0,1797.229,6.0,77.0,40.0,14.0,1.9,16.0,2.238974358974359,1.727147435897436,5.9087499999999995
2019-08-04,0.0,2352.8064,5.0,71.0,55.0,15.0,0.7,23.0,2.360923566878981,1.6082165605095542,4.989203821656051
2019-08-05,0.0,1803.2473,6.0,87.0,49.0,21.0,3.6,25.0,2.6130599369085172,1.7457728706624605,5.509779179810725
2019-08-06,1.0,2274.237,6.0,119.0,53.0,19.0,3.6,27.0,2.0890384615384616,1.4877564102564103,4.915192307692307
2019-08-07,0.0,2572.4026,6.0,54.0,38.0,17.0,2.6,23.0,3.5416257668711655,2.768312883435583,9.735920245398773
2019-08-08,0.0,2610.7395,6.0,58.0,35.0,15.0,1.6,25.0,2.4182018927444795,1.7029337539432179,6.059432176656151
2019-08-09,0.0,2682.817,3.0,50.0,28.0,13.0,1.2,19.0,2.5310543130990415,1.4105750798722045,4.021757188498403
2019-08-10,-1.0,2573.54,3.0,47.0,24.0,16.0,1.3,26.0,1.945705128205128,0.9513461538461538,3.4906089743589743
2019-08-11,-1.0,2353.4697,6.0,40.0,51.0,12.0,1.7,25.0,1.9488461538461537,0.9696794871794873,3.614679487179487
2019-08-12,0.0,2159.321,8.0,80.0,57.0,24.0,1.5,25.0,2.028621794871795,1.3621794871794872,4.638461538461539
2019-08-13,0.0,633.8999,6.0,47.0,53.0,22.0,1.2,19.0,2.200777027027027,1.648277027027027,5.397229729729729
2019-08-14,0.0,1171.612,6.0,51.0,56.0,21.0,1.8,19.0,2.772295597484277,2.2989622641509437,7.749528301886792
2019-08-15,0.0,853.9226,3.0,48.0,45.0,21.0,1.9,25.0,2.63159375,2.1509687499999997,7.56021875
2019-08-16,-1.0,1292.878,7.0,47.0,46.0,22.0,1.8,21.0,2.662875,2.1801874999999997,7.60665625
2019-08-17,0.0,1585.0728,8.0,58.0,45.0,16.0,1.7,20.0,2.632358490566038,2.138616352201258,7.041761006289309
2019-08-18,-1.0,1817.4636,8.0,47.0,43.0,16.0,0.0,17.0,2.6840694006309147,2.0236593059936907,6.142271293375394
2019-08-19,0.0,2268.598,6.0,71.0,35.0,17.0,0.0,21.0,2.8800946372239746,2.031577287066246,5.752807570977917
2019-08-20,0.0,1712.4991,5.0,84.0,33.0,17.0,0.0,20.0,3.938753799392097,2.8872644376899697,8.810668693009118
2019-08-21,-1.0,1847.9816,6.0,42.0,43.0,15.0,0.0,22.0,4.3299029126213595,3.4740291262135923,12.23388349514563
2019-08-22,0.0,1940.72,7.0,80.0,34.0,16.0,0.9,22.0,26.545428571428573,19.329714285714285,58.582857142857144
2019-08-23,-1.0,635.65326,5.0,25.0,28.0,12.0,0.9,13.0,2.3750155763239875,1.9801246105919004,8.179595015576325
2019-08-24,-1.0,2214.291,6.0,34.0,26.0,11.0,1.2,18.0,1.6883974358974358,1.0403846153846152,4.701698717948718
2019-08-25,-1.0,1668.9021,6.0,33.0,26.0,13.0,1.0,14.0,1.7129807692307695,1.077724358974359,4.640833333333333
2019-08-26,-1.0,1168.6266,5.0,30.0,36.0,20.0,0.9,17.0,1.9885488958990536,1.4269085173501577,6.560504731861198
2019-08-27,-1.0,596.22644,6.0,35.0,28.0,22.0,1.7,22.0,1.963111111111111,1.474,6.354857142857143
2019-08-28,-1.0,959.59796,5.0,33.0,30.0,16.0,1.1,20.0,2.3462068965517244,1.9298746081504703,7.826583072100313
2019-08-29,-1.0,2007.0632,7.0,47.0,41.0,19.0,1.2,30.0,1.8861858974358974,1.070128205128205,4.192788461538462
2019-08-30,0.0,2174.343,9.0,77.0,45.0,23.0,2.6,28.0,1.905144694533762,1.1981028938906753,4.525787781350482
2019-08-31,0.0,1970.6692,7.0,90.0,35.0,21.0,1.5,25.0,2.0459294871794875,1.347948717948718,4.553653846153846
2020-05-01,-1.0,1727.9636,3.0,36.0,19.0,8.0,0.6,19.0,1.5234169278996865,1.1020689655172413,8.183134796238244
2020-05-02,-1.0,1659.9753,5.0,45.0,37.0,9.0,0.3,13.0,1.2467628205128205,0.48759615384615385,4.152820512820513
2020-05-03,-1.0,1091.7184,6.0,41.0,15.0,14.0,0.3,13.0,1.3900641025641025,0.947628205128205,5.363141025641026
2020-05-04,-1.0,2391.1687,5.0,43.0,18.0,19.0,1.8,8.0,2.1466770186335404,1.3193167701863353,7.398540372670808
2020-05-05,-1.0,1066.6512,5.0,34.0,17.0,11.0,1.2,17.0,0.9673311897106108,0.1937299035369775,3.6663665594855304
2020-05-06,-1.0,1447.4161,3.0,34.0,17.0,8.0,1.2,19.0,1.7163126843657819,1.3666961651917404,13.280029498525074
2020-05-07,-1.0,2890.8748,6.0,48.0,23.0,13.0,1.2,31.0,1.2379937304075235,0.2342319749216301,5.866394984326019
2020-05-08,-1.0,2069.3884,7.0,44.0,13.0,17.0,1.5,31.0,1.1970287539936102,0.3373801916932907,4.01444089456869
2020-05-09,-1.0,2458.236,3.0,36.0,20.0,0.0,0.5,20.0,0.6176996805111821,-0.2764856230031949,4.376198083067092
2020-05-10,-1.0,1911.6189,5.0,44.0,14.0,0.0,1.1,21.0,0.8011217948717948,-0.18644230769230768,3.2782371794871796
2020-05-11,-1.0,2045.4978,5.0,34.0,14.0,0.0,1.2,25.0,1.0167307692307692,0.27310897435897435,4.141955128205128
2020-05-12,-1.0,2378.0725,3.0,43.0,36.0,12.0,1.1,28.0,0.8872435897435897,-0.07012820512820513,3.3949358974358974
2020-05-13,0.0,2767.5342,7.0,51.0,49.0,18.0,1.2,30.0,1.1018064516129031,0.07135483870967742,3.3821612903225806
2020-05-14,-1.0,1005.2623,6.0,43.0,46.0,23.0,1.5,25.0,1.2008333333333332,0.7074358974358974,5.084711538461539
2020-05-15,-1.0,1885.3239,8.0,48.0,31.0,25.0,1.1,16.0,1.6914102564102564,1.1673397435897435,5.30224358974359
2020-05-16,-1.0,1860.3591,9.0,48.0,24.0,14.0,1.4,19.0,1.8404487179487181,1.0749358974358973,4.280769230769231
2020-05-17,-1.0,957.12317,9.0,37.0,28.0,12.0,1.2,9.0,1.5382165605095541,1.085828025477707,5.864394904458599
2020-05-18,-1.0,903.7659,8.0,38.0,29.0,19.0,1.4,16.0,1.728944099378882,1.3254037267080745,8.314285714285713
2020-05-19,-1.0,1679.2106,7.0,42.0,28.0,26.0,1.5,23.0,1.3229807692307691,0.4781730769230769,3.8570833333333336
2020-05-20,-1.0,1314.0999,7.0,36.0,38.0,20.0,1.9,16.0,1.1071704180064308,0.3467524115755627,4.023311897106109
2020-05-21,-1.0,1064.9631,8.0,37.0,41.0,31.0,1.1,15.0,1.2824444444444443,0.8372380952380953,6.152444444444445
2020-05-22,-1.0,456.49634,8.0,31.0,40.0,0.0,0.8,14.0,2.7748640483383684,2.500543806646526,13.250785498489426
2020-05-23,-1.0,1672.6112,9.0,42.0,30.0,0.0,1.0,25.0,2.0877044025157234,1.622861635220126,7.178050314465408
2020-05-24,-1.0,712.79517,10.0,29.0,28.0,10.0,1.6,10.0,1.8791249999999997,1.56065625,8.226375
2020-05-25,-1.0,1010.73615,10.0,39.0,36.0,12.0,0.7,20.0,1.6673333333333336,1.252952380952381,6.373238095238095
2020-05-26,-1.0,1100.4663,11.0,34.0,25.0,13.0,2.1,18.0,1.7570700636942675,1.365891719745223,6.226560509554139
2020-05-27,-1.0,1024.0371,8.0,30.0,27.0,9.0,1.5,11.0,2.230375,1.8221875,7.841125
2020-05-28,-1.0,675.70605,8.0,20.0,45.0,10.0,1.9,6.0,2.7225696594427244,2.458513931888545,9.974303405572755
2020-05-29,-1.0,1152.4934,8.0,36.0,28.0,15.0,1.7,7.0,2.6935093167701867,2.3430124223602484,8.733198757763976
2020-05-30,-1.0,2679.3386,7.0,48.0,34.0,12.0,1.4,11.0,1.8794551282051282,1.1659615384615383,4.652403846153846
2020-05-31,-1.0,2743.6948,6.0,40.0,30.0,11.0,1.9,6.0,1.6280448717948717,0.5389423076923077,3.1072115384615384
2020-06-01,-1.0,2711.2097,8.0,44.0,36.0,0.0,1.3,18.0,1.4403846153846154,0.3120512820512821,2.9995833333333333
2020-06-02,-1.0,1083.6868,9.0,44.0,91.0,0.0,1.7,24.0,1.465096153846154,0.743974358974359,4.26073717948718
2020-06-03,0.0,2281.9478,10.0,74.0,56.0,0.0,1.1,29.0,2.005865384615385,1.305224358974359,4.5804807692307685
2020-06-04,0.0,2343.5413,9.0,74.0,35.0,0.0,1.2,30.0,2.2559744408945686,1.5207987220447283,4.680830670926517
2020-06-05,-1.0,1782.1904,8.0,40.0,40.0,0.0,0.9,17.0,3.953032069970846,3.4535276967930026,13.986413994169096
2020-06-06,0.0,2118.8577,9.0,54.0,28.0,0.0,0.8,19.0,2.3759621451104103,1.9025867507886436,7.012523659305993
2020-06-07,-1.0,2412.0923,9.0,44.0,34.0,0.0,0.9,25.0,1.9201923076923078,0.93875,3.51375
2020-06-08,0.0,1840.6635,11.0,50.0,59.0,0.0,0.6,23.0,1.7840384615384615,0.8791025641025642,3.7883653846153846
2020-06-09,0.0,1838.9752,9.0,67.0,53.0,0.0,2.0,27.0,1.9260897435897437,1.3584615384615386,4.929711538461539
2020-06-10,0.0,1510.084,9.0,34.0,35.0,0.0,1.7,12.0,2.4623417721518988,2.0401265822784813,6.71243670886076
2020-06-11,-1.0,1595.9263,7.0,42.0,24.0,0.0,2.1,16.0,3.446151515151515,2.900818181818182,10.315090909090909
2020-06-12,0.0,3038.0034,6.0,61.0,19.0,0.0,1.2,11.0,2.0315384615384615,1.0313141025641026,3.5451282051282047
2020-06-13,-1.0,2484.224,7.0,44.0,24.0,0.0,1.7,19.0,1.7818589743589746,0.8010576923076923,3.43323717948718
2020-06-14,-1.0,1906.145,8.0,46.0,42.0,0.0,1.6,19.0,1.6412179487179486,0.7437179487179487,3.676121794871795
2020-06-15,-1.0,1887.4214,8.0,44.0,30.0,0.0,1.2,14.0,1.6307051282051281,0.8866346153846154,4.238910256410256
2020-06-16,-1.0,1631.941,7.0,44.0,25.0,18.0,2.6,15.0,1.6282692307692308,0.8941025641025641,4.240224358974359
2020-06-17,-1.0,986.33405,7.0,23.0,27.0,9.0,1.1,14.0,2.6708562691131497,2.2479510703363914,10.848562691131498
2020-06-18,-1.0,1309.3422,5.0,35.0,40.0,11.0,1.7,23.0,2.8868072289156625,2.526897590361446,11.35234939759036
2020-06-19,-1.0,1528.0914,5.0,34.0,33.0,12.0,3.9,19.0,1.9895222929936307,1.6019745222929935,6.280445859872612
2020-06-20,-1.0,633.44995,6.0,31.0,33.0,11.0,1.9,14.0,2.8445987654320986,2.4403703703703705,10.141388888888889
2020-06-21,-1.0,1310.2119,6.0,38.0,40.0,9.0,0.5,10.0,2.6874691358024694,2.2542283950617286,8.901172839506174
2020-06-22,-1.0,1423.0652,5.0,44.0,45.0,14.0,2.0,17.0,2.157452229299363,1.7380891719745222,6.1835668789808915
2020-06-23,-1.0,1451.1506,5.0,45.0,25.0,16.0,1.3,19.0,2.0242811501597444,1.6916932907348243,6.293674121405751
2020-06-24,0.0,2699.29,5.0,51.0,38.0,11.0,1.1,18.0,2.0703846153846155,1.2761858974358975,4.23025641025641
2020-06-25,0.0,1961.1904,6.0,50.0,33.0,16.0,1.8,26.0,2.169032258064516,1.4356451612903227,4.976548387096774
2020-06-26,0.0,2320.162,5.0,64.0,53.0,15.0,1.4,20.0,2.090541401273885,1.295955414012739,4.848216560509554
2020-06-27,0.0,1821.7352,7.0,45.0,43.0,19.0,2.1,20.0,2.4035238095238096,1.6252698412698414,5.065238095238095
2020-06-28,-1.0,1432.5804,8.0,38.0,43.0,14.0,2.4,15.0,2.1466666666666665,1.5862179487179486,5.063365384615385
2020-06-29,-1.0,2367.9434,6.0,40.0,39.0,14.0,0.7,27.0,2.2040705128205125,1.410929487179487,4.301217948717949
2020-06-30,-1.0,2323.8457,8.0,46.0,41.0,19.0,1.3,24.0,2.174326923076923,1.2895192307692307,3.9869230769230772
2020-07-01,0.0,1563.6459,6.0,51.0,46.0,20.0,1.2,23.0,2.3556687898089175,1.7705414012738856,6.0656687898089166
2020-07-02,-1.0,1966.5107,7.0,44.0,55.0,15.0,1.2,25.0,2.115948553054662,1.4203215434083603,4.6992604501607715
2020-07-03,0.0,2355.0005,6.0,48.0,166.0,21.0,1.0,23.0,2.325480769230769,1.378429487179487,3.7704166666666663
2020-07-04,1.0,1949.4242,8.0,45.0,66.0,38.0,4.4,29.0,2.6587341772151896,1.7507278481012658,4.864905063291139
2020-07-05,0.0,1439.2821,8.0,45.0,55.0,22.0,2.4,13.0,2.7351097178683386,2.1656112852664577,6.971755485893416
2020-07-06,0.0,2045.6514,5.0,48.0,53.0,20.0,0.0,16.0,3.0819062500000003,2.43165625,7.801531249999999
2020-07-07,0.0,1208.7155,5.0,50.0,52.0,16.0,0.0,18.0,5.479966101694915,4.762915254237288,18.265016949152542
2020-07-08,0.0,1639.8705,5.0,42.0,36.0,17.0,3.2,16.0,2.276483870967742,1.7656774193548388,5.707483870967741
2020-07-09,-1.0,1531.8259,5.0,33.0,22.0,14.0,1.5,17.0,2.5120504731861195,2.0259305993690853,6.793438485804416
2020-07-10,-1.0,1433.9617,5.0,31.0,26.0,10.0,1.7,18.0,2.623659305993691,2.1057728706624603,6.913280757097793
2020-07-11,-1.0,2352.8518,5.0,44.0,29.0,8.0,1.0,12.0,2.3496178343949046,1.7089490445859874,5.388057324840764
2020-07-12,-1.0,2094.0464,3.0,46.0,36.0,11.0,2.1,22.0,2.218338658146965,1.4233546325878594,4.389329073482428
2020-07-13,-1.0,2198.6633,3.0,44.0,28.0,13.0,2.1,19.0,2.070320512820513,1.3962179487179487,4.74125
2020-07-14,-1.0,2546.4316,5.0,44.0,43.0,12.0,1.1,27.0,2.3975316455696203,1.5300632911392404,5.1719303797468354
2020-07-15,0.0,2215.4429,6.0,77.0,41.0,15.0,0.7,21.0,2.123910256410256,1.3609935897435896,4.336474358974359
2020-07-16,-1.0,1549.066,5.0,41.0,49.0,19.0,0.7,17.0,2.512610062893082,2.04562893081761,7.086006289308176
2020-07-17,0.0,2278.0085,6.0,54.0,46.0,14.0,1.0,19.0,2.606,2.020380952380952,6.4821904761904765
2020-07-18,0.0,2760.8325,7.0,87.0,54.0,13.0,4.2,18.0,2.396025641025641,1.5046474358974358,4.1176602564102565
2020-07-19,0.0,2558.607,6.0,61.0,46.0,16.0,1.7,22.0,2.389775641025641,1.7175961538461537,4.728814102564103
2020-07-20,-1.0,2462.4822,6.0,49.0,40.0,15.0,1.5,20.0,3.311682242990654,2.341651090342679,6.329750778816199
2020-07-21,1.0,2337.8628,5.0,100.0,46.0,16.0,1.8,22.0,3.4564285714285714,2.5645578231292516,7.876496598639456
2020-07-22,0.0,1709.24,5.0,50.0,33.0,10.0,1.6,15.0,4.022740963855422,3.5473795180722894,13.186204819277108
2020-07-23,0.0,1668.7233,5.0,67.0,30.0,11.0,1.4,23.0,2.386835443037975,2.008987341772152,7.029493670886077
2020-07-24,-1.0,684.40283,3.0,43.0,38.0,6.0,1.2,18.0,3.1046341463414637,2.738658536585366,10.252591463414634
2020-07-25,0.0,1231.3782,5.0,64.0,50.0,12.0,0.7,13.0,2.2108626198083066,1.7812779552715654,5.900575079872205
2020-07-26,0.0,2504.4314,6.0,51.0,54.0,15.0,1.1,20.0,2.326217948717949,1.6551602564102563,4.8412500000000005
2020-07-27,0.0,2427.0813,7.0,50.0,33.0,18.0,1.5,21.0,2.3817948717948716,1.5752884615384615,4.2095192307692315
2020-07-28,-1.0,1749.9102,5.0,42.0,31.0,11.0,2.4,18.0,2.320320512820513,1.6811858974358973,4.767596153846154
2020-07-29,0.0,2257.392,5.0,84.0,40.0,13.0,2.0,33.0,2.216698717948718,1.4875,4.6581730769230765
2020-07-30,0.0,2177.791,6.0,77.0,29.0,16.0,1.1,17.0,2.6162420382165603,1.9411146496815286,5.82843949044586
2020-07-31,-1.0,411.42664,7.0,38.0,38.0,6.0,0.4,14.0,3.0762576687116563,2.7927914110429444,11.002852760736197
2020-08-01,-1.0,900.3384,7.0,46.0,48.0,13.0,0.8,11.0,2.330349206349206,1.918984126984127,6.495492063492064
2020-08-02,-1.0,1972.8031,7.0,34.0,24.0,20.0,0.4,8.0,2.926947040498442,2.432772585669782,7.83398753894081
2020-08-03,-1.0,1484.71,6.0,48.0,21.0,10.0,0.4,15.0,2.9077399380804954,2.289907120743034,8.160557275541796
2020-08-04,-1.0,1480.5662,5.0,31.0,38.0,6.0,1.4,18.0,3.1168987341772154,2.679240506329114,10.75246835443038
2020-08-05,0.0,1710.3655,6.0,51.0,40.0,12.0,1.2,19.0,2.242,1.6864444444444444,5.948666666666666
2020-08-06,-1.0,1085.8353,7.0,47.0,25.0,10.0,1.1,23.0,2.8262111801242233,2.3358695652173913,8.331708074534161
2020-08-07,-1.0,1066.1396,5.0,40.0,27.0,6.0,0.6,18.0,2.427192429022082,2.049116719242902,7.511829652996846
2020-08-08,-1.0,1060.6147,6.0,47.0,38.0,10.0,1.2,20.0,3.433850746268657,2.994,11.735611940298506
2020-08-09,-1.0,1264.6818,8.0,43.0,53.0,12.0,1.8,16.0,2.508607594936709,2.068924050632911,6.970189873417722
2020-08-10,0.0,1729.9587,6.0,58.0,56.0,15.0,2.2,33.0,3.167663551401869,2.6081775700934577,8.501728971962617
2020-08-11,0.0,1480.1569,6.0,45.0,43.0,19.0,2.4,23.0,2.332524916943522,1.9632225913621264,6.444551495016611
2020-08-12,0.0,1404.6486,6.0,50.0,33.0,14.0,1.0,25.0,2.859375,2.383875,7.91396875
2020-08-13,-1.0,451.73877,5.0,41.0,40.0,9.0,2.3,20.0,3.3780362537764352,3.029335347432024,11.40012084592145
2020-08-14,-1.0,1039.947,3.0,40.0,52.0,14.0,0.8,12.0,2.821433021806854,2.458816199376947,9.015171339563862
2020-08-15,0.0,702.46136,5.0,34.0,27.0,20.0,1.1,15.0,1.9237820512820514,1.5413141025641026,5.702980769230769
2020-08-16,-1.0,603.9321,6.0,31.0,38.0,8.0,0.8,16.0,2.4376307692307693,2.1432307692307693,9.735938461538462
2020-08-17,-1.0,1306.0681,8.0,41.0,36.0,10.0,1.1,21.0,1.9861464968152867,1.6442675159235667,6.799394904458599
2020-08-18,-1.0,1939.3973,6.0,46.0,33.0,16.0,0.9,25.0,1.899774919614148,1.3912218649517685,5.341318327974276
2020-08-19,-1.0,1283.303,8.0,43.0,37.0,13.0,1.8,21.0,1.876923076923077,1.4019551282051284,5.364551282051282
2020-08-20,-1.0,1173.8772,6.0,49.0,41.0,17.0,1.3,24.0,1.8725,1.3829807692307692,5.310833333333333
2020-08-21,-1.0,1091.8718,6.0,44.0,33.0,15.0,2.5,22.0,2.026910828025478,1.6616878980891718,6.39047770700637
2020-08-22,-1.0,641.22595,6.0,36.0,26.0,9.0,1.8,20.0,2.4657680250783702,2.116677115987461,7.872288401253919
2020-08-23,-1.0,1008.741,6.0,43.0,38.0,9.0,0.8,15.0,2.59423197492163,2.2127899686520376,7.784231974921631
2020-08-24,-1.0,1117.3483,5.0,44.0,49.0,11.0,1.9,18.0,2.6582758620689657,2.214796238244514,7.451316614420062
2020-08-25,-1.0,2043.3492,5.0,46.0,32.0,19.0,1.4,18.0,2.403184713375796,1.8588853503184712,6.0524203821656055
2020-08-26,-1.0,2115.6348,5.0,40.0,37.0,18.0,1.2,10.0,2.175891719745223,1.4853184713375795,5.100254777070064
