Date, AQI Value,PBLH (m),CO (ppm),O3 (ppm),PM 2.5 (ug/m3),PM 10 (ug/m3),SO2 (ppb),NO2 (ppb)
05/01/2015,34,1204.6677,6,34,28,21,3.5,29
05/02/2015,44,2706.1846,6,44,42,21,1.4,28
05/03/2015,71,3067.0312,6,71,52,27,3.3,31
05/04/2015,64,2600.774,5,64,58,37,1.8,29
05/05/2015,77,2066.5188,5,77,61,44,1.8,24
05/06/2015,61,1456.2689,9,61,56,39,1.4,27
05/07/2015,67,1339.9618,5,67,54,38,2.4,18
05/08/2015,87,1658.4385,6,87,30,32,0.8,33
05/09/2015,36,1350.6713,5,36,50,19,0.6,10
05/10/2015,50,1376.2054,3,37,50,33,0.9,7
05/11/2015,50,1241.7063,5,34,40,32,0.8,14
05/12/2015,50,3027.3271,6,50,28,38,3.4,19
05/13/2015,35,1780.5913,5,35,24,29,1.4,5
05/14/2015,54,1745.4233,6,54,35,15,2.1,11
05/15/2015,54,1224.2627,3,54,57,20,2.1,18
05/16/2015,57,1815.1514,3,54,47,21,1.5,12
05/17/2015,47,1545.7323,5,36,52,14,0.6,18
05/18/2015,52,1319.7589,6,48,33,17,0.6,17
05/19/2015,46,2186.8945,5,46,30,15,1,7
05/20/2015,37,1697.5349,3,37,29,17,3.3,10
05/21/2015,30,827.82697,6,30,34,10,2.8,16
05/22/2015,58,2960.6855,5,58,28,18,0.6,7
05/23/2015,58,1928.8865,3,58,43,12,1.2,15
05/24/2015,84,2405.7598,3,84,51,17,1.5,12
05/25/2015,51,1697.6752,3,50,52,22,1,6
05/26/2015,52,1806.8738,3,49,38,20,2.5,7
05/27/2015,39,1786.7644,5,39,43,20,1,16
05/28/2015,58,2009.2772,5,58,53,16,2.5,25
05/29/2015,53,1153.8798,6,44,32,22,1.1,11
05/30/2015,41,1961.3888,3,41,41,20,0.9,7
05/31/2015,41,2086.4412,2,36,33,20,0.7,6
06/01/2015,42,1803.7874,5,42,21,15,0,25
06/02/2015,21,472.6858,6,19,20,3,0,21
06/03/2015,20,700.5766,6,20,26,5,3.7,20
06/04/2015,27,627.15393,5,21,34,9,4.1,27
06/05/2015,34,834.4678,8,21,32,6,2,28
06/06/2015,44,1640.5271,9,44,25,9,0.5,22
06/07/2015,40,1361.3806,6,40,40,12,1.2,20
06/08/2015,44,1412.5427,6,44,39,17,1.5,26
06/09/2015,58,2306.8962,5,58,71,14,5.4,25
06/10/2015,71,1689.4911,7,71,89,27,2.3,37
06/11/2015,126,1411.1396,7,126,55,37,2.8,32
06/12/2015,58,2013.0653,7,58,47,20,1.7,28
06/13/2015,47,1291.746,7,47,55,13,2,36
06/14/2015,58,1780.3108,7,58,39,17,1.3,25
06/15/2015,39,1825.8141,7,34,28,14,1.7,25
06/16/2015,36,2164.1196,5,36,43,12,2.1,18
06/17/2015,51,987.6265,6,51,37,16,0.8,34
06/18/2015,39,1687.9011,7,39,52,12,0.4,29
06/19/2015,52,1666.4354,7,36,49,18,0.6,21
06/20/2015,49,1383.688,6,44,31,16,0.9,24
06/21/2015,39,1999.316,5,39,40,8,0.6,10
06/22/2015,64,1845.3623,5,64,57,12,2.5,33
06/23/2015,57,2040.0493,5,39,26,25,2.6,25
06/24/2015,47,1859.2051,5,47,53,10,2.6,36
06/25/2015,80,1709.1328,8,80,54,15,4.3,33
06/26/2015,61,1066.0532,9,61,27,14,2.3,34
06/27/2015,37,759.9695,7,37,11,4,1.6,21
06/28/2015,34,1677.519,3,34,39,1,1.1,14
06/29/2015,45,2099.4421,5,45,50,10,1.5,31
06/30/2015,51,1860.4678,6,51,62,13,2.2,31
07/01/2015,62,1917.7094,11,51,81,23,2.4,34
07/02/2015,81,657.131,11,35,75,27,1.6,34
07/03/2015,75,1217.5751,11,61,97,23,4.3,34
07/04/2015,97,893.2059,8,49,73,29,6.5,23
07/05/2015,73,786.3923,7,48,53,22,2,23
07/06/2015,53,1582.2566,7,31,61,13,0.9,25
07/07/2015,61,1775.5874,6,54,63,20,1.9,22
07/08/2015,63,1393.883,6,31,41,22,1.5,25
07/09/2015,41,1649.553,6,31,38,17,1.8,22
07/10/2015,47,1109.4988,5,47,59,13,2.7,11
07/11/2015,59,1728.0731,8,51,63,17,3.8,31
07/12/2015,100,1650.6753,10,100,60,21,1.3,44
07/13/2015,60,850.6488,8,42,44,18,2.4,36
07/14/2015,45,1149.437,7,45,24,11,1.2,25
07/15/2015,43,1467.3524,5,43,30,7,1.7,18
07/16/2015,50,1716.1946,7,50,44,11,2.2,29
07/17/2015,44,1030.511,7,41,47,19,3.8,30
07/18/2015,49,947.9222,6,49,63,12,6.2,27
07/19/2015,63,1754.3088,6,61,54,16,2.6,27
07/20/2015,54,1573.1372,6,54,50,14,1.7,32
07/21/2015,50,1586.0447,8,44,30,15,2,24
07/22/2015,47,1835.7285,3,47,43,11,1.6,15
07/23/2015,49,1854.9961,6,49,44,13,2.2,41
07/24/2015,47,2233.5671,9,47,52,16,2.7,40
07/25/2015,58,1776.5227,8,58,52,22,1.5,42
07/26/2015,54,1624.5798,6,54,58,16,3.2,22
07/27/2015,58,891.1482,7,45,57,14,1.9,29
07/28/2015,77,1627.947,9,77,49,20,1.4,29
07/29/2015,49,1178.9463,6,38,55,20,2,24
07/30/2015,55,1009.46625,6,44,46,15,5.5,27
07/31/2015,50,1991.3191,9,50,69,19,2.7,41
08/01/2015,69,2453.04,8,58,41,16,1.9,29
08/02/2015,47,2021.4364,8,47,42,14,3.3,32
08/03/2015,71,2081.4373,6,71,46,16,1.4,24
08/04/2015,61,2186.3335,6,61,52,16,1.7,31
08/05/2015,77,2297.73,9,77,52,15,3.4,29
08/06/2015,52,748.8392,9,50,40,21,2.9,33
08/07/2015,49,1073.7695,8,49,37,13,1.4,32
08/08/2015,45,1885.2537,7,45,34,12,2.7,27
08/09/2015,51,1512.2478,7,51,44,12,1.2,25
08/10/2015,44,1053.3795,6,33,39,14,1.5,27
08/11/2015,45,1897.3661,5,45,25,9,0.9,23
08/12/2015,34,2324.9011,7,34,24,8,2.3,15
08/13/2015,45,1978.8793,6,45,48,10,3.2,34
08/14/2015,100,2038.6462,10,100,44,17,3.1,33
08/15/2015,87,1646.6534,7,87,48,16,1.8,32
08/16/2015,90,2057.119,7,90,53,17,3.1,23
08/17/2015,84,2092.6143,7,84,60,22,3,33
08/18/2015,60,1711.705,7,54,47,24,1,31
08/19/2015,47,1441.1167,6,37,39,17,2.3,25
08/20/2015,39,652.9688,6,33,30,13,1.5,23
08/21/2015,48,1670.2703,8,48,30,11,3.2,33
08/22/2015,49,2035.8403,7,49,36,11,3.4,37
08/23/2015,84,1899.0964,8,84,54,13,2.8,31
08/24/2015,54,1794.3406,6,54,47,19,2.3,40
08/25/2015,49,2052.91,7,49,38,15,3.5,32
08/26/2015,45,1811.4569,7,45,38,15,2.9,38
08/27/2015,41,1750.0063,8,41,49,12,1.8,33
08/28/2015,61,1835.6818,8,61,45,15,1.9,38
08/29/2015,77,1874.7313,7,77,53,19,2.3,33
08/30/2015,71,1543.4408,5,71,56,18,2.6,25
08/31/2015,67,1013.86224,5,67,59,22,2.2,31
05/01/2016,31,533.6881,9,31,21,6,0.7,17
05/02/2016,30,1379.7738,10,30,41,11,1.4,21
05/03/2016,41,1112.3262,10,30,25,13,2.3,20
05/04/2016,25,683.65625,9,24,27,8,1.8,21
05/05/2016,27,930.1348,10,22,15,9,1.2,20
05/06/2016,20,626.32324,9,20,19,5,1,15
05/07/2016,32,1502.1903,9,32,23,5,1.4,24
05/08/2016,43,2592.472,8,43,38,12,1.1,14
05/09/2016,38,661.83777,11,28,48,15,2.1,30
05/10/2016,48,654.40576,10,31,54,19,0.9,27
05/11/2016,54,250.26147,10,22,56,16,0.9,22
05/12/2016,56,676.7019,10,31,55,17,1.1,25
05/13/2016,55,1821.1313,9,40,37,20,0.7,29
05/14/2016,42,1967.4365,10,42,22,15,1,25
05/15/2016,43,2733.3093,7,43,23,12,1.5,12
05/16/2016,43,1766.2404,8,43,35,12,1,29
05/17/2016,35,352.55835,10,31,53,14,1.5,25
05/18/2016,53,1342.4543,10,37,54,20,2.1,28
05/19/2016,54,1591.2687,9,46,48,21,1.5,41
05/20/2016,51,2066.4421,14,51,29,22,1.6,36
05/21/2016,38,661.307,8,38,25,10,0.5,24
05/22/2016,34,490.95374,8,34,46,5,1.3,14
05/23/2016,46,1880.1631,11,36,42,14,0,25
05/24/2016,54,2576.0684,13,54,58,17,0,42
05/25/2016,105,2061.6113,14,105,62,25,1.4,45
05/26/2016,105,2169.8538,13,105,66,34,2.6,35
05/27/2016,90,1681.3027,9,90,57,30,1.6,30
05/28/2016,67,1598.9662,15,67,28,25,1.1,24
05/29/2016,35,1545.3492,15,35,31,12,0.9,20
05/30/2016,44,1167.4827,10,44,35,8,1.3,18
05/31/2016,71,1609.3711,8,71,41,13,1.4,34
06/01/2016,97,1932.1344,10,97,23,20,1.8,38
06/02/2016,32,1012.68365,8,32,37,9,1.1,21
06/03/2016,37,661.6786,9,19,39,16,0.8,20
06/04/2016,39,916.3855,8,38,23,12,2.9,18
06/05/2016,33,1312.6731,7,33,26,8,1.4,20
06/06/2016,49,2153.1316,7,49,31,10,0.6,19
06/07/2016,71,2718.0737,7,71,36,19,1.2,19
06/08/2016,41,2539.8638,6,41,25,19,0,9
06/09/2016,51,2122.448,6,51,30,16,0,29
06/10/2016,61,2085.7124,7,61,56,19,1.4,37
06/11/2016,74,2644.7087,8,74,46,28,2,31
06/12/2016,71,2374.3413,7,71,24,21,2.3,20
06/13/2016,41,1785.4044,6,41,27,17,1.2,17
06/14/2016,67,1860.4681,6,67,44,15,3.2,30
06/15/2016,49,1096.4535,7,49,53,25,1.9,34
06/16/2016,67,912.40405,7,67,29,20,2.3,25
06/17/2016,44,1686.3989,7,44,27,12,2,24
06/18/2016,51,2219.2239,6,51,28,14,1.8,25
06/19/2016,58,2606.2744,6,58,38,13,0.9,25
06/20/2016,74,2301.454,7,74,37,20,1.1,28
06/21/2016,46,1619.9883,7,46,35,14,0.8,25
06/22/2016,52,2208.6597,7,50,28,17,1.7,52
06/23/2016,51,1208.5181,7,44,40,7,0.9,51
06/24/2016,54,1179.2146,7,54,41,11,2.9,52
06/25/2016,58,1613.3525,6,58,35,14,2.4,48
06/26/2016,51,1759.7639,6,51,47,15,2.1,51
06/27/2016,49,1449.7412,6,49,51,19,1.5,46
06/28/2016,58,796.99493,7,58,36,15,1.1,48
06/29/2016,49,1861.3175,6,44,41,12,1.3,49
06/30/2016,61,1737.8925,6,61,45,19,1.3,31
07/01/2016,51,1547.3666,6,51,25,15,2.2,29
07/02/2016,37,1969.507,6,37,37,10,0.9,25
07/03/2016,37,878.1105,6,36,55,12,1.1,20
07/04/2016,55,546.3225,6,31,30,13,1.7,13
07/05/2016,42,1631.4017,10,42,40,6,2.2,27
07/06/2016,58,1797.1896,11,58,46,11,3.2,35
07/07/2016,58,1645.7881,13,58,45,12,1.8,16
07/08/2016,51,1893.2754,7,51,32,12,1.7,26
07/09/2016,50,2472.6035,10,50,23,9,1.2,19
07/10/2016,39,2058.9038,6,39,28,9,1.2,12
07/11/2016,58,2224.5854,7,58,32,14,2.5,22
07/12/2016,46,1525.8136,10,46,37,22,1.7,27
07/13/2016,45,1379.0306,9,45,46,13,0.7,27
07/14/2016,46,2413.7842,10,44,30,19,1.5,22
07/15/2016,46,1802.9229,10,46,32,12,1.6,32
07/16/2016,77,2127.1726,11,77,34,14,1.1,26
07/17/2016,51,2390.5325,9,51,42,11,0.4,17
07/18/2016,50,2192.9993,11,50,40,16,1.3,25
07/19/2016,74,2051.7903,9,74,53,15,2.1,28
07/20/2016,93,1998.3857,8,93,55,21,1.4,40
07/21/2016,129,2207.9165,13,129,60,26,1.4,31
07/22/2016,93,2086.0308,9,93,52,21,1.8,25
07/23/2016,58,2057.4705,14,58,45,14,1.4,32
07/24/2016,64,2044.9423,14,64,54,16,3.9,22
07/25/2016,84,2618.5903,13,84,45,21,2.2,28
07/26/2016,84,1733.6455,7,84,50,17,1.8,42
07/27/2016,108,1969.6132,7,108,45,16,1.2,29
07/28/2016,51,887.8252,9,51,42,16,1.6,33
07/29/2016,71,1568.017,7,71,43,9,0.5,14
07/30/2016,50,1087.4288,8,50,33,11,1.3,23
07/31/2016,45,1503.9952,7,45,39,8,0.6,23
08/01/2016,50,1559.9479,8,50,41,11,0.8,19
08/02/2016,67,1282.7855,7,67,28,21,1.8,16
08/03/2016,38,979.82336,6,38,26,21,0.8,17
08/04/2016,37,1517.3198,6,37,30,19,1.4,25
08/05/2016,30,898.1239,8,30,40,16,2.5,25
08/06/2016,45,1293.9336,8,45,22,10,0.7,20
08/07/2016,37,2298.853,7,37,33,9,1.3,30
08/08/2016,43,1826.0684,13,43,31,14,1.2,26
08/09/2016,33,797.8443,10,33,35,16,4.7,29
08/10/2016,35,1683.6915,8,29,43,16,1.1,20
08/11/2016,43,1718.4629,9,33,44,26,1.8,18
08/12/2016,44,1671.3225,9,40,35,21,2.4,22
08/13/2016,43,1949.7058,7,43,26,0,1,14
08/14/2016,32,2187.16,7,32,21,0,1,19
08/15/2016,64,1909.6259,8,64,35,0,1.1,30
08/16/2016,48,2121.8108,8,48,20,9,7.7,25
08/17/2016,41,1879.2075,9,41,26,8,1.1,22
08/18/2016,45,1635.9672,7,45,34,9,0.8,25
08/19/2016,54,1985.4327,8,54,44,13,0.9,38
08/20/2016,77,1857.4954,13,77,33,16,1.9,32
08/21/2016,33,809.7356,8,33,19,5,1.4,19
08/22/2016,34,2182.435,6,34,23,10,1.1,28
08/23/2016,50,2032.6794,8,50,28,14,1.4,29
08/24/2016,45,1312.7261,7,45,45,16,1,32
08/25/2016,61,1525.7074,10,61,45,23,1.7,29
08/26/2016,50,1951.4045,8,50,49,16,0.9,40
08/27/2016,51,1837.8004,14,51,33,21,1.5,35
08/28/2016,42,1521.0889,13,42,33,14,1.7,29
08/29/2016,64,1824.4758,11,64,36,19,1.4,35
08/30/2016,71,2238.4941,11,71,52,24,4,34
08/31/2016,80,1925.4985,9,80,49,27,2.2,35
05/01/2017,49,1959.275,3,30,24,40,2.3,19
05/02/2017,46,3574.4558,2,46,23,44,1.2,38
05/03/2017,40,1957.5892,5,40,34,22,1.1,36
05/04/2017,41,1582.9434,7,41,30,28,1.8,31
05/05/2017,34,935.729,5,34,20,12,1,22
05/06/2017,28,1381.508,3,28,17,13,1,10
05/07/2017,39,2210.471,3,39,25,25,1.2,7
05/08/2017,47,2924.7944,5,47,52,18,1.8,44
05/09/2017,52,2011.8636,8,51,52,17,1.2,36
05/10/2017,93,1937.7937,7,93,52,22,0.9,39
05/11/2017,52,686.32764,6,38,33,16,0.8,33
05/12/2017,33,996.3119,6,29,19,14,1.1,28
05/13/2017,30,906.5796,3,30,31,6,0.7,20
05/14/2017,61,2900.92,7,61,20,26,1,20
05/15/2017,47,1842.1337,2,47,38,15,2.1,15
05/16/2017,67,1439.5349,7,67,60,23,2.6,35
05/17/2017,105,2152.1724,6,105,58,25,2.2,36
05/18/2017,74,1954.7612,5,74,60,25,2,29
05/19/2017,60,2260.7754,5,45,44,24,1.6,31
05/20/2017,44,991.4174,6,34,28,23,1.4,25
05/21/2017,39,924.85236,3,39,32,20,1,19
05/22/2017,32,790.96094,6,26,54,15,1.2,20
05/23/2017,54,716.891,6,26,36,28,1.8,23
05/24/2017,42,864.487,5,42,20,14,1.4,25
05/25/2017,39,961.50665,5,39,27,2,1.8,25
05/26/2017,43,1822.4469,5,43,45,10,0.8,29
05/27/2017,45,820.98047,9,38,50,0,2.1,25
05/28/2017,50,770.5129,6,39,37,0,0.9,15
05/29/2017,44,1843.3301,5,44,42,0,1.4,11
05/30/2017,42,545.7471,5,27,52,0,1,22
05/31/2017,58,2137.9783,5,58,41,12,1.4,29
06/01/2017,64,2356.653,6,64,47,18,1.5,39
06/02/2017,50,2777.3613,9,50,53,21,1,35
06/03/2017,64,3015.8862,9,64,56,23,1.6,33
06/04/2017,67,2329.0808,7,67,52,23,1.6,27
06/05/2017,52,580.82434,7,46,45,13,0.8,31
06/06/2017,45,2345.3413,7,42,39,12,1,26
06/07/2017,39,1075.113,5,29,41,9,1,25
06/08/2017,49,1756.3713,7,49,47,14,0.7,31
06/09/2017,50,2488.043,6,50,50,14,1.2,40
06/10/2017,87,2366.7139,7,87,56,16,1.2,26
06/11/2017,61,2504.0315,6,61,66,15,2,25
06/12/2017,66,2464.7668,6,64,64,19,1.9,27
06/13/2017,80,2548.0276,6,80,61,19,1,25
06/14/2017,108,1685.2925,5,108,54,19,2.1,22
06/15/2017,54,1429.5283,5,49,57,17,1.5,30
06/16/2017,61,837.241,6,61,39,20,1,27
06/17/2017,39,1124.6562,6,37,47,5,1.9,14
06/18/2017,47,1423.8726,3,39,35,9,2.6,7
06/19/2017,35,1696.2235,3,32,33,11,0,11
06/20/2017,51,2545.3083,3,51,51,16,0,14
06/21/2017,67,2370.1943,5,67,59,19,0,25
06/22/2017,61,1402.1193,7,61,44,25,0,30
06/23/2017,44,1528.832,7,24,37,17,1,14
06/24/2017,47,2364.4844,6,47,38,14,1.2,30
06/25/2017,46,2650.8118,6,46,43,15,1.2,11
06/26/2017,48,2776.437,3,48,40,16,1.1,19
06/27/2017,46,2919.519,3,46,39,16,1.3,30
06/28/2017,48,2367.9104,6,48,53,16,2.3,25
06/29/2017,74,2449.8657,3,74,54,23,1.6,22
06/30/2017,54,1932.8448,5,54,40,26,1.1,25
07/01/2017,40,1906.1427,6,36,52,13,1.6,12
07/02/2017,52,2463.8423,7,50,51,14,2.4,21
07/03/2017,64,2534.3774,7,64,90,20,1.7,33
07/04/2017,90,2398.3105,9,80,68,32,2.8,31
07/05/2017,68,1003.92554,6,49,38,22,1.2,22
07/06/2017,38,519.2081,5,28,26,9,0.5,23
07/07/2017,47,1662.8867,3,47,31,8,0.4,22
07/08/2017,50,1935.2377,7,50,35,10,1.5,26
07/09/2017,42,2138.6309,5,42,54,13,1.1,18
07/10/2017,54,2314.9956,6,54,57,20,0.9,25
07/11/2017,57,1849.2578,5,45,54,24,1.6,24
07/12/2017,54,1849.6929,7,47,55,20,2.1,30
07/13/2017,55,2100.3994,7,51,50,24,1,40
07/14/2017,61,2009.5251,6,61,39,19,1.9,28
07/15/2017,48,2305.5872,7,48,33,14,0.7,19
07/16/2017,47,1990.491,3,47,52,10,1.2,13
07/17/2017,52,1886.6191,6,50,50,17,1.7,26
07/18/2017,64,1703.5109,6,64,56,16,1.1,29
07/19/2017,119,2086.5317,6,119,68,23,1.1,24
07/20/2017,101,2419.248,6,101,64,28,1.6,25
07/21/2017,93,2057.7087,6,93,46,24,1.6,22
07/22/2017,61,1959.4926,6,61,33,8,1.2,22
07/23/2017,44,895.2679,5,44,32,2,0.8,24
07/24/2017,50,1789.4364,5,50,25,6,0.8,22
07/25/2017,33,1320.9795,3,33,31,4,1.2,13
07/26/2017,54,1549.4977,5,54,50,8,3.5,19
07/27/2017,54,1582.1277,6,54,55,10,0.8,18
07/28/2017,55,284.4359,7,43,26,9,0.4,22
07/29/2017,36,1065.5417,3,36,25,7,0.6,7
07/30/2017,38,1876.0687,6,38,48,8,1,26
07/31/2017,48,1805.3163,9,39,55,11,1.6,24
08/01/2017,55,2009.0356,7,51,56,12,1.7,29
08/02/2017,61,1987.7175,8,61,54,0,1.4,30
08/03/2017,77,1625.2535,6,77,56,0,1.3,26
08/04/2017,61,1868.5095,7,61,25,13,1.5,23
08/05/2017,33,1907.1216,3,33,33,5,1,8
08/06/2017,44,1815.9753,3,44,34,5,1.1,14
08/07/2017,34,493.15857,5,24,39,0,1.2,20
08/08/2017,39,1379.4958,7,37,50,10,0.6,27
08/09/2017,71,2086.858,9,71,52,9,0.8,31
08/10/2017,54,1887.8699,8,54,35,10,0.8,30
08/11/2017,35,903.371,6,33,32,4,1.2,25
08/12/2017,39,935.4571,6,39,38,0,0.5,17
08/13/2017,45,1661.092,6,45,61,6,0.8,23
08/14/2017,61,990.54724,8,38,51,19,2,26
08/15/2017,51,445.46448,7,26,54,0,0.6,22
08/16/2017,64,1581.5294,7,64,63,11,1.2,19
08/17/2017,63,1223.6335,7,47,52,19,1.5,21
08/18/2017,52,1073.6448,6,34,35,11,1.3,17
08/19/2017,48,1710.9614,5,48,38,0,0.9,19
08/20/2017,46,1434.8579,5,46,55,2,0.8,17
08/21/2017,55,1357.3618,6,45,59,6,1.6,27
08/22/2017,67,1815.8666,6,67,33,9,1,17
08/23/2017,45,1541.6122,3,45,47,1,1.6,27
08/24/2017,47,1997.3433,7,45,47,10,0.6,31
08/25/2017,47,1701.6075,7,44,44,8,0.6,25
08/26/2017,44,1669.5214,6,44,48,11,1.7,24
08/27/2017,48,1860.7871,7,45,47,14,1.2,24
08/28/2017,47,1880.8002,6,37,32,18,0.7,24
08/29/2017,32,1044.6041,5,19,38,2,2,16
08/30/2017,44,1368.456,6,44,45,8,1.1,29
08/31/2017,51,1843.4933,7,51,41,9,1.6,39
05/01/2018,90,1649.4866,9,90,57,23,2.3,42
05/02/2018,97,2619.65,8,97,62,29,1.5,42
05/03/2018,64,2030.439,6,64,65,33,0.9,46
05/04/2018,80,2359.439,6,80,36,43,0.9,76
05/05/2018,48,1094.8503,6,48,56,14,1,47
05/06/2018,56,825.1854,3,40,48,18,2.7,32
05/07/2018,73,1764.3755,6,71,43,17,1.5,73
05/08/2018,85,1578.4913,6,51,49,17,0.9,85
05/09/2018,77,2216.3682,6,77,52,18,1.1,35
05/10/2018,52,1866.344,6,46,54,22,0.9,23
05/11/2018,64,1968.1323,7,64,65,22,2.4,33
05/12/2018,71,2212.9468,7,71,51,40,1.6,20
05/13/2018,51,569.7016,6,31,56,19,0.7,12
05/14/2018,56,969.4719,6,42,52,18,1,19
05/15/2018,52,1819.209,5,46,40,20,1,23
05/16/2018,40,511.7619,6,33,28,0,0.6,25
05/17/2018,28,443.33276,6,22,22,0,1.4,20
05/18/2018,30,759.81757,5,30,32,-1,0.9,17
05/19/2018,32,660.23517,5,24,40,1,1.2,17
05/20/2018,44,1797.3746,7,44,42,8,0,27
05/21/2018,58,1322.0621,8,58,45,8,0,26
05/22/2018,45,680.0886,6,33,40,7,1.2,26
05/23/2018,45,1674.4723,6,45,49,7,1.1,27
05/24/2018,90,1691.5796,8,90,59,13,0.7,31
05/25/2018,61,1661.7769,7,61,53,17,1.3,29
05/26/2018,53,1608.6091,5,44,40,7,0.9,15
05/27/2018,44,1096.696,5,44,45,1,1.8,11
05/28/2018,45,368.19568,6,21,71,4,0.9,8
05/29/2018,71,925.218,6,35,28,15,1.5,17
05/30/2018,28,939.48914,6,24,40,3,0.5,14
05/31/2018,40,664.0168,6,30,32,2,0.9,17
06/01/2018,64,1442.8485,6,64,43,1,0.5,25
06/02/2018,46,663.2514,6,46,28,2,1.1,12
06/03/2018,35,781.42676,5,35,29,0,0.9,9
06/04/2018,40,1903.1697,3,40,37,0,1.4,12
06/05/2018,54,2150.19,7,54,31,0,1.2,25
06/06/2018,38,1357.8523,3,38,40,0,0.7,12
06/07/2018,51,1142.2555,5,51,51,0,4.6,18
06/08/2018,84,1382.2977,8,84,61,0,1.3,27
06/09/2018,77,904.014,8,77,49,19,1.4,19
06/10/2018,49,674.2361,5,42,34,14,1.3,11
06/11/2018,34,627.101,5,32,40,8,0.9,18
06/12/2018,41,1442.4884,6,41,50,21,1.2,23
06/13/2018,50,1133.882,5,39,31,16,2.9,20
06/14/2018,48,2003.5625,5,48,31,17,0.9,11
06/15/2018,49,2344.1326,6,49,47,17,1.7,28
06/16/2018,87,1907.3564,9,87,56,20,1.1,40
06/17/2018,90,1185.654,8,90,68,21,3.2,34
06/18/2018,108,1487.0123,7,108,54,28,0.6,32
06/19/2018,54,1561.204,5,45,38,16,0.9,24
06/20/2018,49,996.7085,6,49,37,16,3.7,27
06/21/2018,44,776.3396,6,44,41,12,4.4,20
06/22/2018,41,959.7928,6,40,31,11,1.5,26
06/23/2018,37,665.5924,6,37,38,7,1.5,23
06/24/2018,42,1754.6514,8,42,34,13,0.9,20
06/25/2018,37,1780.3574,5,37,35,13,0.7,25
06/26/2018,47,1654.8889,6,47,38,19,0.9,26
06/27/2018,49,849.85596,5,32,35,19,1.3,49
06/28/2018,49,1408.724,3,49,45,12,1.3,14
06/29/2018,77,2020.4897,6,77,57,14,0.9,31
06/30/2018,122,1650.8372,9,122,63,19,1.4,33
07/01/2018,97,1401.8811,7,97,65,20,0.8,18
07/02/2018,80,1776.7108,6,80,70,24,1.9,22
07/03/2018,119,1546.6628,6,119,84,26,0.9,24
07/04/2018,84,1443.884,5,46,32,37,3.6,12
07/05/2018,32,1564.8055,5,30,38,14,0.7,13
07/06/2018,43,1098.7219,5,43,26,13,0.6,20
07/07/2018,67,1601.5862,3,67,38,16,1.1,15
07/08/2018,67,1485.6168,5,67,40,13,1,22
07/09/2018,164,1612.5709,7,164,47,19,1.1,36
07/10/2018,105,2075.8184,5,105,51,22,1.4,31
07/11/2018,77,2413.8672,3,77,47,20,0.5,16
07/12/2018,71,2462.758,6,71,46,0,0.6,22
07/13/2018,48,2254.0942,6,48,35,33,1.8,28
07/14/2018,67,1847.7961,6,67,56,19,1.3,25
07/15/2018,64,787.9996,5,64,63,16,1.4,21
07/16/2018,101,2051.0576,7,101,54,23,1.2,25
07/17/2018,54,496.2303,5,48,31,19,1.1,19
07/18/2018,40,2540.641,3,40,36,14,0.8,21
07/19/2018,84,2122.8184,5,84,43,19,0.8,27
07/20/2018,84,2021.0299,6,84,22,19,1,33
07/21/2018,31,831.6682,5,31,18,6,1.1,14
07/22/2018,38,648.93536,3,38,42,6,1,10
07/23/2018,42,927.6941,5,34,28,14,0.6,16
07/24/2018,28,739.15375,3,26,45,9,0.2,17
07/25/2018,45,599.9094,5,37,52,12,-0.2,18
07/26/2018,52,1492.7748,6,51,53,14,0.8,27
07/27/2018,71,1752.8057,7,71,34,17,1.6,22
07/28/2018,47,1852.7932,7,47,38,14,1.3,31
07/29/2018,64,1683.3411,9,64,45,14,0.6,25
07/30/2018,45,859.1749,6,40,26,18,0.9,26
07/31/2018,33,820.14325,5,33,27,10,0.4,26
08/01/2018,39,1379.6866,5,39,26,11,0.9,18
08/02/2018,26,1178.9912,6,21,25,10,0.8,21
08/03/2018,25,646.4593,5,22,32,12,0.1,14
08/04/2018,45,1197.404,8,45,52,10,0.8,25
08/05/2018,52,1539.2346,10,50,58,18,0.7,21
08/06/2018,71,1577.1858,7,71,57,21,0,28
08/07/2018,61,1454.4635,6,61,45,20,2.4,25
08/08/2018,50,1081.2996,7,50,38,17,1.1,29
08/09/2018,50,1745.1523,5,50,52,12,1,27
08/10/2018,93,1768.2021,7,93,54,18,1.9,31
08/11/2018,54,1533.2921,8,48,54,18,1.2,28
08/12/2018,54,1074.7717,5,42,39,15,0.3,15
08/13/2018,48,1259.8456,5,48,33,13,0.4,17
08/14/2018,43,1636.2059,3,43,54,13,1.8,18
08/15/2018,54,1638.0518,7,51,61,21,1,30
08/16/2018,80,1674.4272,8,80,66,25,1.4,25
08/17/2018,66,1674.2021,6,48,36,31,0.5,22
08/18/2018,45,1250.5266,5,45,28,12,1.1,22
08/19/2018,34,1005.66736,5,34,30,9,0.6,8
08/20/2018,30,593.60675,5,28,24,15,1.6,17
08/21/2018,32,464.62683,5,32,48,9,0.8,19
08/22/2018,48,1241.3428,5,44,38,18,0.5,22
08/23/2018,38,2047.141,7,33,45,14,0.7,26
08/24/2018,47,1995.2789,10,47,42,16,0.3,35
08/25/2018,51,1664.6581,9,51,47,16,0.3,25
08/26/2018,51,1139.3292,8,51,72,21,1.3,21
08/27/2018,72,1081.7047,8,64,72,27,2.2,26
08/28/2018,77,1731.8717,7,77,62,26,0.8,25
